cryptic	ctrl
FAM114A2_acceptor_2	FAM114A2_3_76
FAM114A2_acceptor_2	FAM114A2_6_30
FAM114A2_acceptor_2	FAM114A2_3_53
FAM114A2_acceptor_2	FAM114A2_6_75
FAM114A2_acceptor_2	FAM114A2_1_65
FAM114A2_acceptor_2	FAM114A2_3_29
FAM114A2_acceptor_2	FAM114A2_3_40
FAM114A2_acceptor_2	FAM114A2_1_44
FANCL_acceptor_1	FANCL_2_4
FANCL_acceptor_1	FANCL_2_48
FANCL_acceptor_1	FANCL_2_127
FANCL_acceptor_1	FANCL_2_68
FANCL_acceptor_1	FANCL_1_83
FANCL_acceptor_1	FANCL_2_171
FANCL_acceptor_1	FANCL_2_18
FANCL_acceptor_1	FANCL_2_36
FANCL_acceptor_1	FANCL_2_99
FANCL_acceptor_1	FANCL_2_139
FEZ1_donor_1	FEZ1_4_37
FEZ1_donor_1	FEZ1_4_174
FEZ1_donor_1	FEZ1_1_14
FEZ1_donor_1	FEZ1_4_197
FEZ1_donor_1	FEZ1_4_76
FEZ1_donor_1	FEZ1_4_21
FEZ1_donor_1	FEZ1_4_158
FEZ1_donor_1	FEZ1_3_30
FEZ1_donor_1	FEZ1_3_81
FEZ1_donor_1	FEZ1_4_113
G2E3_acceptor_1	G2E3_9_10
G2E3_acceptor_1	G2E3_6_32
G2E3_acceptor_1	G2E3_2_13
G2E3_acceptor_1	G2E3_6_53
G2E3_acceptor_1	G2E3_4_18
G2E3_acceptor_1	G2E3_1_67
G2E3_acceptor_1	G2E3_3_6
G2E3_acceptor_1	G2E3_11_20
G2E3_acceptor_1	G2E3_6_3
G2E3_acceptor_1	G2E3_1_49
GATA4_donor_1	GATA4_5_74
GATA4_donor_1	GATA4_5_651
GATA4_donor_1	GATA4_5_128
GATA4_donor_1	GATA4_5_218
GATA4_donor_1	GATA4_5_43
GATA4_donor_1	GATA4_5_138
GATA4_donor_1	GATA4_5_671
GATA4_donor_1	GATA4_5_505
GATA4_donor_1	GATA4_5_428
GATA4_donor_1	GATA4_5_482
GIT2_donor_1	GIT2_1_9
GIT2_donor_1	GIT2_3_27
GIT2_donor_1	GIT2_3_14
GIT2_donor_1	GIT2_8_25
GIT2_donor_1	GIT2_3_67
GIT2_donor_1	GIT2_4_24
GIT2_donor_1	GIT2_3_1
GIT2_donor_1	GIT2_4_8
GIT2_donor_1	GIT2_8_3
GIT2_donor_1	GIT2_3_46
GNB1L_acceptor_1	GNB1L_1_36
GNB1L_acceptor_1	GNB1L_1_10
GNB1L_acceptor_1	GNB1L_1_59
GNB1L_acceptor_1	GNB1L_2_1
GNB1L_acceptor_1	GNB1L_1_141
GNB1L_acceptor_1	GNB1L_1_46
GNB1L_acceptor_1	GNB1L_1_103
GNB1L_acceptor_1	GNB1L_1_77
GNB1L_acceptor_1	GNB1L_1_118
GNB1L_acceptor_1	GNB1L_1_26
GNB1L_donor_1	GNB1L_1_65
GNB1L_donor_1	GNB1L_1_20
GNB1L_donor_1	GNB1L_1_47
GNB1L_donor_1	GNB1L_1_147
GNB1L_donor_1	GNB1L_1_81
GNB1L_donor_1	GNB1L_1_37
GNB1L_donor_1	GNB1L_1_113
GNB1L_donor_1	GNB1L_1_91
GNB1L_donor_1	GNB1L_1_136
GNB1L_donor_1	GNB1L_1_7
GPSM2_acceptor_1	GPSM2_1_11
GPSM2_acceptor_1	GPSM2_6_4
GPSM2_acceptor_1	GPSM2_7_11
GPSM2_acceptor_1	GPSM2_5_43
GPSM2_acceptor_1	GPSM2_7_38
GPSM2_acceptor_1	GPSM2_6_18
GPSM2_acceptor_1	GPSM2_7_53
GPSM2_acceptor_1	GPSM2_7_25
GPSM2_acceptor_1	GPSM2_5_26
GPSM2_acceptor_1	GPSM2_7_1
GPSM2_donor_1	GPSM2_1_8
GPSM2_donor_1	GPSM2_7_51
GPSM2_donor_1	GPSM2_5_16
GPSM2_donor_1	GPSM2_5_36
GPSM2_donor_1	GPSM2_7_27
GPSM2_donor_1	GPSM2_7_40
GPSM2_donor_1	GPSM2_3_1
GPSM2_donor_1	GPSM2_5_5
GPSM2_donor_1	GPSM2_7_6
GPSM2_donor_1	GPSM2_7_16
GPT2_donor_1	GPT2_9_83
GPT2_donor_1	GPT2_6_34
GPT2_donor_1	GPT2_3_23
GPT2_donor_1	GPT2_9_58
GPT2_donor_1	GPT2_9_4
GPT2_donor_1	GPT2_2_24
GPT2_donor_1	GPT2_9_135
GPT2_donor_1	GPT2_7_3
GPT2_donor_1	GPT2_9_221
GPT2_donor_1	GPT2_9_94
GRAMD1A_acceptor_1	GRAMD1A_8_30
GRAMD1A_acceptor_1	GRAMD1A_12_3
GRAMD1A_acceptor_1	GRAMD1A_6_44
GRAMD1A_acceptor_1	GRAMD1A_6_12
GRAMD1A_acceptor_1	GRAMD1A_1_4
GRAMD1A_acceptor_1	GRAMD1A_6_1
GRAMD1A_acceptor_1	GRAMD1A_8_12
GRAMD1A_acceptor_1	GRAMD1A_1_14
GRAMD1A_acceptor_1	GRAMD1A_6_32
GRAMD1A_acceptor_1	GRAMD1A_6_55
GRIA2_donor_1	GRIA2_5_260
GRIA2_donor_1	GRIA2_11_591
GRIA2_donor_1	GRIA2_5_29
GRIA2_donor_1	GRIA2_7_59
GRIA2_donor_1	GRIA2_5_82
GRIA2_donor_1	GRIA2_11_307
GRIA2_donor_1	GRIA2_11_670
GRIA2_donor_1	GRIA2_11_126
GRIA2_donor_1	GRIA2_3_180
GRIA2_donor_1	GRIA2_3_127
GSTM2_donor_1	GSTM2_7_8
GSTM2_donor_1	GSTM2_5_21
GSTM2_donor_1	GSTM2_4_1
GSTM2_donor_1	GSTM2_4_13
GSTM2_donor_1	GSTM2_5_6
HAUS2_acceptor_1	HAUS2_3_12
HAUS2_acceptor_1	HAUS2_1_131
HAUS2_acceptor_1	HAUS2_1_28
HAUS2_acceptor_1	HAUS2_1_100
HAUS2_acceptor_1	HAUS2_1_175
HAUS2_acceptor_1	HAUS2_1_111
HAUS2_acceptor_1	HAUS2_1_145
HAUS2_acceptor_1	HAUS2_1_162
HAUS2_acceptor_1	HAUS2_4_10
HAUS2_acceptor_1	HAUS2_1_8
HAUS2_donor_1	HAUS2_1_95
HAUS2_donor_1	HAUS2_4_9
HAUS2_donor_1	HAUS2_1_5
HAUS2_donor_1	HAUS2_1_54
HAUS2_donor_1	HAUS2_1_170
HAUS2_donor_1	HAUS2_1_130
HAUS2_donor_1	HAUS2_1_80
HAUS2_donor_1	HAUS2_1_109
HAUS2_donor_1	HAUS2_1_153
HAUS2_donor_1	HAUS2_1_26
HDGFL2_acceptor_1	HDGFL2_11_187
HDGFL2_acceptor_1	HDGFL2_6_4
HDGFL2_acceptor_1	HDGFL2_11_47
HDGFL2_acceptor_1	HDGFL2_11_123
HDGFL2_acceptor_1	HDGFL2_11_30
HDGFL2_acceptor_1	HDGFL2_11_152
HDGFL2_acceptor_1	HDGFL2_2_33
HDGFL2_acceptor_1	HDGFL2_11_74
HDGFL2_acceptor_1	HDGFL2_10_18
HDGFL2_acceptor_1	HDGFL2_2_14
HDGFL2_donor_1	HDGFL2_11_95
HDGFL2_donor_1	HDGFL2_11_69
HDGFL2_donor_1	HDGFL2_11_17
HDGFL2_donor_1	HDGFL2_11_165
HDGFL2_donor_1	HDGFL2_2_10
HDGFL2_donor_1	HDGFL2_10_20
HDGFL2_donor_1	HDGFL2_11_137
HDGFL2_donor_1	HDGFL2_11_193
HDGFL2_donor_1	HDGFL2_11_110
HDGFL2_donor_1	HDGFL2_11_147
IFT122_acceptor_1	IFT122_6_70
IFT122_acceptor_1	IFT122_6_81
IFT122_acceptor_1	IFT122_4_63
IFT122_acceptor_1	IFT122_4_24
IFT122_acceptor_1	IFT122_5_13
IFT122_acceptor_1	IFT122_6_58
IFT122_acceptor_1	IFT122_7_16
IFT122_acceptor_1	IFT122_6_17
IFT122_acceptor_1	IFT122_2_15
IFT122_acceptor_1	IFT122_5_36
IFT122_donor_1	IFT122_5_2
IFT122_donor_1	IFT122_7_1
IFT122_donor_1	IFT122_4_42
IFT122_donor_1	IFT122_2_21
IFT122_donor_1	IFT122_6_64
IFT122_donor_1	IFT122_6_80
IFT122_donor_1	IFT122_2_34
IFT122_donor_1	IFT122_8_5
IFT122_donor_1	IFT122_2_2
IFT122_donor_1	IFT122_7_20
IGLON5_donor_1	IGLON5_4_5
IGLON5_donor_1	IGLON5_1_3
IGLON5_donor_1	IGLON5_1_15
IGLON5_donor_1	IGLON5_3_1
INPP1_acceptor_1	INPP1_1_26
INPP1_acceptor_1	INPP1_2_4
INPP1_acceptor_1	INPP1_4_9
INPP1_acceptor_1	INPP1_4_53
INPP1_acceptor_1	INPP1_4_23
INPP1_acceptor_1	INPP1_3_2
INPP1_acceptor_1	INPP1_2_15
INPP1_acceptor_1	INPP1_3_13
INPP1_acceptor_1	INPP1_4_36
INPP1_acceptor_1	INPP1_1_11
INSR_acceptor_1	INSR_10_5
INSR_acceptor_1	INSR_13_61
INSR_acceptor_1	INSR_8_39
INSR_acceptor_1	INSR_12_167
INSR_acceptor_1	INSR_12_32
INSR_acceptor_1	INSR_12_66
INSR_acceptor_1	INSR_10_18
INSR_acceptor_1	INSR_5_11
INSR_acceptor_1	INSR_9_4
INSR_acceptor_1	INSR_6_21
IQCE_acceptor_1	IQCE_2_45
IQCE_acceptor_1	IQCE_4_6
IQCE_acceptor_1	IQCE_11_26
IQCE_acceptor_1	IQCE_11_4
IQCE_acceptor_1	IQCE_7_35
IQCE_acceptor_1	IQCE_2_22
IQCE_acceptor_1	IQCE_2_82
IQCE_acceptor_1	IQCE_8_13
IQCE_acceptor_1	IQCE_6_9
IQCE_acceptor_1	IQCE_7_15
IQCE_donor_1	IQCE_7_31
IQCE_donor_1	IQCE_2_33
IQCE_donor_1	IQCE_9_7
IQCE_donor_1	IQCE_10_9
IQCE_donor_1	IQCE_11_20
IQCE_donor_1	IQCE_8_17
IQCE_donor_1	IQCE_8_4
IQCE_donor_1	IQCE_2_64
IQCE_donor_1	IQCE_2_17
IQCE_donor_1	IQCE_11_5
IRAK4_acceptor_1	IRAK4_4_66
IRAK4_acceptor_1	IRAK4_6_16
IRAK4_acceptor_1	IRAK4_2_3
IRAK4_acceptor_1	IRAK4_4_6
IRAK4_acceptor_1	IRAK4_2_57
IRAK4_acceptor_1	IRAK4_2_38
IRAK4_acceptor_1	IRAK4_8_6
IRAK4_acceptor_1	IRAK4_2_14
IRAK4_acceptor_1	IRAK4_6_1
IRAK4_acceptor_1	IRAK4_4_33
ISLR2_donor_1	ISLR2_1_32
ISLR2_donor_1	ISLR2_1_52
ISLR2_donor_1	ISLR2_1_1
ISLR2_donor_1	ISLR2_1_42
ISLR2_donor_1	ISLR2_3_2
ISLR2_donor_1	ISLR2_1_19
KCTD15_acceptor_1	KCTD15_2_14
KCTD15_acceptor_1	KCTD15_2_46
KCTD15_acceptor_1	KCTD15_2_59
KCTD15_acceptor_1	KCTD15_2_3
KCTD15_acceptor_1	KCTD15_1_2
KCTD15_acceptor_1	KCTD15_2_55
KCTD15_acceptor_1	KCTD15_2_43
KCTD15_acceptor_1	KCTD15_2_69
KCTD15_acceptor_1	KCTD15_2_74
KCTD15_acceptor_1	KCTD15_2_33
KCTD15_acceptor_2	KCTD15_2_15
KCTD15_acceptor_2	KCTD15_2_25
KCTD15_acceptor_2	KCTD15_1_1
KCTD15_acceptor_2	KCTD15_2_1
KCTD15_acceptor_2	KCTD15_2_10
KCTD15_acceptor_2	KCTD15_2_66
KCTD15_acceptor_2	KCTD15_1_3
KCTD15_acceptor_2	KCTD15_2_41
KCTD15_acceptor_2	KCTD15_2_51
KCTD15_acceptor_2	KCTD15_2_28
KCTD15_donor_1	KCTD15_2_4
KCTD15_donor_1	KCTD15_2_71
KCTD15_donor_1	KCTD15_2_37
KCTD15_donor_1	KCTD15_2_47
KCTD15_donor_1	KCTD15_2_62
KCTD15_donor_1	KCTD15_2_22
KCTD15_donor_1	KCTD15_2_58
KCTD15_donor_1	KCTD15_2_45
KCTD15_donor_1	KCTD15_2_34
KCTD15_donor_1	KCTD15_2_12
KCTD15_donor_2	KCTD15_2_23
KCTD15_donor_2	KCTD15_2_2
KCTD15_donor_2	KCTD15_2_73
KDM1B_acceptor_1	KDM1B_9_61
KDM1B_acceptor_1	KDM1B_9_139
KDM1B_acceptor_1	KDM1B_6_10
KDM1B_acceptor_1	KDM1B_9_275
KDM1B_acceptor_1	KDM1B_8_83
KDM1B_acceptor_1	KDM1B_9_111
KDM1B_acceptor_1	KDM1B_9_196
KDM1B_acceptor_1	KDM1B_2_37
KDM1B_acceptor_1	KDM1B_9_162
KDM1B_acceptor_1	KDM1B_9_34
KDM1B_donor_1	KDM1B_2_40
KDM1B_donor_1	KDM1B_9_167
KDM1B_donor_1	KDM1B_7_21
KDM1B_donor_1	KDM1B_7_40
KDM1B_donor_1	KDM1B_18_12
KDM1B_donor_1	KDM1B_12_44
KDM1B_donor_1	KDM1B_7_57
KDM1B_donor_1	KDM1B_8_26
KDM1B_donor_1	KDM1B_9_237
KDM1B_donor_1	KDM1B_4_43
KIAA0753_acceptor_1	KIAA0753_10_105
KIAA0753_acceptor_1	KIAA0753_10_152
KIAA0753_acceptor_1	KIAA0753_10_72
KIAA0753_acceptor_1	KIAA0753_10_49
KIAA0753_acceptor_1	KIAA0753_7_6
KIAA0753_acceptor_1	KIAA0753_10_92
KIAA0753_acceptor_1	KIAA0753_5_1
KIAA0753_acceptor_1	KIAA0753_10_125
KIAA0753_acceptor_1	KIAA0753_2_56
KIAA0753_acceptor_1	KIAA0753_3_1
KIAA0753_donor_1	KIAA0753_10_95
KIAA0753_donor_1	KIAA0753_13_40
KIAA0753_donor_1	KIAA0753_2_71
KIAA0753_donor_1	KIAA0753_3_6
KIAA0753_donor_1	KIAA0753_11_6
KIAA0753_donor_1	KIAA0753_8_3
KIAA0753_donor_1	KIAA0753_14_1
KIAA0753_donor_1	KIAA0753_13_56
KIAA0753_donor_1	KIAA0753_10_12
KIAA0753_donor_1	KIAA0753_11_26
KIF21A_donor_1	KIF21A_1_65
KIF21A_donor_1	KIF21A_22_52
KIF21A_donor_1	KIF21A_7_29
KIF21A_donor_1	KIF21A_13_63
KIF21A_donor_1	KIF21A_7_18
KIF21A_donor_1	KIF21A_4_10
KIF21A_donor_1	KIF21A_21_65
KIF21A_donor_1	KIF21A_1_50
KIF21A_donor_1	KIF21A_9_4
KIF21A_donor_1	KIF21A_13_2
KLHL35_donor_1	KLHL35_2_12
KLHL35_donor_1	KLHL35_2_2
KLHL35_donor_1	KLHL35_1_37
KLHL35_donor_1	KLHL35_1_1
KLHL35_donor_1	KLHL35_1_21
KLHL35_donor_1	KLHL35_1_11
LHFPL2_acceptor_1	LHFPL2_2_383
LHFPL2_acceptor_1	LHFPL2_7_71
LHFPL2_acceptor_1	LHFPL2_2_100
LHFPL2_acceptor_1	LHFPL2_5_1
LHFPL2_acceptor_1	LHFPL2_7_1
LHFPL2_acceptor_1	LHFPL2_2_347
LHFPL2_acceptor_1	LHFPL2_2_246
LHFPL2_acceptor_1	LHFPL2_1_10
LHFPL2_acceptor_1	LHFPL2_2_216
LHFPL2_acceptor_1	LHFPL2_2_285
LINC02245_acceptor_1	LINC02245_8_28
LINC02245_acceptor_1	LINC02245_3_6
LINC02245_acceptor_1	LINC02245_6_35
LINC02245_acceptor_1	LINC02245_6_18
LINC02245_acceptor_1	LINC02245_3_26
LINC02245_acceptor_1	LINC02245_7_7
LINC02245_acceptor_1	LINC02245_4_3
LINC02245_acceptor_1	LINC02245_8_2
LINC02245_acceptor_1	LINC02245_8_13
LINC02245_acceptor_1	LINC02245_6_2
LINC02245_donor_1	LINC02245_8_20
LINC02245_donor_1	LINC02245_6_22
LINC02245_donor_1	LINC02245_8_31
LINC02245_donor_1	LINC02245_7_12
LINC02245_donor_1	LINC02245_6_12
LINC02245_donor_1	LINC02245_6_37
LINC02245_donor_1	LINC02245_8_5
LINC02245_donor_1	LINC02245_3_2
LINC02245_donor_1	LINC02245_3_20
LINC02245_donor_1	LINC02245_6_53
LMF1_donor_1	LMF1_6_4
LMF1_donor_1	LMF1_6_32
LMF1_donor_1	LMF1_6_130
LMF1_donor_1	LMF1_6_142
LMF1_donor_1	LMF1_6_70
LMF1_donor_1	LMF1_6_154
LMF1_donor_1	LMF1_6_19
LMF1_donor_1	LMF1_6_118
LMF1_donor_1	LMF1_6_177
LMF1_donor_1	LMF1_6_102
LRP8_donor_1	LRP8_10_155
LRP8_donor_1	LRP8_10_5
LRP8_donor_1	LRP8_10_141
LRP8_donor_1	LRP8_10_125
LRP8_donor_1	LRP8_10_31
LRP8_donor_1	LRP8_4_9
LRP8_donor_1	LRP8_10_81
LRP8_donor_1	LRP8_10_208
LRP8_donor_1	LRP8_10_179
LRP8_donor_1	LRP8_10_52
MADD_donor_1	MADD_20_8
MADD_donor_1	MADD_5_4
MADD_donor_1	MADD_16_93
MADD_donor_1	MADD_20_113
MADD_donor_1	MADD_23_39
MADD_donor_1	MADD_16_196
MADD_donor_1	MADD_20_61
MADD_donor_1	MADD_16_3
MADD_donor_1	MADD_20_34
MADD_donor_1	MADD_20_101
MADD_donor_2	MADD_20_49
MADD_donor_2	MADD_8_3
MADD_donor_2	MADD_20_102
MADD_donor_2	MADD_23_25
MADD_donor_2	MADD_20_3
MADD_donor_2	MADD_20_131
MADD_donor_2	MADD_5_12
MADD_donor_2	MADD_28_17
MADD_donor_2	MADD_25_3
MADD_donor_2	MADD_5_39
MAPK9_acceptor_1	MAPK9_1_2
MAPK9_acceptor_1	MAPK9_3_7
MAPK9_acceptor_1	MAPK9_5_124
MAPK9_acceptor_1	MAPK9_5_41
MAPK9_acceptor_1	MAPK9_7_10
MAPK9_acceptor_1	MAPK9_5_194
MAPK9_acceptor_1	MAPK9_5_146
MAPK9_acceptor_1	MAPK9_5_175
MAPK9_acceptor_1	MAPK9_5_106
MAPK9_acceptor_1	MAPK9_5_19
MED13L_acceptor_1	MED13L_6_54
MED13L_acceptor_1	MED13L_14_313
MED13L_acceptor_1	MED13L_14_148
MED13L_acceptor_1	MED13L_13_80
MED13L_acceptor_1	MED13L_14_86
MED13L_acceptor_1	MED13L_10_103
MED13L_acceptor_1	MED13L_14_364
MED13L_acceptor_1	MED13L_14_196
MED13L_acceptor_1	MED13L_14_451
MED13L_acceptor_1	MED13L_2_14
MED13L_donor_1	MED13L_14_672
MED13L_donor_1	MED13L_2_13
MED13L_donor_1	MED13L_14_11
MED13L_donor_1	MED13L_10_56
MED13L_donor_1	MED13L_14_525
MED13L_donor_1	MED13L_14_409
MED13L_donor_1	MED13L_13_44
MED13L_donor_1	MED13L_14_696
MED13L_donor_1	MED13L_6_27
MED13L_donor_1	MED13L_6_51
MEIS2_donor_1	MEIS2_3_188
MEIS2_donor_1	MEIS2_3_13
MEIS2_donor_1	MEIS2_3_394
MEIS2_donor_1	MEIS2_3_164
MEIS2_donor_1	MEIS2_3_90
MEIS2_donor_1	MEIS2_3_301
MEIS2_donor_1	MEIS2_1_35
MEIS2_donor_1	MEIS2_3_327
MEIS2_donor_1	MEIS2_1_125
MEIS2_donor_1	MEIS2_5_1
METTL8_donor_1	METTL8_1_19
METTL8_donor_1	METTL8_3_8
METTL8_donor_1	METTL8_2_4
METTL8_donor_1	METTL8_1_7
METTL8_donor_1	METTL8_2_14
METTL8_donor_1	METTL8_2_24
MGAT1_donor_1	MGAT1_1_30
MGAT1_donor_1	MGAT1_1_12
MGAT1_donor_1	MGAT1_1_115
MGAT1_donor_1	MGAT1_1_52
MGAT1_donor_1	MGAT1_1_125
MGAT1_donor_1	MGAT1_1_72
MGAT1_donor_1	MGAT1_1_85
MGAT1_donor_1	MGAT1_1_2
MGAT1_donor_1	MGAT1_1_104
MGAT1_donor_1	MGAT1_1_42
MGAT5B_acceptor_1	MGAT5B_1_85
MGAT5B_acceptor_1	MGAT5B_1_126
MGAT5B_acceptor_1	MGAT5B_13_22
MGAT5B_acceptor_1	MGAT5B_7_33
MGAT5B_acceptor_1	MGAT5B_1_66
MGAT5B_acceptor_1	MGAT5B_9_13
MGAT5B_acceptor_1	MGAT5B_13_82
MGAT5B_acceptor_1	MGAT5B_7_84
MGAT5B_acceptor_1	MGAT5B_6_12
MGAT5B_acceptor_1	MGAT5B_1_140
MGAT5B_donor_1	MGAT5B_13_118
MGAT5B_donor_1	MGAT5B_13_24
MGAT5B_donor_1	MGAT5B_7_101
MGAT5B_donor_1	MGAT5B_7_41
MGAT5B_donor_1	MGAT5B_7_53
MGAT5B_donor_1	MGAT5B_9_36
MGAT5B_donor_1	MGAT5B_13_81
MGAT5B_donor_1	MGAT5B_3_3
MGAT5B_donor_1	MGAT5B_6_17
MGAT5B_donor_1	MGAT5B_5_2
MTSS2_acceptor_1	MTSS2_8_2
MTSS2_acceptor_1	MTSS2_10_16
MTSS2_acceptor_1	MTSS2_10_81
MTSS2_acceptor_1	MTSS2_10_50
MTSS2_acceptor_1	MTSS2_1_20
MTSS2_acceptor_1	MTSS2_10_36
MTSS2_acceptor_1	MTSS2_1_36
MTSS2_acceptor_1	MTSS2_1_9
MTSS2_acceptor_1	MTSS2_2_1
MTSS2_acceptor_1	MTSS2_10_26
MTSS2_donor_1	MTSS2_1_30
MTSS2_donor_1	MTSS2_4_9
MTSS2_donor_1	MTSS2_1_8
MTSS2_donor_1	MTSS2_10_27
MTSS2_donor_1	MTSS2_10_74
MTSS2_donor_1	MTSS2_10_46
MTSS2_donor_1	MTSS2_10_14
MTSS2_donor_1	MTSS2_2_6
MTSS2_donor_1	MTSS2_10_3
MTSS2_donor_1	MTSS2_10_63
MVK_donor_1	MVK_3_48
MVK_donor_1	MVK_3_73
MVK_donor_1	MVK_1_2
MVK_donor_1	MVK_5_15
MVK_donor_1	MVK_4_1
MVK_donor_1	MVK_6_23
MVK_donor_1	MVK_2_2
MVK_donor_1	MVK_3_4
MVK_donor_1	MVK_5_5
MVK_donor_1	MVK_3_14
MYO18A_acceptor_1	MYO18A_29_66
MYO18A_acceptor_1	MYO18A_14_35
MYO18A_acceptor_1	MYO18A_29_42
MYO18A_acceptor_1	MYO18A_3_8
MYO18A_acceptor_1	MYO18A_1_31
MYO18A_acceptor_1	MYO18A_15_17
MYO18A_acceptor_1	MYO18A_29_103
MYO18A_acceptor_1	MYO18A_1_8
MYO18A_acceptor_1	MYO18A_19_8
MYO18A_acceptor_1	MYO18A_9_14
MYO18A_donor_1	MYO18A_14_26
MYO18A_donor_1	MYO18A_15_48
MYO18A_donor_1	MYO18A_3_34
MYO18A_donor_1	MYO18A_29_86
MYO18A_donor_1	MYO18A_29_179
MYO18A_donor_1	MYO18A_14_50
MYO18A_donor_1	MYO18A_1_54
MYO18A_donor_1	MYO18A_29_8
MYO18A_donor_1	MYO18A_30_16
MYO18A_donor_1	MYO18A_14_3
MYO9B_donor_1	MYO9B_7_16
MYO9B_donor_1	MYO9B_13_27
MYO9B_donor_1	MYO9B_11_9
MYO9B_donor_1	MYO9B_3_21
MYO9B_donor_1	MYO9B_12_15
MYO9B_donor_1	MYO9B_16_11
MYO9B_donor_1	MYO9B_10_29
MYO9B_donor_1	MYO9B_13_15
MYO9B_donor_1	MYO9B_5_63
MYO9B_donor_1	MYO9B_5_37
NADSYN1_donor_1	NADSYN1_9_83
NADSYN1_donor_1	NADSYN1_6_66
NADSYN1_donor_1	NADSYN1_3_5
NADSYN1_donor_1	NADSYN1_6_88
NADSYN1_donor_1	NADSYN1_6_40
NADSYN1_donor_1	NADSYN1_13_3
NADSYN1_donor_1	NADSYN1_5_3
NADSYN1_donor_1	NADSYN1_9_69
NADSYN1_donor_1	NADSYN1_1_25
NADSYN1_donor_1	NADSYN1_9_45
NAV1_acceptor_1	NAV1_1_192
NAV1_acceptor_1	NAV1_21_30
NAV1_acceptor_1	NAV1_21_386
NAV1_acceptor_1	NAV1_21_172
NAV1_acceptor_1	NAV1_1_662
NAV1_acceptor_1	NAV1_1_5
NAV1_acceptor_1	NAV1_1_427
NAV1_acceptor_1	NAV1_1_505
NAV1_acceptor_1	NAV1_21_184
NAV1_acceptor_1	NAV1_1_520
NAV1_donor_1	NAV1_21_249
NAV1_donor_1	NAV1_21_212
NAV1_donor_1	NAV1_2_95
NAV1_donor_1	NAV1_2_5
NAV1_donor_1	NAV1_21_20
NAV1_donor_1	NAV1_1_431
NAV1_donor_1	NAV1_1_259
NAV1_donor_1	NAV1_2_60
NAV1_donor_1	NAV1_21_526
NAV1_donor_1	NAV1_21_513
NFIX_acceptor_1	NFIX_6_12
NFIX_acceptor_1	NFIX_5_6
NFIX_acceptor_1	NFIX_7_51
NFIX_acceptor_1	NFIX_4_30
NFIX_acceptor_1	NFIX_6_31
NFIX_acceptor_1	NFIX_4_16
NFIX_acceptor_1	NFIX_4_45
NFIX_acceptor_1	NFIX_5_48
NFIX_acceptor_1	NFIX_7_21
NFIX_acceptor_1	NFIX_3_12
NFIX_donor_1	NFIX_6_22
NFIX_donor_1	NFIX_4_27
NFIX_donor_1	NFIX_3_1
NFIX_donor_1	NFIX_7_17
NFIX_donor_1	NFIX_5_3
NFIX_donor_1	NFIX_6_10
NFIX_donor_1	NFIX_5_19
NFIX_donor_1	NFIX_6_34
NFIX_donor_1	NFIX_7_53
NFIX_donor_1	NFIX_5_29
NFIX_donor_2	NFIX_4_24
NFIX_donor_2	NFIX_7_8
NFIX_donor_2	NFIX_6_13
NFIX_donor_2	NFIX_6_28
NFIX_donor_2	NFIX_5_27
NFIX_donor_2	NFIX_5_13
NFIX_donor_2	NFIX_7_62
NFIX_donor_2	NFIX_7_50
NFIX_donor_2	NFIX_7_24
NFIX_donor_2	NFIX_4_13
NSMCE4A_donor_1	NSMCE4A_5_12
NSMCE4A_donor_1	NSMCE4A_4_14
NSMCE4A_donor_1	NSMCE4A_4_40
NSMCE4A_donor_1	NSMCE4A_3_27
NSMCE4A_donor_1	NSMCE4A_1_27
NSMCE4A_donor_1	NSMCE4A_3_2
NSMCE4A_donor_1	NSMCE4A_2_11
NSMCE4A_donor_1	NSMCE4A_1_16
NSMCE4A_donor_1	NSMCE4A_4_50
NSMCE4A_donor_1	NSMCE4A_1_3
NUP188_acceptor_1	NUP188_28_4
NUP188_acceptor_1	NUP188_1_42
NUP188_acceptor_1	NUP188_6_99
NUP188_acceptor_1	NUP188_9_2
NUP188_acceptor_1	NUP188_1_8
NUP188_acceptor_1	NUP188_21_12
NUP188_acceptor_1	NUP188_6_9
NUP188_acceptor_1	NUP188_6_115
NUP188_acceptor_1	NUP188_6_36
NUP188_acceptor_1	NUP188_6_128
NUP188_donor_1	NUP188_10_11
NUP188_donor_1	NUP188_9_1
NUP188_donor_1	NUP188_9_12
NUP188_donor_1	NUP188_25_23
NUP188_donor_1	NUP188_1_56
NUP188_donor_1	NUP188_1_31
NUP188_donor_1	NUP188_1_3
NUP188_donor_1	NUP188_10_95
NUP188_donor_1	NUP188_6_8
NUP188_donor_1	NUP188_3_9
NUP188_donor_2	NUP188_25_12
NUP188_donor_2	NUP188_25_41
NUP188_donor_2	NUP188_28_12
NUP188_donor_2	NUP188_6_4
NUP188_donor_2	NUP188_10_15
NUP188_donor_2	NUP188_1_47
NUP188_donor_2	NUP188_10_29
NUP188_donor_2	NUP188_6_152
NUP188_donor_2	NUP188_3_4
NUP188_donor_2	NUP188_9_32
NYNRIN_acceptor_1	NYNRIN_2_149
NYNRIN_acceptor_1	NYNRIN_2_67
NYNRIN_acceptor_1	NYNRIN_2_95
NYNRIN_acceptor_1	NYNRIN_2_105
NYNRIN_acceptor_1	NYNRIN_2_36
NYNRIN_acceptor_1	NYNRIN_2_81
NYNRIN_acceptor_1	NYNRIN_2_17
NYNRIN_acceptor_1	NYNRIN_2_130
