cryptic_name,junc_cat,name,paste_into_igv_junction,new_cate
EHD2_donor_1,donor,EHD2_donor_3,chr19:47724741-47725812,Early
EHD2_donor_1,donor,EHD2_donor_1,chr19:47724741-47725812,Early
EHD2_donor_1,donor,EHD2_donor_9,chr19:47724741-47725812,Early
EHD2_donor_1,donor,EHD2_donor_8,chr19:47724741-47725812,Early
EHD2_donor_1,donor,EHD2_donor_4,chr19:47724741-47725812,Early
ELAVL3_acceptor_1,acceptor,ELAVL3_acceptor_7,chr19:11463662-11466172,Early
ELAVL3_acceptor_1,acceptor,ELAVL3_acceptor_3,chr19:11463662-11466172,Early
ELAVL3_acceptor_1,acceptor,ELAVL3_acceptor_6,chr19:11463662-11466172,Early
ELAVL3_acceptor_1,acceptor,ELAVL3_acceptor_5,chr19:11463662-11466172,Early
ELAVL3_acceptor_1,acceptor,ELAVL3_acceptor_2,chr19:11463662-11466172,Early
ELAVL3_donor_1,donor,ELAVL3_donor_2,chr19:11458611-11463496,Early
ELAVL3_donor_1,donor,ELAVL3_donor_6,chr19:11458611-11463496,Early
ELAVL3_donor_1,donor,ELAVL3_donor_5,chr19:11458611-11463496,Early
ELAVL3_donor_1,donor,ELAVL3_donor_4,chr19:11458611-11463496,Early
ELAVL3_donor_1,donor,ELAVL3_donor_3,chr19:11458611-11463496,Early
ENDOV_acceptor_1,acceptor,ENDOV_acceptor_12,chr17:80429831-80436133,Late
ENDOV_acceptor_1,acceptor,ENDOV_acceptor_5,chr17:80429831-80436133,Late
ENDOV_acceptor_1,acceptor,ENDOV_acceptor_19,chr17:80429831-80436133,Late
ENDOV_acceptor_1,acceptor,ENDOV_acceptor_4,chr17:80429831-80436133,Late
ENDOV_acceptor_1,acceptor,ENDOV_acceptor_17,chr17:80429831-80436133,Late
EPB41L4A_acceptor_1,acceptor,EPB41L4A_acceptor_20,chr5:112267284-112275326,Early
EPB41L4A_acceptor_1,acceptor,EPB41L4A_acceptor_21,chr5:112267284-112275326,Early
EPB41L4A_acceptor_1,acceptor,EPB41L4A_acceptor_12,chr5:112267284-112275326,Early
EPB41L4A_acceptor_1,acceptor,EPB41L4A_acceptor_19,chr5:112267284-112275326,Early
EPB41L4A_acceptor_1,acceptor,EPB41L4A_acceptor_3,chr5:112267284-112275326,Early
EPB41L4A_donor_1,donor,EPB41L4A_donor_12,chr5:112266330-112267210,Early
EPB41L4A_donor_1,donor,EPB41L4A_donor_5,chr5:112266330-112267210,Early
EPB41L4A_donor_1,donor,EPB41L4A_donor_9,chr5:112266330-112267210,Early
EPB41L4A_donor_1,donor,EPB41L4A_donor_17,chr5:112266330-112267210,Early
EPB41L4A_donor_1,donor,EPB41L4A_donor_10,chr5:112266330-112267210,Early
FAM114A2_acceptor_1,acceptor,FAM114A2_acceptor_3,chr5:154037455-154038388,Early
FAM114A2_acceptor_2,acceptor,FAM114A2_acceptor_3,chr5:154037455-154038293,Early
FAM114A2_acceptor_1,acceptor,FAM114A2_acceptor_15,chr5:154037455-154038388,Early
FAM114A2_acceptor_2,acceptor,FAM114A2_acceptor_6,chr5:154037455-154038293,Early
FAM114A2_acceptor_2,acceptor,FAM114A2_acceptor_7,chr5:154037455-154038293,Early
FANCL_acceptor_1,acceptor,FANCL_acceptor_40,chr2:58217434-58221942,Late
FANCL_acceptor_1,acceptor,FANCL_acceptor_27,chr2:58217434-58221942,Late
FANCL_acceptor_1,acceptor,FANCL_acceptor_13,chr2:58217434-58221942,Late
FANCL_acceptor_1,acceptor,FANCL_acceptor_4,chr2:58217434-58221942,Late
FANCL_acceptor_1,acceptor,FANCL_acceptor_19,chr2:58217434-58221942,Late
FEZ1_donor_1,donor,FEZ1_donor_2,chr11:125489822-125495836,Intermediate
FEZ1_donor_1,donor,FEZ1_donor_9,chr11:125489822-125495836,Intermediate
FEZ1_donor_1,donor,FEZ1_donor_7,chr11:125489822-125495836,Intermediate
FEZ1_donor_1,donor,FEZ1_donor_4,chr11:125489822-125495836,Intermediate
FEZ1_donor_1,donor,FEZ1_donor_13,chr11:125489822-125495836,Intermediate
FGFR4_acceptor_1,acceptor,FGFR4_acceptor_6,chr5:177089693-177089858,Early
FGFR4_acceptor_1,acceptor,FGFR4_acceptor_20,chr5:177089693-177089858,Early
FGFR4_acceptor_1,acceptor,FGFR4_acceptor_10,chr5:177089693-177089858,Early
FGFR4_acceptor_1,acceptor,FGFR4_acceptor_16,chr5:177089693-177089858,Early
FGFR4_acceptor_1,acceptor,FGFR4_acceptor_9,chr5:177089693-177089858,Early
FGFR4_donor_1,donor,FGFR4_donor_17,chr5:177089940-177090390,Early
FGFR4_donor_1,donor,FGFR4_donor_27,chr5:177089940-177090390,Early
FGFR4_donor_1,donor,FGFR4_donor_16,chr5:177089940-177090390,Early
FGFR4_donor_1,donor,FGFR4_donor_26,chr5:177089940-177090390,Early
FGFR4_donor_1,donor,FGFR4_donor_11,chr5:177089940-177090390,Early
G2E3_acceptor_1,acceptor,G2E3_acceptor_13,chr14:30559272-30563746,Late
G2E3_acceptor_1,acceptor,G2E3_acceptor_6,chr14:30559272-30563746,Late
G2E3_acceptor_1,acceptor,G2E3_acceptor_14,chr14:30559272-30563746,Late
G2E3_acceptor_1,acceptor,G2E3_acceptor_12,chr14:30559272-30563746,Late
G2E3_acceptor_1,acceptor,G2E3_acceptor_3,chr14:30559272-30563746,Late
GATA4_donor_1,donor,GATA4_donor_2,chr8:11698411-11700508,Early
GATA4_donor_1,donor,GATA4_donor_7,chr8:11698411-11700508,Early
GATA4_donor_1,donor,GATA4_donor_1,chr8:11698411-11700508,Early
GATA4_donor_1,donor,GATA4_donor_5,chr8:11698411-11700508,Early
GATA4_donor_1,donor,GATA4_donor_4,chr8:11698411-11700508,Early
GIT2_donor_1,donor,GIT2_donor_17,chr12:109939247-109942842,Early
GIT2_donor_1,donor,GIT2_donor_1,chr12:109939247-109942842,Early
GIT2_donor_1,donor,GIT2_donor_2,chr12:109939247-109942842,Early
GIT2_donor_1,donor,GIT2_donor_3,chr12:109939247-109942842,Early
GIT2_donor_1,donor,GIT2_donor_26,chr12:109939247-109942842,Early
GNB1L_acceptor_1,acceptor,GNB1L_acceptor_8,chr22:19824077-19854443,Intermediate
GNB1L_acceptor_1,acceptor,GNB1L_acceptor_3,chr22:19824077-19854443,Intermediate
GNB1L_acceptor_1,acceptor,GNB1L_acceptor_2,chr22:19824077-19854443,Intermediate
GNB1L_acceptor_1,acceptor,GNB1L_acceptor_1,chr22:19824077-19854443,Intermediate
GNB1L_acceptor_1,acceptor,GNB1L_acceptor_4,chr22:19824077-19854443,Intermediate
GNB1L_donor_1,donor,GNB1L_donor_2,chr22:19821375-19823987,Intermediate
GNB1L_donor_1,donor,GNB1L_donor_3,chr22:19821375-19823987,Intermediate
GNB1L_donor_1,donor,GNB1L_donor_1,chr22:19821375-19823987,Intermediate
GNB1L_donor_1,donor,GNB1L_donor_7,chr22:19821375-19823987,Intermediate
GNB1L_donor_1,donor,GNB1L_donor_11,chr22:19821375-19823987,Intermediate
GNG8_donor_1,donor,GNG8_donor_4,chr19:46634725-46636050,Early
GNG8_donor_1,donor,GNG8_donor_3,chr19:46634725-46636050,Early
GNG8_donor_1,donor,GNG8_donor_2,chr19:46634725-46636050,Early
GNG8_donor_1,donor,GNG8_donor_1,chr19:46634725-46636050,Early
GPSM2_acceptor_1,acceptor,GPSM2_acceptor_20,chr1:108885578-108896317,Early
GPSM2_acceptor_1,acceptor,GPSM2_acceptor_22,chr1:108885578-108896317,Early
GPSM2_acceptor_1,acceptor,GPSM2_acceptor_29,chr1:108885578-108896317,Early
GPSM2_acceptor_1,acceptor,GPSM2_acceptor_21,chr1:108885578-108896317,Early
GPSM2_acceptor_1,acceptor,GPSM2_acceptor_5,chr1:108885578-108896317,Early
GPSM2_donor_1,donor,GPSM2_donor_20,chr1:108896431-108896864,Early
GPSM2_donor_1,donor,GPSM2_donor_11,chr1:108896431-108896864,Early
GPSM2_donor_1,donor,GPSM2_donor_8,chr1:108896431-108896864,Early
GPSM2_donor_1,donor,GPSM2_donor_15,chr1:108896431-108896864,Early
GPSM2_donor_1,donor,GPSM2_donor_6,chr1:108896431-108896864,Early
GPT2_donor_1,donor,GPT2_donor_9,chr16:46900883-46906842,Early
GPT2_donor_1,donor,GPT2_donor_12,chr16:46900883-46906842,Early
GPT2_donor_1,donor,GPT2_donor_1,chr16:46900883-46906842,Early
GPT2_donor_1,donor,GPT2_donor_2,chr16:46900883-46906842,Early
GPT2_donor_1,donor,GPT2_donor_16,chr16:46900883-46906842,Early
GPX7_donor_1,donor,GPX7_donor_2,chr1:52606260-52606684,Late
GPX7_donor_1,donor,GPX7_donor_1,chr1:52606260-52606684,Late
GRAMD1A_acceptor_1,acceptor,GRAMD1A_acceptor_3,chr19:35000486-35001098,Early
GRAMD1A_acceptor_1,acceptor,GRAMD1A_acceptor_8,chr19:35000486-35001098,Early
GRAMD1A_acceptor_1,acceptor,GRAMD1A_acceptor_13,chr19:35000486-35001098,Early
GRAMD1A_acceptor_1,acceptor,GRAMD1A_acceptor_15,chr19:35000486-35001098,Early
GRAMD1A_acceptor_1,acceptor,GRAMD1A_acceptor_23,chr19:35000486-35001098,Early
GRIA2_donor_1,donor,GRIA2_donor_20,chr4:157220725-157221667,Early
GRIA2_donor_1,donor,GRIA2_donor_32,chr4:157220725-157221667,Early
GRIA2_donor_1,donor,GRIA2_donor_47,chr4:157220725-157221667,Early
GRIA2_donor_1,donor,GRIA2_donor_41,chr4:157220725-157221667,Early
GRIA2_donor_1,donor,GRIA2_donor_51,chr4:157220725-157221667,Early
GSTM2_donor_1,donor,GSTM2_donor_14,chr1:109670234-109671287,Intermediate
GSTM2_donor_1,donor,GSTM2_donor_20,chr1:109670234-109671287,Intermediate
GSTM2_donor_1,donor,GSTM2_donor_5,chr1:109670234-109671287,Intermediate
GSTM2_donor_1,donor,GSTM2_donor_2,chr1:109670234-109671287,Intermediate
GSTM2_donor_1,donor,GSTM2_donor_11,chr1:109670234-109671287,Intermediate
HAUS2_acceptor_1,acceptor,HAUS2_acceptor_7,chr15:42563857-42565446,Intermediate
HAUS2_acceptor_1,acceptor,HAUS2_acceptor_5,chr15:42563857-42565446,Intermediate
HAUS2_acceptor_1,acceptor,HAUS2_acceptor_6,chr15:42563857-42565446,Intermediate
HAUS2_acceptor_1,acceptor,HAUS2_acceptor_2,chr15:42563857-42565446,Intermediate
HAUS2_acceptor_1,acceptor,HAUS2_acceptor_1,chr15:42563857-42565446,Intermediate
HAUS2_donor_1,donor,HAUS2_donor_3,chr15:42565880-42566607,Intermediate
HAUS2_donor_1,donor,HAUS2_donor_1,chr15:42565880-42566607,Intermediate
HAUS2_donor_1,donor,HAUS2_donor_4,chr15:42565880-42566607,Intermediate
HAUS2_donor_1,donor,HAUS2_donor_5,chr15:42565880-42566607,Intermediate
HAUS2_donor_1,donor,HAUS2_donor_2,chr15:42565880-42566607,Intermediate
HDGFL2_acceptor_1,acceptor,HDGFL2_acceptor_8,chr19:4491835-4492015,Early
HDGFL2_acceptor_1,acceptor,HDGFL2_acceptor_4,chr19:4491835-4492015,Early
HDGFL2_acceptor_1,acceptor,HDGFL2_acceptor_10,chr19:4491835-4492015,Early
HDGFL2_acceptor_1,acceptor,HDGFL2_acceptor_16,chr19:4491835-4492015,Early
HDGFL2_acceptor_1,acceptor,HDGFL2_acceptor_9,chr19:4491835-4492015,Early
HDGFL2_donor_1,donor,HDGFL2_donor_7,chr19:4492152-4493703,Early
HDGFL2_donor_1,donor,HDGFL2_donor_12,chr19:4492152-4493703,Early
HDGFL2_donor_1,donor,HDGFL2_donor_3,chr19:4492152-4493703,Early
HDGFL2_donor_1,donor,HDGFL2_donor_6,chr19:4492152-4493703,Early
HDGFL2_donor_1,donor,HDGFL2_donor_5,chr19:4492152-4493703,Early
HS6ST3_acceptor_1,acceptor,HS6ST3_acceptor_2,chr13:96091569-96095910,Early
HS6ST3_acceptor_1,acceptor,HS6ST3_acceptor_1,chr13:96091569-96095910,Early
IFT122_acceptor_1,acceptor,IFT122_acceptor_50,chr3:129483682-129483926,Intermediate
IFT122_acceptor_1,acceptor,IFT122_acceptor_60,chr3:129483682-129483926,Intermediate
IFT122_acceptor_1,acceptor,IFT122_acceptor_29,chr3:129483682-129483926,Intermediate
IFT122_acceptor_1,acceptor,IFT122_acceptor_3,chr3:129483682-129483926,Intermediate
IFT122_acceptor_1,acceptor,IFT122_acceptor_16,chr3:129483682-129483926,Intermediate
IFT122_donor_1,donor,IFT122_donor_36,chr3:129484024-129488257,Intermediate
IFT122_donor_1,donor,IFT122_donor_44,chr3:129484024-129488257,Intermediate
IFT122_donor_1,donor,IFT122_donor_9,chr3:129484024-129488257,Intermediate
IFT122_donor_1,donor,IFT122_donor_57,chr3:129484024-129488257,Intermediate
IFT122_donor_1,donor,IFT122_donor_37,chr3:129484024-129488257,Intermediate
IGFBP7-AS1_acceptor_1,acceptor,IGFBP7-AS1_acceptor_3,chr4:57201820-57203508,Intermediate
IGFBP7-AS1_acceptor_1,acceptor,IGFBP7-AS1_acceptor_6,chr4:57201820-57203508,Intermediate
IGFBP7-AS1_acceptor_1,acceptor,IGFBP7-AS1_acceptor_5,chr4:57201820-57203508,Intermediate
IGFBP7-AS1_acceptor_1,acceptor,IGFBP7-AS1_acceptor_7,chr4:57201820-57203508,Intermediate
IGFBP7-AS1_acceptor_1,acceptor,IGFBP7-AS1_acceptor_2,chr4:57201820-57203508,Intermediate
IGFBP7-AS1_donor_1,donor,IGFBP7-AS1_donor_8,chr4:57203595-57204478,Intermediate
IGFBP7-AS1_donor_1,donor,IGFBP7-AS1_donor_7,chr4:57203595-57204478,Intermediate
IGFBP7-AS1_donor_1,donor,IGFBP7-AS1_donor_4,chr4:57203595-57204478,Intermediate
IGFBP7-AS1_donor_1,donor,IGFBP7-AS1_donor_1,chr4:57203595-57204478,Intermediate
IGFBP7-AS1_donor_1,donor,IGFBP7-AS1_donor_2,chr4:57203595-57204478,Intermediate
IGLON5_donor_1,donor,IGLON5_donor_5,chr19:51320670-51322064,Early
IGLON5_donor_1,donor,IGLON5_donor_3,chr19:51320670-51322064,Early
IGLON5_donor_1,donor,IGLON5_donor_1,chr19:51320670-51322064,Early
IGLON5_donor_1,donor,IGLON5_donor_6,chr19:51320670-51322064,Early
IGLON5_donor_1,donor,IGLON5_donor_4,chr19:51320670-51322064,Early
INPP1_acceptor_1,acceptor,INPP1_acceptor_17,chr2:190362687-190365113,Late
INPP1_acceptor_1,acceptor,INPP1_acceptor_6,chr2:190362687-190365113,Late
INPP1_acceptor_1,acceptor,INPP1_acceptor_9,chr2:190362687-190365113,Late
INPP1_acceptor_1,acceptor,INPP1_acceptor_1,chr2:190362687-190365113,Late
INPP1_acceptor_1,acceptor,INPP1_acceptor_10,chr2:190362687-190365113,Late
INSR_acceptor_1,acceptor,INSR_acceptor_21,chr19:7169831-7170537,Early
INSR_acceptor_1,acceptor,INSR_acceptor_8,chr19:7169831-7170537,Early
INSR_acceptor_1,acceptor,INSR_acceptor_12,chr19:7169831-7170537,Early
INSR_acceptor_1,acceptor,INSR_acceptor_1,chr19:7169831-7170537,Early
INSR_acceptor_1,acceptor,INSR_acceptor_17,chr19:7169831-7170537,Early
IQCE_acceptor_1,acceptor,IQCE_acceptor_25,chr7:2559217-2564878,Intermediate
IQCE_acceptor_1,acceptor,IQCE_acceptor_12,chr7:2559217-2564878,Intermediate
IQCE_acceptor_1,acceptor,IQCE_acceptor_7,chr7:2559217-2564878,Intermediate
IQCE_acceptor_1,acceptor,IQCE_acceptor_16,chr7:2559217-2564878,Intermediate
IQCE_acceptor_1,acceptor,IQCE_acceptor_22,chr7:2559217-2564878,Intermediate
IQCE_donor_1,donor,IQCE_donor_21,chr7:2565071-2567116,Intermediate
IQCE_donor_1,donor,IQCE_donor_7,chr7:2565071-2567116,Intermediate
IQCE_donor_1,donor,IQCE_donor_23,chr7:2565071-2567116,Intermediate
IQCE_donor_1,donor,IQCE_donor_12,chr7:2565071-2567116,Intermediate
IQCE_donor_1,donor,IQCE_donor_10,chr7:2565071-2567116,Intermediate
IRAK4_acceptor_1,acceptor,IRAK4_acceptor_9,chr12:43759016-43760925,Early
IRAK4_acceptor_1,acceptor,IRAK4_acceptor_12,chr12:43759016-43760925,Early
IRAK4_acceptor_1,acceptor,IRAK4_acceptor_8,chr12:43759016-43760925,Early
IRAK4_acceptor_1,acceptor,IRAK4_acceptor_10,chr12:43759016-43760925,Early
IRAK4_acceptor_1,acceptor,IRAK4_acceptor_7,chr12:43759016-43760925,Early
ISLR2_donor_1,donor,ISLR2_donor_2,chr15:74130665-74131207,Early
ISLR2_donor_1,donor,ISLR2_donor_3,chr15:74130665-74131207,Early
ISLR2_donor_1,donor,ISLR2_donor_16,chr15:74130665-74131207,Early
ISLR2_donor_1,donor,ISLR2_donor_8,chr15:74130665-74131207,Early
ISLR2_donor_1,donor,ISLR2_donor_5,chr15:74130665-74131207,Early
KCTD15_acceptor_2,acceptor,KCTD15_acceptor_3,chr19:33799718-33800138,Intermediate
KCTD15_acceptor_2,acceptor,KCTD15_acceptor_9,chr19:33799718-33800138,Intermediate
KCTD15_acceptor_1,acceptor,KCTD15_acceptor_14,chr19:33799719-33800137,Early
KCTD15_acceptor_2,acceptor,KCTD15_acceptor_5,chr19:33799718-33800138,Intermediate
KCTD15_acceptor_1,acceptor,KCTD15_acceptor_12,chr19:33799719-33800137,Early
KCTD15_donor_1,donor,KCTD15_donor_1,chr19:33798390-33798668,Late
KCTD15_donor_2,donor,KCTD15_donor_8,chr19:33800186-33800428,Intermediate
KCTD15_donor_2,donor,KCTD15_donor_13,chr19:33800186-33800428,Intermediate
KCTD15_donor_2,donor,KCTD15_donor_18,chr19:33800186-33800428,Intermediate
KCTD15_donor_1,donor,KCTD15_donor_8,chr19:33798390-33798668,Late
KDM1B_acceptor_1,acceptor,KDM1B_acceptor_16,chr6:18213782-18214505,Early
KDM1B_acceptor_1,acceptor,KDM1B_acceptor_22,chr6:18213782-18214505,Early
KDM1B_acceptor_1,acceptor,KDM1B_acceptor_9,chr6:18213782-18214505,Early
KDM1B_acceptor_1,acceptor,KDM1B_acceptor_3,chr6:18213782-18214505,Early
KDM1B_acceptor_1,acceptor,KDM1B_acceptor_6,chr6:18213782-18214505,Early
KDM1B_donor_1,donor,KDM1B_donor_20,chr6:18214679-18215006,Early
KDM1B_donor_1,donor,KDM1B_donor_22,chr6:18214679-18215006,Early
KDM1B_donor_1,donor,KDM1B_donor_12,chr6:18214679-18215006,Early
KDM1B_donor_1,donor,KDM1B_donor_8,chr6:18214679-18215006,Early
KDM1B_donor_1,donor,KDM1B_donor_6,chr6:18214679-18215006,Early
KIAA0753_acceptor_1,acceptor,KIAA0753_acceptor_4,chr17:6580975-6589779,Intermediate
KIAA0753_acceptor_1,acceptor,KIAA0753_acceptor_5,chr17:6580975-6589779,Intermediate
KIAA0753_acceptor_1,acceptor,KIAA0753_acceptor_2,chr17:6580975-6589779,Intermediate
KIAA0753_acceptor_1,acceptor,KIAA0753_acceptor_3,chr17:6580975-6589779,Intermediate
KIAA0753_acceptor_1,acceptor,KIAA0753_acceptor_6,chr17:6580975-6589779,Intermediate
KIAA0753_donor_1,donor,KIAA0753_donor_8,chr17:6579864-6580932,Intermediate
KIAA0753_donor_1,donor,KIAA0753_donor_2,chr17:6579864-6580932,Intermediate
KIAA0753_donor_1,donor,KIAA0753_donor_11,chr17:6579864-6580932,Intermediate
KIAA0753_donor_1,donor,KIAA0753_donor_19,chr17:6579864-6580932,Intermediate
KIAA0753_donor_1,donor,KIAA0753_donor_3,chr17:6579864-6580932,Intermediate
KIF21A_donor_1,donor,KIF21A_donor_5,chr12:39370261-39386971,Late
KIF21A_donor_1,donor,KIF21A_donor_10,chr12:39370261-39386971,Late
KIF21A_donor_1,donor,KIF21A_donor_13,chr12:39370261-39386971,Late
KIF21A_donor_1,donor,KIF21A_donor_19,chr12:39370261-39386971,Late
KIF21A_donor_1,donor,KIF21A_donor_23,chr12:39370261-39386971,Late
KLHL35_donor_1,donor,KLHL35_donor_1,chr11:75425581-75426483,Early
KLHL35_donor_1,donor,KLHL35_donor_5,chr11:75425581-75426483,Early
KLHL35_donor_1,donor,KLHL35_donor_6,chr11:75425581-75426483,Early
KLHL35_donor_1,donor,KLHL35_donor_2,chr11:75425581-75426483,Early
KLHL35_donor_1,donor,KLHL35_donor_8,chr11:75425581-75426483,Early
LHFPL2_acceptor_1,acceptor,LHFPL2_acceptor_4,chr5:78647574-78648499,Intermediate
LHFPL2_acceptor_1,acceptor,LHFPL2_acceptor_7,chr5:78647574-78648499,Intermediate
LHFPL2_acceptor_1,acceptor,LHFPL2_acceptor_3,chr5:78647574-78648499,Intermediate
LHFPL2_acceptor_1,acceptor,LHFPL2_acceptor_5,chr5:78647574-78648499,Intermediate
LHFPL2_acceptor_1,acceptor,LHFPL2_acceptor_2,chr5:78647574-78648499,Intermediate
LINC02245_acceptor_1,acceptor,LINC02245_acceptor_1,chr2:65051337-65055915,Early
LINC02245_acceptor_1,acceptor,LINC02245_acceptor_3,chr2:65051337-65055915,Early
LINC02245_acceptor_1,acceptor,LINC02245_acceptor_2,chr2:65051337-65055915,Early
LINC02245_donor_1,donor,LINC02245_donor_2,chr2:65048212-65051279,Early
LINC02245_donor_1,donor,LINC02245_donor_5,chr2:65048212-65051279,Early
LINC02245_donor_1,donor,LINC02245_donor_1,chr2:65048212-65051279,Early
LINC02245_donor_1,donor,LINC02245_donor_3,chr2:65048212-65051279,Early
LINC02245_donor_1,donor,LINC02245_donor_4,chr2:65048212-65051279,Early
LMF1_donor_1,donor,LMF1_donor_1,chr16:911079-933991,Late
LMF1_donor_1,donor,LMF1_donor_23,chr16:911079-933991,Late
LMF1_donor_1,donor,LMF1_donor_3,chr16:911079-933991,Late
LMF1_donor_1,donor,LMF1_donor_18,chr16:911079-933991,Late
LMF1_donor_1,donor,LMF1_donor_7,chr16:911079-933991,Late
LRP8_donor_1,donor,LRP8_donor_29,chr1:53271346-53274643,Early
LRP8_donor_1,donor,LRP8_donor_38,chr1:53271346-53274643,Early
LRP8_donor_1,donor,LRP8_donor_23,chr1:53271346-53274643,Early
LRP8_donor_1,donor,LRP8_donor_22,chr1:53271346-53274643,Early
LRP8_donor_1,donor,LRP8_donor_7,chr1:53271346-53274643,Early
MADD_donor_1,donor,MADD_donor_29,chr11:47325032-47326544,Early
MADD_donor_2,donor,MADD_donor_45,chr11:47325032-47326738,Early
MADD_donor_2,donor,MADD_donor_33,chr11:47325032-47326738,Early
MADD_donor_2,donor,MADD_donor_11,chr11:47325032-47326738,Early
MADD_donor_2,donor,MADD_donor_44,chr11:47325032-47326738,Early
MAPK9_acceptor_1,acceptor,MAPK9_acceptor_1,chr5:180287067-180291848,Early
MAPK9_acceptor_1,acceptor,MAPK9_acceptor_5,chr5:180287067-180291848,Early
MAPK9_acceptor_1,acceptor,MAPK9_acceptor_2,chr5:180287067-180291848,Early
MAPK9_acceptor_1,acceptor,MAPK9_acceptor_6,chr5:180287067-180291848,Early
MAPK9_acceptor_1,acceptor,MAPK9_acceptor_12,chr5:180287067-180291848,Early
MED13L_acceptor_1,acceptor,MED13L_acceptor_8,chr12:116054357-116096669,Intermediate
MED13L_acceptor_1,acceptor,MED13L_acceptor_17,chr12:116054357-116096669,Intermediate
MED13L_acceptor_1,acceptor,MED13L_acceptor_21,chr12:116054357-116096669,Intermediate
MED13L_acceptor_1,acceptor,MED13L_acceptor_19,chr12:116054357-116096669,Intermediate
MED13L_acceptor_1,acceptor,MED13L_acceptor_18,chr12:116054357-116096669,Intermediate
MED13L_donor_1,donor,MED13L_donor_6,chr12:116022601-116054245,Intermediate
MED13L_donor_1,donor,MED13L_donor_4,chr12:116022601-116054245,Intermediate
MED13L_donor_1,donor,MED13L_donor_22,chr12:116022601-116054245,Intermediate
MED13L_donor_1,donor,MED13L_donor_1,chr12:116022601-116054245,Intermediate
MED13L_donor_1,donor,MED13L_donor_33,chr12:116022601-116054245,Intermediate
MEIS2_donor_1,donor,MEIS2_donor_10,chr15:37096430-37097934,Intermediate
MEIS2_donor_1,donor,MEIS2_donor_31,chr15:37096430-37097934,Intermediate
MEIS2_donor_1,donor,MEIS2_donor_16,chr15:37096430-37097934,Intermediate
MEIS2_donor_1,donor,MEIS2_donor_26,chr15:37096430-37097934,Intermediate
MEIS2_donor_1,donor,MEIS2_donor_6,chr15:37096430-37097934,Intermediate
METTL8_donor_1,donor,METTL8_donor_16,chr2:171392197-171433026,Early
METTL8_donor_1,donor,METTL8_donor_11,chr2:171392197-171433026,Early
METTL8_donor_1,donor,METTL8_donor_4,chr2:171392197-171433026,Early
METTL8_donor_1,donor,METTL8_donor_21,chr2:171392197-171433026,Early
METTL8_donor_1,donor,METTL8_donor_1,chr2:171392197-171433026,Early
MGAT1_donor_1,donor,MGAT1_donor_12,chr5:180809076-180809795,Intermediate
MGAT1_donor_1,donor,MGAT1_donor_10,chr5:180809076-180809795,Intermediate
MGAT1_donor_1,donor,MGAT1_donor_14,chr5:180809076-180809795,Intermediate
MGAT1_donor_1,donor,MGAT1_donor_4,chr5:180809076-180809795,Intermediate
MGAT1_donor_1,donor,MGAT1_donor_17,chr5:180809076-180809795,Intermediate
MGAT5B_acceptor_1,acceptor,MGAT5B_acceptor_14,chr17:76933297-76937229,Early
MGAT5B_acceptor_1,acceptor,MGAT5B_acceptor_9,chr17:76933297-76937229,Early
MGAT5B_acceptor_1,acceptor,MGAT5B_acceptor_3,chr17:76933297-76937229,Early
MGAT5B_acceptor_1,acceptor,MGAT5B_acceptor_8,chr17:76933297-76937229,Early
MGAT5B_acceptor_1,acceptor,MGAT5B_acceptor_16,chr17:76933297-76937229,Early
MGAT5B_donor_1,donor,MGAT5B_donor_17,chr17:76937368-76937988,Early
MGAT5B_donor_1,donor,MGAT5B_donor_19,chr17:76937368-76937988,Early
MGAT5B_donor_1,donor,MGAT5B_donor_15,chr17:76937368-76937988,Early
MGAT5B_donor_1,donor,MGAT5B_donor_7,chr17:76937368-76937988,Early
MGAT5B_donor_1,donor,MGAT5B_donor_5,chr17:76937368-76937988,Early
MTSS2_acceptor_1,acceptor,MTSS2_acceptor_7,chr16:70669046-70674306,Intermediate
MTSS2_acceptor_1,acceptor,MTSS2_acceptor_5,chr16:70669046-70674306,Intermediate
MTSS2_acceptor_1,acceptor,MTSS2_acceptor_12,chr16:70669046-70674306,Intermediate
MTSS2_acceptor_1,acceptor,MTSS2_acceptor_11,chr16:70669046-70674306,Intermediate
MTSS2_acceptor_1,acceptor,MTSS2_acceptor_8,chr16:70669046-70674306,Intermediate
MTSS2_donor_1,donor,MTSS2_donor_8,chr16:70666396-70668999,Intermediate
MTSS2_donor_1,donor,MTSS2_donor_12,chr16:70666396-70668999,Intermediate
MTSS2_donor_1,donor,MTSS2_donor_1,chr16:70666396-70668999,Intermediate
MTSS2_donor_1,donor,MTSS2_donor_9,chr16:70666396-70668999,Intermediate
MTSS2_donor_1,donor,MTSS2_donor_4,chr16:70666396-70668999,Intermediate
MVK_donor_1,donor,MVK_donor_21,chr12:109594903-109595028,Late
MVK_donor_1,donor,MVK_donor_16,chr12:109594903-109595028,Late
MVK_donor_1,donor,MVK_donor_10,chr12:109594903-109595028,Late
MVK_donor_1,donor,MVK_donor_7,chr12:109594903-109595028,Late
MVK_donor_1,donor,MVK_donor_5,chr12:109594903-109595028,Late
MYO18A_acceptor_1,acceptor,MYO18A_acceptor_17,chr17:29131442-29165942,Intermediate
MYO18A_acceptor_1,acceptor,MYO18A_acceptor_27,chr17:29131442-29165942,Intermediate
MYO18A_acceptor_1,acceptor,MYO18A_acceptor_44,chr17:29131442-29165942,Intermediate
