paste_into_igv_junction,auc,avg_fpr,avg_tpr,fpr_value,tpr_value,group,value_not_path,value_tdp_path,n_samples_not_path,n_samples_tdp_path,frac_ob_not_path,frac_ob_tdp_path,gene_name
chr19:19146022-19146555,0.577087912087912,0.62251012145749,0.729022556390977,0.546153846153846,0.671428571428571,FTD frontal/temporal,54,28,130,70,0.415384615384615,0.4,"BORCS8-MEF2B,MEF2B"
chr2:42256630-42261121,0.577048352480747,0.451606008793356,0.525256472887152,0.426966292134832,0.550561797752809,Motor Cortex,86,428,89,445,0.966292134831461,0.961797752808989,EML4
chr12:50112301-50165026,0.577020202020202,0.420774767930023,0.495950328546268,0.30718954248366,0.461647727272727,Cord,136,658,153,704,0.888888888888889,0.934659090909091,ENSG00000272368
chr12:132813419-132821996,0.57701047847494,0.477654811185267,0.557545549266425,0.449438202247191,0.573033707865169,Motor Cortex,75,343,89,445,0.842696629213483,0.770786516853933,GOLGA3
chr3:62530812-62532871,0.576969139928699,0.443530717089499,0.518682725975879,0.379084967320261,0.522727272727273,Cord,153,698,153,704,1,0.991477272727273,CADPS
chr1:113614658-113618532,0.57696449792038,0.289095474702143,0.361786289323755,0.300653594771242,0.420454545454546,Cord,57,346,153,704,0.372549019607843,0.491477272727273,MAGI3
chr5:132824419-132825018,0.576922719845514,0.634325301419387,0.711910917760713,0.490196078431373,0.616477272727273,Cord,82,214,153,704,0.535947712418301,0.303977272727273,SHROOM1
chr4:70789592-70793765,0.576868131868132,0.314459224985541,0.413856068743287,0.330769230769231,0.371428571428571,FTD frontal/temporal,51,29,130,70,0.392307692307692,0.414285714285714,RUFY3
chr6:109447722-109448203,0.576867015745692,0.602427232642876,0.700351878327746,0.503267973856209,0.646306818181818,Cord,65,243,153,704,0.42483660130719,0.345170454545455,MICAL1
chr1:93180852-93183360,0.576851851851852,0.114478114478115,0.181818181818182,0.185185185185185,0.3,RiMOD,2,5,27,20,0.0740740740740741,0.25,CCDC18
chr16:89918047-89918851,0.576851851851852,0.194444444444444,0.3,0.222222222222222,0.4,RiMOD,1,4,27,20,0.037037037037037,0.2,MC1R
chr17:7445409-7446069,0.576851851851852,0.12037037037037,0.2375,0.148148148148148,0.3,RiMOD,2,3,27,20,0.0740740740740741,0.15,CHRNB1
chr22:23158979-23160879,0.576851851851852,0.308201058201058,0.394642857142857,0.296296296296296,0.45,RiMOD,12,11,27,20,0.444444444444444,0.55,RAB36
chr22:41343576-41346062,0.576851851851852,0.540360873694207,0.620512820512821,0.555555555555556,0.65,RiMOD,17,12,27,20,0.62962962962963,0.6,ZC3H7B
chr3:184314674-184317717,0.576851851851852,0.336700336700337,0.418181818181818,0.333333333333333,0.4,RiMOD,13,13,27,20,0.481481481481482,0.65,EIF4G1
chr9:98835366-98836972,0.576851851851852,0.296296296296296,0.392,0.481481481481482,0.55,RiMOD,10,12,27,20,0.37037037037037,0.6,GALNT12
chr3:49722147-49722596,0.576758241758242,0.677795400475813,0.776141384388807,0.515384615384615,0.657142857142857,FTD frontal/temporal,50,16,130,70,0.384615384615385,0.228571428571429,GMPPB
chr19:49524776-49525457,0.576732397504456,0.433303264808748,0.509403202729474,0.359477124183007,0.478693181818182,Cord,153,704,153,704,1,1,FCGRT
chr7:99562494-99563188,0.576676693404635,0.539484957528579,0.626736997786857,0.470588235294118,0.59375,Cord,107,393,153,704,0.699346405228758,0.558238636363636,ZNF655
chr14:75124223-75126905,0.576648351648352,0.35962984384037,0.442534908700322,0.407692307692308,0.5,FTD frontal/temporal,67,43,130,70,0.515384615384615,0.614285714285714,NEK9
chrX:48476396-48481426,0.576644199346405,0.501987736675426,0.582251640112465,0.509803921568627,0.600852272727273,Cord,126,510,153,704,0.823529411764706,0.724431818181818,FTSJ1
chr12:81299382-81312160,0.576602421271539,0.430803656085258,0.50389045190786,0.379084967320261,0.504261363636364,Cord,142,676,153,704,0.928104575163399,0.960227272727273,PPFIA2
chr1:13731117-13731567,0.576593406593407,0.231204644412192,0.353908355795148,0.384615384615385,0.514285714285714,FTD frontal/temporal,26,17,130,70,0.2,0.242857142857143,PRDM2
chr17:40178381-40181616,0.576593406593407,0.470737509912768,0.548011782032401,0.415384615384615,0.514285714285714,FTD frontal/temporal,130,70,130,70,1,1,RAPGEFL1
chr20:63408536-63413408,0.576593406593407,0.461200338123415,0.539089481946625,0.376923076923077,0.442857142857143,FTD frontal/temporal,122,69,130,70,0.938461538461539,0.985714285714286,KCNQ2
chr12:6678710-6678946,0.576500297088532,0.436336559940432,0.509325104286536,0.405228758169935,0.488636363636364,Cord,153,704,153,704,1,1,ZNF384
chr14:24094845-24096892,0.576373626373626,0.237296037296037,0.312987012987013,0.338461538461539,0.428571428571429,FTD frontal/temporal,37,25,130,70,0.284615384615385,0.357142857142857,PCK2
chr12:56601086-56601180,0.576318681318681,0.455491329479769,0.532204789430223,0.415384615384615,0.514285714285714,FTD frontal/temporal,115,69,130,70,0.884615384615385,0.985714285714286,BAZ2A
chr7:122044568-122047674,0.576318681318681,0.461113472163196,0.536858721389108,0.484615384615385,0.6,FTD frontal/temporal,128,69,130,70,0.984615384615385,0.985714285714286,PTPRZ1
chr18:13019206-13048859,0.576303497033203,0.284438526985776,0.371682795349743,0.314606741573034,0.431460674157303,Motor Cortex,31,204,89,445,0.348314606741573,0.458426966292135,CEP192
chr16:653803-655307,0.576153846153846,0.0784240150093809,0.166550522648084,0.169230769230769,0.314285714285714,FTD frontal/temporal,8,8,130,70,0.0615384615384615,0.114285714285714,WDR90
chr17:2365341-2367165,0.576153846153846,0.265811965811966,0.385225885225885,0.292307692307692,0.428571428571429,FTD frontal/temporal,41,26,130,70,0.315384615384615,0.371428571428571,SGSM2
chr17:36514548-36515858,0.576088877666961,0.628766033608432,0.700188923138113,0.460674157303371,0.626966292134831,Motor Cortex,41,140,89,445,0.460674157303371,0.314606741573034,MYO19
chr7:711527-727210,0.575975255649539,0.43333116840943,0.509220410902557,0.393258426966292,0.523595505617978,Motor Cortex,88,442,89,445,0.98876404494382,0.993258426966292,PRKAR1B
chr1:66926242-66928929,0.575925925925926,0.655692729766804,0.718518518518519,0.518518518518519,0.65,RiMOD,15,9,27,20,0.555555555555556,0.45,MIER1
chr1:94931985-94962979,0.575925925925926,0.358024691358025,0.446969696969697,0.407407407407407,0.55,RiMOD,13,15,27,20,0.481481481481482,0.75,CNN3-DT
chr12:22457161-22459492,0.575925925925926,0.0462962962962963,0.1625,0.111111111111111,0.25,RiMOD,2,4,27,20,0.0740740740740741,0.2,C2CD5
chr19:49866445-49866752,0.575925925925926,0.59837962962963,0.7171875,0.518518518518519,0.75,RiMOD,13,6,27,20,0.481481481481482,0.3,PNKP
chr19:12195143-12207332,0.575925925925926,0.694041867954911,0.793478260869565,0.592592592592593,0.65,RiMOD,9,4,27,20,0.333333333333333,0.2,CTD-2666L21.1
chr20:38421098-38426419,0.575925925925926,0.435465768799102,0.51969696969697,0.481481481481482,0.55,RiMOD,20,14,27,20,0.740740740740741,0.7,SNHG17
chr21:34073745-34142408,0.575925925925926,0.347089947089947,0.448571428571429,0.296296296296296,0.4,RiMOD,11,12,27,20,0.407407407407407,0.6,MRPS6
chr22:30663260-30663404,0.575925925925926,0.622770919067215,0.733333333333333,0.555555555555556,0.6,RiMOD,16,12,27,20,0.592592592592593,0.6,DUSP18
chr22:42599793-42602770,0.575925925925926,0.466988727858293,0.544565217391304,0.333333333333333,0.45,RiMOD,27,19,27,20,1,0.95,POLDIP3
chr3:50174350-50175096,0.575925925925926,0.382275132275132,0.457142857142857,0.37037037037037,0.45,RiMOD,15,15,27,20,0.555555555555556,0.75,SEMA3F
chr7:81950508-81957460,0.575925925925926,0.695987654320988,0.747916666666667,0.444444444444444,0.65,RiMOD,10,5,27,20,0.37037037037037,0.25,CACNA2D1
chr8:42326097-42330914,0.575925925925926,0.357671957671958,0.417142857142857,0.259259259259259,0.3,RiMOD,17,14,27,20,0.62962962962963,0.7,IKBKB
chrX:63724711-63754921,0.575925925925926,0.410185185185185,0.49,0.37037037037037,0.4,RiMOD,19,14,27,20,0.703703703703704,0.7,ARHGEF9
chr19:58086266-58087316,0.575879120879121,0.274761602034329,0.382526564344746,0.207692307692308,0.357142857142857,FTD frontal/temporal,57,35,130,70,0.438461538461539,0.5,ZSCAN18
chr17:27647118-27648836,0.575868983957219,0.392640112113854,0.466426335909931,0.352941176470588,0.428977272727273,Cord,100,591,153,704,0.65359477124183,0.839488636363636,LGALS9
chr17:42564577-42565227,0.575849008963515,0.570842298191091,0.671145111164236,0.539325842696629,0.692134831460674,Motor Cortex,49,203,89,445,0.550561797752809,0.456179775280899,COASY
chr19:53867943-53869690,0.575836384294912,0.258691965232139,0.345272418910324,0.325842696629214,0.420224719101124,Motor Cortex,25,172,89,445,0.280898876404494,0.386516853932584,MYADM
chr1:155200113-155200897,0.575827205882353,0.70729009552539,0.792642773892774,0.509803921568627,0.633522727272727,Cord,42,132,153,704,0.274509803921569,0.1875,THBS3
chr12:57625752-57625998,0.57582375962631,0.588389513108614,0.670661672908864,0.471910112359551,0.58876404494382,Motor Cortex,44,146,89,445,0.49438202247191,0.328089887640449,RP11-571M6.19
chr13:98846060-98848592,0.575769230769231,0.462211013030685,0.538329430132709,0.361538461538462,0.442857142857143,FTD frontal/temporal,119,67,130,70,0.915384615384615,0.957142857142857,DOCK9
chr2:174846957-174915058,0.575604395604396,0.435592515592516,0.5196138996139,0.253846153846154,0.457142857142857,FTD frontal/temporal,110,52,130,70,0.846153846153846,0.742857142857143,CHN1
chr2:40175281-40177752,0.575599747474748,0.352675487539189,0.426560767738359,0.359477124183007,0.457386363636364,Cord,82,461,153,704,0.535947712418301,0.654829545454545,SLC8A1
chr19:12658344-12661260,0.575571266254261,0.463601170805401,0.537783652786958,0.460674157303371,0.591011235955056,Motor Cortex,81,394,89,445,0.910112359550562,0.885393258426966,MAN2B1
chr15:75208876-75210749,0.575553327391563,0.434252450980392,0.506303267045455,0.470588235294118,0.590909090909091,Cord,141,663,153,704,0.92156862745098,0.941761363636364,C15orf39
chr9:89077903-89109048,0.575546016917056,0.651607903913212,0.731383184812088,0.50561797752809,0.62247191011236,Motor Cortex,37,127,89,445,0.415730337078652,0.285393258426966,SHC3
chr9:89418437-89455888,0.575506907308378,0.441649301632732,0.515554068210918,0.339869281045752,0.463068181818182,Cord,153,704,153,704,1,1,SEMA4D
chr16:4514664-4538325,0.575494505494506,0.474093264248705,0.549444855662472,0.507692307692308,0.571428571428571,FTD frontal/temporal,130,70,130,70,1,1,CDIP1
chr3:69310517-69311263,0.575494505494506,0.0956043956043956,0.216909620991254,0.2,0.342857142857143,FTD frontal/temporal,9,8,130,70,0.0692307692307692,0.114285714285714,FRMD4B
chr8:51899846-51946436,0.575494505494506,0.668157423971378,0.743521594684385,0.523076923076923,0.614285714285714,FTD frontal/temporal,64,27,130,70,0.492307692307692,0.385714285714286,RP11-110G21.1
chr11:64287946-64288340,0.575474413250149,0.615950824774354,0.689272186147186,0.535947712418301,0.600852272727273,Cord,70,247,153,704,0.457516339869281,0.350852272727273,GPR137
chr17:69271289-69273943,0.57543956043956,0.467132867132867,0.543290043290043,0.361538461538462,0.442857142857143,FTD frontal/temporal,121,64,130,70,0.930769230769231,0.914285714285714,ABCA5
chr1:155136951-155137561,0.575386215092097,0.437029392653748,0.508335825358852,0.372549019607843,0.484375,Cord,150,699,153,704,0.980392156862745,0.992897727272727,SLC50A1
chr1:43980614-43981109,0.575384615384615,0.619261053906723,0.710461192350956,0.569230769230769,0.714285714285714,FTD frontal/temporal,59,22,130,70,0.453846153846154,0.314285714285714,B4GALT2
chr11:33348228-33348522,0.575384615384615,0.457826475849732,0.535299003322259,0.415384615384615,0.542857142857143,FTD frontal/temporal,123,67,130,70,0.946153846153846,0.957142857142857,HIPK3
chr8:55773719-55785719,0.575384615384615,0.334116809116809,0.419973544973545,0.330769230769231,0.485714285714286,FTD frontal/temporal,68,47,130,70,0.523076923076923,0.671428571428571,TGS1
chr1:161099062-161099598,0.57532967032967,0.63991683991684,0.705534105534106,0.507692307692308,0.628571428571429,FTD frontal/temporal,69,25,130,70,0.530769230769231,0.357142857142857,KLHDC9
chr19:7168094-7169720,0.57532967032967,0.000641025641025639,0.0916666666666667,0.00769230769230767,0.157142857142857,FTD frontal/temporal,0,3,130,70,0,0.0428571428571429,INSR
chr19:53175571-53182884,0.57528873291741,0.430762527233116,0.504782196969697,0.379084967320261,0.473011363636364,Cord,147,693,153,704,0.96078431372549,0.984375,ZNF665
chr15:93045705-93072916,0.575274725274725,0.567873303167421,0.65452847805789,0.576923076923077,0.657142857142857,FTD frontal/temporal,82,36,130,70,0.630769230769231,0.514285714285714,RGMA
chr12:55686314-55687971,0.57521978021978,0.00128205128205128,0.0904761904761905,0.00769230769230767,0.157142857142857,FTD frontal/temporal,0,4,130,70,0,0.0571428571428571,ITGA7
chr15:20439197-20439322,0.575214460784314,0.553283244762079,0.631289825828377,0.509803921568627,0.59375,Cord,109,386,153,704,0.712418300653595,0.548295454545455,HERC2P3
chr12:131992230-132005077,0.575078904178765,0.0409781890284204,0.129610046265697,0.101123595505618,0.244943820224719,Motor Cortex,3,27,89,445,0.0337078651685393,0.0606741573033708,EP400
chr22:41689304-41690775,0.575054945054945,0.247368421052632,0.329887218045113,0.438461538461539,0.514285714285714,FTD frontal/temporal,31,24,130,70,0.238461538461538,0.342857142857143,C22orf46
chr11:71501426-71503090,0.575003156167151,0.770911360799001,0.829463171036205,0.528089887640449,0.678651685393258,Motor Cortex,17,60,89,445,0.191011235955056,0.134831460674157,NADSYN1
chr1:18281198-18291866,0.575,0,0.1,0,0.15,RiMOD,0,3,27,20,0,0.15,IGSF21
chr1:38860239-38913540,0.575,0.406172839506173,0.488333333333333,0.37037037037037,0.6,RiMOD,19,16,27,20,0.703703703703704,0.8,RP5-864K19.4
chr1:44704173-44723219,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,ARMH1
chr1:81942045-81942969,0.575,0.460082304526749,0.537777777777778,0.259259259259259,0.4,RiMOD,27,20,27,20,1,1,ADGRL2
chr1:40498295-40508589,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,RP11-656D10.3
chr10:102479201-102480536,0.575,0,0.125,0,0.15,RiMOD,0,2,27,20,0,0.1,ACTR1A
chr11:63764598-63765807,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,C11orf95
chr11:61469340-61472745,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,"ENSG00000256591,RP11-286N22.8"
chr11:122656210-122744155,0.575,0,0.15,0,0.15,RiMOD,0,1,27,20,0,0.05,UBASH3B
chr12:57237152-57237243,0.575,0.664609053497942,0.730555555555556,0.592592592592593,0.65,RiMOD,13,7,27,20,0.481481481481482,0.35,NDUFA4L2
chr14:30559272-30563746,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,G2E3
chr14:102878329-102886189,0.575,0,0.1,0,0.15,RiMOD,0,2,27,20,0,0.1,TRAF3
chr15:88256486-88256605,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,NTRK3
chr15:47469299-47470474,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,SEMA6D
chr16:12129758-12135551,0.575,0.211640211640212,0.295238095238095,0.333333333333333,0.4,RiMOD,7,6,27,20,0.259259259259259,0.3,SNX29
chr16:14724523-14725020,0.575,0,0.1,0,0.15,RiMOD,0,3,27,20,0,0.15,NPIPA3
chr16:50246203-50246881,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,ADCY7
chr17:6580975-6589779,0.575,0,0.1,0,0.15,RiMOD,0,2,27,20,0,0.1,KIAA0753
chr19:53175571-53182884,0.575,0.483483483483484,0.547297297297297,0.407407407407407,0.6,RiMOD,26,20,27,20,0.962962962962963,1,ZNF665
chr19:14446561-14450088,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,PKN1
chr3:129483682-129483926,0.575,0,0.1,0,0.15,RiMOD,0,2,27,20,0,0.1,IFT122
chr5:881182-886592,0.575,0,0.1,0,0.15,RiMOD,0,2,27,20,0,0.1,BRD9
chr5:154037455-154038293,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,FAM114A2
chr7:8142055-8143875,0.575,0.65843621399177,0.731481481481482,0.518518518518519,0.7,RiMOD,16,7,27,20,0.592592592592593,0.35,ICA1
chr8:130821420-130822655,0.575,0,0.1,0,0.15,RiMOD,0,1,27,20,0,0.05,ADCY8
chr8:94832174-94834300,0.575,0,0.1,0,0.15,RiMOD,0,3,27,20,0,0.15,INTS8
chrX:18936201-18938627,0.575,0.531660692951015,0.598387096774194,0.62962962962963,0.75,RiMOD,23,14,27,20,0.851851851851852,0.7,PHKA2
chr14:23308199-23319735,0.575,0.36606334841629,0.455835667600374,0.392307692307692,0.528571428571429,FTD frontal/temporal,79,46,130,70,0.607692307692308,0.657142857142857,BCL2L2-PABPN1
chr11:71503303-71505511,0.574945054945055,0.172131147540984,0.240749414519906,0.269230769230769,0.471428571428571,FTD frontal/temporal,21,15,130,70,0.161538461538462,0.214285714285714,NADSYN1
chr12:6833644-6833925,0.574945054945055,0.677948717948718,0.784761904761905,0.584615384615385,0.742857142857143,FTD frontal/temporal,53,20,130,70,0.407692307692308,0.285714285714286,P3H3
chr7:87694036-87700421,0.57489010989011,0.43289592760181,0.512100840336134,0.369230769230769,0.514285714285714,FTD frontal/temporal,103,51,130,70,0.792307692307692,0.728571428571429,RUNDC3B
chr10:97866951-97867732,0.574835164835165,0.623905325443787,0.728681318681319,0.576923076923077,0.671428571428571,FTD frontal/temporal,59,29,130,70,0.453846153846154,0.414285714285714,"GOLGA7B,CRTAC1"
chr3:49027916-49028431,0.574745617944147,0.569079469794148,0.660038763806287,0.535947712418301,0.647727272727273,Cord,90,373,153,704,0.588235294117647,0.529829545454545,IMPDH2
chr12:88086789-88087780,0.574725274725275,0.00974358974358969,0.0961904761904762,0.0230769230769231,0.171428571428571,FTD frontal/temporal,1,6,130,70,0.00769230769230769,0.0857142857142857,CEP290
chr15:99729731-99731718,0.57467032967033,0.323312401883831,0.414868804664723,0.346153846153846,0.485714285714286,FTD frontal/temporal,55,33,130,70,0.423076923076923,0.471428571428571,LYSMD4
chr4:84684125-84690506,0.57456043956044,0.078175313059034,0.196013289036545,0.192307692307692,0.314285714285714,FTD frontal/temporal,6,8,130,70,0.0461538461538462,0.114285714285714,WDFY3
chr6:121139836-121160010,0.57456043956044,0.738076923076923,0.789821428571429,0.584615384615385,0.685714285714286,FTD frontal/temporal,38,9,130,70,0.292307692307692,0.128571428571429,TBC1D32
chrX:30724181-30728732,0.57453604342886,0.342662373252946,0.419519046314059,0.314606741573034,0.442696629213483,Motor Cortex,51,307,89,445,0.573033707865169,0.689887640449438,GK
chr1:180003287-180011929,0.574485665478313,0.667903197314962,0.76389742014742,0.496732026143791,0.585227272727273,Cord,44,141,153,704,0.287581699346405,0.200284090909091,CEP350
chr19:52619062-52655561,0.574422421411438,0.171603677221655,0.262376574736125,0.314606741573034,0.433707865168539,Motor Cortex,12,110,89,445,0.134831460674157,0.247191011235955,ZNF83
chr3:179701179-179706934,0.574395604395605,0.201133603238866,0.330827067669173,0.307692307692308,0.485714285714286,FTD frontal/temporal,27,18,130,70,0.207692307692308,0.257142857142857,USP13
chr1:227048010-227068654,0.574384547405631,0.425203328475389,0.500329086549763,0.348314606741573,0.406741573033708,Motor Cortex,80,411,89,445,0.898876404494382,0.923595505617978,CDC42BPA
chr21:41994108-42002897,0.574340659340659,0.243589743589744,0.342619047619048,0.392307692307692,0.528571428571429,FTD frontal/temporal,33,17,130,70,0.253846153846154,0.242857142857143,ZBTB21
chr20:408779-409830,0.574323195187166,0.367788267570403,0.448124599166266,0.313725490196078,0.430397727272727,Cord,119,548,153,704,0.777777777777778,0.778409090909091,RBCK1
chr22:50466710-50466978,0.574245676051004,0.440686228990621,0.514509239483703,0.49438202247191,0.564044943820225,Motor Cortex,89,441,89,445,1,0.991011235955056,SBF1
chr12:81299382-81312160,0.574120879120879,0.47535153019024,0.549308755760369,0.415384615384615,0.5,FTD frontal/temporal,127,67,130,70,0.976923076923077,0.957142857142857,PPFIA2
chr13:75804541-75809154,0.574081810754605,0.394087938205585,0.457405733471074,0.477124183006536,0.589488636363636,Cord,145,671,153,704,0.947712418300654,0.953125,LMO7
chr1:27263235-27272538,0.574074074074074,0.249657064471879,0.362962962962963,0.37037037037037,0.55,RiMOD,11,11,27,20,0.407407407407407,0.55,WDTC1
chr1:23796265-23796697,0.574074074074074,0.703703703703704,0.7975,0.592592592592593,0.7,RiMOD,10,5,27,20,0.37037037037037,0.25,GALE
chr12:39370261-39386971,0.574074074074074,0.133333333333333,0.22,0.222222222222222,0.4,RiMOD,4,6,27,20,0.148148148148148,0.3,KIF21A
chr12:57624606-57624866,0.574074074074074,0.456018518518519,0.5359375,0.444444444444444,0.5,RiMOD,23,18,27,20,0.851851851851852,0.9,"SLC26A10,RP11-571M6.19"
chr14:21431858-21437194,0.574074074074074,0.467793880837359,0.543478260869565,0.37037037037037,0.6,RiMOD,27,20,27,20,1,1,CHD8
chr15:66294174-66294988,0.574074074074074,0.456140350877193,0.530263157894737,0.518518518518519,0.5,RiMOD,25,19,27,20,0.925925925925926,0.95,DIS3L
chr17:4716033-4716412,0.574074074074074,0.563563563563564,0.639189189189189,0.444444444444444,0.6,RiMOD,19,14,27,20,0.703703703703704,0.7,ARRB2
chr2:74363427-74363614,0.574074074074074,0.467793880837359,0.543478260869565,0.296296296296296,0.45,RiMOD,27,20,27,20,1,1,DCTN1
chr2:207165706-207166757,0.574074074074074,0.14021164021164,0.185714285714286,0.222222222222222,0.35,RiMOD,3,4,27,20,0.111111111111111,0.2,KLF7
chr20:50876093-50876486,0.574074074074074,0.537037037037037,0.615789473684211,0.481481481481482,0.65,RiMOD,22,14,27,20,0.814814814814815,0.7,BCAS4
chr21:42843281-42850041,0.574074074074074,0.715488215488216,0.809090909090909,0.666666666666667,0.75,RiMOD,9,4,27,20,0.333333333333333,0.2,WDR4
chr3:183818111-183822316,0.574074074074074,0.28042328042328,0.346428571428571,0.333333333333333,0.5,RiMOD,11,12,27,20,0.407407407407407,0.6,"MAP6D1,RP11-449K6.5"
chr7:102541662-102543525,0.574074074074074,0.467793880837359,0.543478260869565,0.481481481481482,0.6,RiMOD,27,20,27,20,1,1,POLR2J3
chr8:85113099-85123413,0.574074074074074,0.345315904139434,0.430882352941176,0.407407407407407,0.3,RiMOD,11,11,27,20,0.407407407407407,0.55,LRRCC1
chr6:24839599-24842862,0.574072526737968,0.204940234351999,0.28721334971335,0.30718954248366,0.393465909090909,Cord,28,188,153,704,0.183006535947712,0.267045454545455,RIPOR2
chr1:167338258-167365467,0.574065934065934,0.444945054945055,0.518163265306122,0.369230769230769,0.5,FTD frontal/temporal,102,60,130,70,0.784615384615385,0.857142857142857,POU2F1
chr1:16490926-16491010,0.574065934065934,0.458478081058726,0.535176651305684,0.430769230769231,0.528571428571429,FTD frontal/temporal,114,65,130,70,0.876923076923077,0.928571428571429,CROCCP3
chr10:133381659-133388956,0.57401843201616,0.53766125676238,0.617511444028298,0.438202247191011,0.579775280898876,Motor Cortex,63,287,89,445,0.707865168539326,0.644943820224719,"PAOX,RP11-108K14.8"
chr17:80429831-80436133,0.574010989010989,0.483717948717949,0.555714285714286,0.515384615384615,0.685714285714286,FTD frontal/temporal,129,70,130,70,0.992307692307692,1,ENDOV
chr18:36138426-36141137,0.574010989010989,0.506973795435334,0.583987441130298,0.530769230769231,0.657142857142857,FTD frontal/temporal,112,55,130,70,0.861538461538462,0.785714285714286,ELP2
chr10:71822007-71823888,0.573984328579917,0.439492736985505,0.513527584096232,0.372549019607843,0.470170454545455,Cord,153,704,153,704,1,1,PSAP
chr6:158560232-158573420,0.573970402554961,0.447389212095094,0.520255135489511,0.437908496732026,0.548295454545455,Cord,153,699,153,704,1,0.992897727272727,TMEM181
chr12:132853573-132854243,0.573956043956044,0.158783008036739,0.252878464818763,0.276923076923077,0.457142857142857,FTD frontal/temporal,10,11,130,70,0.0769230769230769,0.157142857142857,CHFR
chr2:70229091-70229264,0.573956043956044,0.478189493433396,0.551393728222997,0.469230769230769,0.557142857142857,FTD frontal/temporal,130,70,130,70,1,1,TIA1
chr20:49849680-49850762,0.573956043956044,0.558288190682557,0.637323943661972,0.523076923076923,0.671428571428571,FTD frontal/temporal,96,41,130,70,0.738461538461539,0.585714285714286,SLC9A8
chr1:205053255-205057208,0.573901098901099,0.442372881355932,0.519209039548023,0.392307692307692,0.514285714285714,FTD frontal/temporal,104,65,130,70,0.8,0.928571428571429,CNTN2
chr19:1393606-1393888,0.573901098901099,0.247619047619048,0.33469387755102,0.392307692307692,0.514285714285714,FTD frontal/temporal,63,40,130,70,0.484615384615385,0.571428571428571,AC005329.7
chr19:1273715-1274307,0.573858994355318,0.463435324965778,0.53853035331188,0.457516339869281,0.561079545454545,Cord,148,638,153,704,0.967320261437908,0.90625,CIRBP
chr10:132349057-132351607,0.573854352346999,0.517901413438939,0.593074759292432,0.496732026143791,0.576704545454545,Cord,121,467,153,704,0.790849673202614,0.663352272727273,LRRC27
chr19:52801702-52808007,0.573846153846154,0.290092307692308,0.377714285714286,0.384615384615385,0.457142857142857,FTD frontal/temporal,54,33,130,70,0.415384615384615,0.471428571428571,ZNF28
chr19:23745323-23754823,0.573835784313726,0.283506987174228,0.356664844047166,0.326797385620915,0.450284090909091,Cord,63,358,153,704,0.411764705882353,0.508522727272727,ZNF681
chr6:118856545-118894027,0.573794006238859,0.567988598948351,0.648111756664388,0.490196078431373,0.59375,Cord,101,358,153,704,0.660130718954248,0.508522727272727,MCM9
chr2:17753967-17759929,0.573791208791209,0.274535809018568,0.377504105090312,0.330769230769231,0.485714285714286,FTD frontal/temporal,46,28,130,70,0.353846153846154,0.4,GEN1
chr7:102566736-102566997,0.573778563312713,0.434236615994713,0.508278788137219,0.382022471910112,0.447191011235955,Motor Cortex,88,441,89,445,0.98876404494382,0.991011235955056,POLR2J3
chr6:43444938-43445599,0.573736263736264,0.141777188328913,0.207142857142857,0.269230769230769,0.442857142857143,FTD frontal/temporal,16,13,130,70,0.123076923076923,0.185714285714286,ABCC10
chr9:138032770-138043774,0.573736263736264,0.51524303916942,0.593339176161262,0.507692307692308,0.628571428571429,FTD frontal/temporal,109,54,130,70,0.838461538461539,0.771428571428571,CACNA1B
chr2:181916427-181918598,0.573715439969701,0.436196640608975,0.508494199694601,0.348314606741573,0.485393258426966,Motor Cortex,89,445,89,445,1,1,ITPRID2
chr10:97453846-97454714,0.573681318681319,0.479899267399267,0.553656462585034,0.376923076923077,0.528571428571429,FTD frontal/temporal,130,70,130,70,1,1,ZDHHC16
chr16:50308411-50309548,0.573681318681319,0.0604395604395605,0.150204081632653,0.123076923076923,0.271428571428571,FTD frontal/temporal,4,7,130,70,0.0307692307692308,0.1,ADCY7
chr19:11887986-11903615,0.573681318681319,0.205724508050089,0.297009966777409,0.353846153846154,0.528571428571429,FTD frontal/temporal,23,13,130,70,0.176923076923077,0.185714285714286,ZNF69
chr7:849603-851384,0.573681318681319,0.457937806873977,0.534498480243161,0.338461538461539,0.485714285714286,FTD frontal/temporal,116,67,130,70,0.892307692307692,0.957142857142857,SUN1
chr22:50256646-50258243,0.57366867201426,0.586953189235893,0.673443860244233,0.477124183006536,0.620738636363636,Cord,87,299,153,704,0.568627450980392,0.424715909090909,MAPK12
chr15:66293336-66294988,0.573652316626689,0.290630016051364,0.375541733547352,0.280898876404494,0.447191011235955,Motor Cortex,35,205,89,445,0.393258426966292,0.460674157303371,DIS3L
