paste_into_igv_junction,not_path,path,gene,type,strand,n_invitro_observed,fraction_not_path,fraction_path
chr11:125896330-125900679,1,8,PUS3,annotated,-,1,0.00132978723404255,0.00860215053763441
chr11:125911488-125911935,49,163,DDX25,novel_acceptor,+,1,0.0651595744680851,0.175268817204301
chr11:125981314-125983872,3,9,CDON,novel_acceptor,-,8,0.00398936170212766,0.00967741935483871
chr11:125997410-125999125,68,186,CDON,annotated,-,1,0.0904255319148936,0.2
chr11:125999131-126001719,0,0,CDON,annotated,-,1,0,0
chr11:126205781-126209494,79,270,RPUSD4,novel_donor,-,1,0.105053191489362,0.290322580645161
chr11:126211830-126234995,159,583,FAM118B,annotated,+,1,0.211436170212766,0.626881720430108
chr11:126250733-126254259,51,158,FAM118B,novel_acceptor,+,1,0.0678191489361702,0.16989247311828
chr11:126266081-126266476,51,137,SRPRA,novel_exon_skip,-,1,0.0678191489361702,0.147311827956989
chr11:126273454-126275327,276,891,FOXRED1,annotated,+,2,0.367021276595745,0.958064516129032
chr11:126276246-126276394,54,145,FOXRED1,novel_donor,+,1,0.0718085106382979,0.155913978494624
chr11:126330436-126331405,4,20,DCPS,annotated,+,1,0.00531914893617021,0.021505376344086
chr11:126408194-126409268,24,72,ST3GAL4,annotated,+,1,0.0319148936170213,0.0774193548387097
chr11:128463627-128484823,12,23,ETS1,annotated,-,1,0.0159574468085106,0.0247311827956989
chr11:12862314-12864686,261,886,TEAD1,annotated,+,1,0.347074468085106,0.952688172043011
chr11:12864748-12878889,85,279,TEAD1,novel_donor,+,1,0.113031914893617,0.3
chr11:128992046-128998319,24,284,ARHGAP32,novel_acceptor,-,21,0.0319148936170213,0.305376344086022
chr11:128998468-129062280,146,410,ARHGAP32,novel_exon_skip,-,1,0.194148936170213,0.440860215053763
chr11:129865983-129870180,0,0,NFRKB,novel_donor,-,1,0,0
chr11:129885095-129885435,134,430,NFRKB,novel_acceptor,-,1,0.178191489361702,0.462365591397849
chr11:129892870-129893293,2,2,NFRKB,novel_exon_skip,-,2,0.00265957446808511,0.0021505376344086
chr11:129892870-129895496,213,648,NFRKB,annotated,-,1,0.283244680851064,0.696774193548387
chr11:130238553-130239812,266,891,ZBTB44,novel_acceptor,-,1,0.353723404255319,0.958064516129032
chr11:130238556-130239812,265,873,ZBTB44,annotated,-,1,0.352393617021277,0.938709677419355
chr11:130880806-130883310,7,38,SNX19,novel_donor,-,1,0.00930851063829787,0.0408602150537634
chr11:130908083-130908361,207,611,SNX19,novel_donor,-,1,0.275265957446809,0.656989247311828
chr11:130908445-130910018,163,493,SNX19,novel_acceptor,-,1,0.216755319148936,0.530107526881721
chr11:133913838-133918257,1,12,IGSF9B,none,-,1,0.00132978723404255,0.0129032258064516
chr11:133927091-133930984,78,180,IGSF9B,novel_exon_skip,-,1,0.103723404255319,0.193548387096774
chr11:133932213-133934355,43,87,IGSF9B,novel_donor,-,2,0.0571808510638298,0.0935483870967742
chr11:13404655-13405659,221,744,BTBD10,novel_acceptor,-,1,0.293882978723404,0.8
chr11:134181184-134183013,102,299,NCAPD3,annotated,-,1,0.13563829787234,0.321505376344086
chr11:134183153-134184637,108,331,NCAPD3,annotated,-,1,0.143617021276596,0.355913978494624
chr11:134224000-134224287,25,82,NCAPD3,annotated,-,1,0.0332446808510638,0.0881720430107527
chr11:134236546-134239991,3,13,VPS26B,novel_donor,+,1,0.00398936170212766,0.0139784946236559
chr11:134345613-134347325,5,15,GLB1L2,novel_donor,+,1,0.00664893617021277,0.0161290322580645
chr11:134393814-134411807,280,928,B3GAT1,novel_acceptor,-,4,0.372340425531915,0.997849462365591
chr11:134408212-134408418,31,74,B3GAT1,none,+,1,0.0412234042553192,0.0795698924731183
chr11:1443635-1445294,263,783,BRSK2,annotated,+,1,0.349734042553192,0.841935483870968
chr11:14558243-14610966,23,67,PSMA1,novel_acceptor,-,1,0.0305851063829787,0.0720430107526882
chr11:14568390-14610966,25,73,PSMA1,novel_acceptor,-,1,0.0332446808510638,0.078494623655914
chr11:14600996-14610966,12,47,PSMA1,novel_acceptor,-,4,0.0159574468085106,0.0505376344086022
chr11:14775816-14786437,68,192,PDE3B,novel_donor,+,1,0.0904255319148936,0.206451612903226
chr11:14861366-14863515,6,27,PDE3B,novel_acceptor,+,1,0.00797872340425532,0.0290322580645161
chr11:14864768-14867506,28,102,PDE3B,novel_donor,+,1,0.0372340425531915,0.109677419354839
chr11:14880768-14890432,3,17,CYP2R1,novel_exon_skip,-,1,0.00398936170212766,0.0182795698924731
chr11:14885917-14891364,0,7,CYP2R1,annotated,-,1,0,0.00752688172043011
chr11:14890469-14890749,3,5,CYP2R1,novel_donor,-,1,0.00398936170212766,0.00537634408602151
chr11:16791202-16800974,11,6,PLEKHA7,novel_exon_skip,-,1,0.0146276595744681,0.00645161290322581
chr11:17286717-17291240,27,105,NUCB2,novel_combo,+,1,0.0359042553191489,0.112903225806452
chr11:17291365-17295324,142,524,NUCB2,annotated,+,1,0.188829787234043,0.563440860215054
chr11:1748119-1750359,11,32,IFITM10,annotated,-,1,0.0146276595744681,0.0344086021505376
chr11:17772598-17853543,101,304,KCNC1,annotated,+,3,0.134308510638298,0.326881720430108
chr11:17788413-17863566,5,19,SERGEF,annotated,-,2,0.00664893617021277,0.0204301075268817
chr11:17846761-17863566,0,9,SERGEF,novel_combo,-,1,0,0.00967741935483871
chr11:17863782-17878208,10,34,SERGEF,novel_acceptor,-,6,0.0132978723404255,0.0365591397849462
chr11:17867003-17878208,22,95,SERGEF,novel_acceptor,-,9,0.0292553191489362,0.102150537634409
chr11:17874477-17878208,17,53,SERGEF,novel_acceptor,-,1,0.0226063829787234,0.056989247311828
chr11:17987371-17988597,29,70,SERGEF,novel_acceptor,-,1,0.038563829787234,0.0752688172043011
chr11:18008076-18012502,16,38,SERGEF,annotated,-,1,0.0212765957446809,0.0408602150537634
chr11:18090265-18090434,121,344,SAAL1,novel_acceptor,-,1,0.160904255319149,0.36989247311828
chr11:18090316-18090434,144,528,SAAL1,annotated,-,1,0.191489361702128,0.567741935483871
chr11:18288013-18292899,46,162,HPS5,annotated,-,1,0.0611702127659575,0.174193548387097
chr11:18312024-18321946,134,494,HPS5,annotated,-,1,0.178191489361702,0.531182795698925
chr11:18312024-18322077,79,336,HPS5,annotated,-,1,0.105053191489362,0.361290322580645
chr11:18547024-18558228,72,200,UEVLD,novel_acceptor,-,2,0.0957446808510638,0.21505376344086
chr11:18588995-18601092,3,11,SPTY2D1OS,novel_combo,+,1,0.00398936170212766,0.0118279569892473
chr11:18601180-18603158,3,12,SPTY2D1OS,annotated,+,1,0.00398936170212766,0.0129032258064516
chr11:1952855-1955611,40,134,MRPL23,annotated,+,1,0.0531914893617021,0.144086021505376
chr11:1997514-2001218,1,2,H19,annotated,-,1,0.00132978723404255,0.0021505376344086
chr11:20051333-20054080,280,930,NAV2,annotated,+,1,0.372340425531915,1
chr11:20055957-20056530,275,888,NAV2,annotated,+,1,0.365691489361702,0.954838709677419
chr11:20056628-20062307,273,896,NAV2,annotated,+,1,0.363031914893617,0.963440860215054
chr11:20395962-20402919,186,630,PRMT3,novel_exon_skip,+,1,0.247340425531915,0.67741935483871
chr11:216718-224078,21,30,SIRT3,novel_exon_skip,-,1,0.0279255319148936,0.032258064516129
chr11:22203850-22221097,51,223,ANO5,novel_exon_skip,+,1,0.0678191489361702,0.239784946236559
chr11:22227586-22250237,162,611,ANO5,annotated,+,1,0.215425531914894,0.656989247311828
chr11:22239684-22248673,1,11,ANO5,annotated,+,2,0.00132978723404255,0.0118279569892473
chr11:22726433-22737705,246,845,GAS2,annotated,+,1,0.327127659574468,0.908602150537634
chr11:2583545-2587570,76,294,KCNQ1,annotated,+,1,0.101063829787234,0.316129032258065
chr11:26525683-26531205,42,78,ANO3,novel_donor,+,1,0.0558510638297872,0.0838709677419355
chr11:28211198-28228871,51,186,METTL15,novel_acceptor,+,1,0.0678191489361702,0.2
chr11:2951809-2952838,119,328,NAP1L4,novel_donor,-,1,0.158244680851064,0.352688172043011
chr11:2951809-2954301,70,182,NAP1L4,annotated,-,1,0.0930851063829787,0.195698924731183
chr11:2952933-2954527,108,266,NAP1L4,novel_acceptor,-,1,0.143617021276596,0.286021505376344
chr11:31429880-31430271,12,33,DNAJC24,novel_donor,+,1,0.0159574468085106,0.0354838709677419
chr11:31449091-31456260,33,93,IMMP1L,annotated,-,1,0.0438829787234043,0.1
chr11:33059095-33065830,72,178,TCP11L1,novel_exon_skip,+,1,0.0957446808510638,0.191397849462366
chr11:33348228-33348522,260,877,HIPK3,annotated,+,1,0.345744680851064,0.943010752688172
chr11:3360565-3360720,113,324,ZNF195,annotated,-,1,0.150265957446809,0.348387096774194
chr11:3360565-3362546,4,15,ZNF195,annotated,-,1,0.00531914893617021,0.0161290322580645
chr11:3360565-3369357,0,0,ZNF195,novel_combo,-,1,0,0
chr11:3360788-3370975,4,10,ZNF195,annotated,-,1,0.00531914893617021,0.010752688172043
chr11:3361889-3362533,29,83,ZNF195,annotated,-,2,0.038563829787234,0.089247311827957
chr11:3361889-3362546,128,479,ZNF195,annotated,-,1,0.170212765957447,0.51505376344086
chr11:3362032-3362546,4,19,ZNF195,novel_combo,-,1,0.00531914893617021,0.0204301075268817
chr11:3362602-3370975,120,483,ZNF195,annotated,-,1,0.159574468085106,0.519354838709678
chr11:3363391-3366691,1,4,ZNF195,novel_combo,-,5,0.00132978723404255,0.0043010752688172
chr11:3363391-3370975,1,1,ZNF195,annotated,-,3,0.00132978723404255,0.0010752688172043
chr11:3381932-3383462,16,37,TSSC2,novel_donor,+,1,0.0212765957446809,0.0397849462365591
chr11:3384968-3386693,0,0,TSSC2,novel_acceptor,+,1,0,0
chr11:3386828-3397117,1,5,TSSC2,novel_donor,+,1,0.00132978723404255,0.00537634408602151
chr11:3393159-3395713,0,0,TSSC2,annotated,+,1,0,0
chr11:3404963-3406496,6,19,TSSC2,novel_acceptor,+,1,0.00797872340425532,0.0204301075268817
chr11:34456817-34457776,12,36,CAT,annotated,+,1,0.0159574468085106,0.0387096774193548
chr11:34456817-34464105,23,84,CAT,novel_exon_skip,+,1,0.0305851063829787,0.0903225806451613
chr11:34457847-34461251,8,36,CAT,annotated,+,1,0.0106382978723404,0.0387096774193548
chr11:35944144-36081653,172,534,LDLRAD3,annotated,+,1,0.228723404255319,0.574193548387097
chr11:3676620-3683200,30,104,NUP98,novel_exon_skip,-,1,0.0398936170212766,0.111827956989247
chr11:3702892-3704746,85,305,NUP98,novel_donor,-,1,0.113031914893617,0.327956989247312
chr11:3808315-3823613,3,13,PGAP2,annotated,+,1,0.00398936170212766,0.0139784946236559
chr11:3808315-3824270,26,66,PGAP2,annotated,+,5,0.0345744680851064,0.0709677419354839
chr11:3811424-3822909,61,191,PGAP2,annotated,+,3,0.0811170212765958,0.205376344086022
chr11:3811424-3824270,10,13,PGAP2,annotated,+,1,0.0132978723404255,0.0139784946236559
chr11:381296-381361,0,0,B4GALNT4,none,-,1,0,0
chr11:406513-407062,14,18,SIGIRR,novel_acceptor,-,1,0.0186170212765957,0.0193548387096774
chr11:43405717-43407138,202,650,TTC17,novel_donor,+,1,0.268617021276596,0.698924731182796
chr11:43446810-43448002,8,25,TTC17,novel_donor,+,1,0.0106382978723404,0.0268817204301075
chr11:43584674-43603260,5,9,RP11-472I20.3,ambig_gene,+,1,0.00664893617021277,0.00967741935483871
chr11:43584674-43603260,5,9,RP11-472I20.4,ambig_gene,+,1,0.00664893617021277,0.00967741935483871
chr11:43584674-43618158,0,1,RP11-472I20.3,ambig_gene,+,1,0,0.0010752688172043
chr11:43584674-43618158,0,1,RP11-472I20.4,ambig_gene,+,1,0,0.0010752688172043
chr11:43897354-43901516,2,6,ALKBH3,annotated,+,1,0.00265957446808511,0.00645161290322581
chr11:44075592-44079531,6,17,ACCS,novel_exon_skip,+,1,0.00797872340425532,0.0182795698924731
chr11:44083311-44083695,13,34,ACCS,annotated,+,2,0.0172872340425532,0.0365591397849462
chr11:44096321-44107683,64,173,EXT2,annotated,+,1,0.0851063829787234,0.186021505376344
chr11:44919999-44925717,1,10,TSPAN18,annotated,+,1,0.00132978723404255,0.010752688172043
chr11:44925799-44926674,4,9,TSPAN18,annotated,+,1,0.00531914893617021,0.00967741935483871
chr11:44939281-44940514,4,7,TP53I11,novel_combo,-,1,0.00531914893617021,0.00752688172043011
chr11:44939281-44941003,18,66,TP53I11,annotated,-,1,0.023936170212766,0.0709677419354839
chr11:44941077-44950877,4,4,TP53I11,novel_combo,-,1,0.00531914893617021,0.0043010752688172
chr11:45147581-45181761,146,442,PRDM11,annotated,+,1,0.194148936170213,0.475268817204301
chr11:45355602-45356396,61,251,LINC02696,annotated,+,1,0.0811170212765958,0.26989247311828
chr11:45913938-45914604,98,269,PEX16,novel_exon_skip,-,1,0.13031914893617,0.289247311827957
chr11:45928069-45928630,0,0,LARGE2,annotated,+,1,0,0
chr11:45935246-45935636,211,684,PHF21A,annotated,-,2,0.280585106382979,0.735483870967742
chr11:46381183-46382294,2,2,MDK,novel_exon_skip,+,1,0.00265957446808511,0.0021505376344086
chr11:46494204-46512727,150,477,AMBRA1,annotated,-,1,0.199468085106383,0.512903225806452
chr11:46625417-46629907,5,17,ATG13,annotated,+,1,0.00664893617021277,0.0182795698924731
chr11:46665519-46668499,30,127,ATG13,novel_exon_skip,+,1,0.0398936170212766,0.136559139784946
chr11:47052518-47137316,16,29,C11orf49,annotated,+,1,0.0212765957446809,0.0311827956989247
chr11:47172333-47175015,151,422,ARFGAP2,annotated,-,2,0.200797872340426,0.453763440860215
chr11:47173482-47175015,31,78,ARFGAP2,annotated,-,1,0.0412234042553192,0.0838709677419355
chr11:47217049-47234573,44,139,DDB2,annotated,+,1,0.0585106382978723,0.149462365591398
chr11:47217049-47237837,163,651,DDB2,annotated,+,1,0.216755319148936,0.7
chr11:47234672-47235270,176,584,DDB2,annotated,+,1,0.234042553191489,0.627956989247312
chr11:47238183-47238800,279,929,DDB2,annotated,+,1,0.371010638297872,0.998924731182796
chr11:47243321-47245305,61,152,ACP2,novel_exon_skip,-,1,0.0811170212765958,0.163440860215054
chr11:47259259-47259786,66,258,NR1H3,annotated,+,1,0.0877659574468085,0.27741935483871
chr11:47268289-47268550,3,9,NR1H3,novel_donor,+,1,0.00398936170212766,0.00967741935483871
chr11:47285194-47286433,5,10,MADD,novel_exon_skip,+,1,0.00664893617021277,0.010752688172043
chr11:47289493-47289785,12,6,MADD,novel_acceptor,+,1,0.0159574468085106,0.00645161290322581
chr11:47325032-47326738,0,0,MADD,novel_donor,+,11,0,0
chr11:47325032-47328658,1,3,MADD,novel_donor,+,11,0.00132978723404255,0.0032258064516129
chr11:47414475-47415060,21,52,SLC39A13,novel_exon_skip,+,1,0.0279255319148936,0.0559139784946237
chr11:47506897-47565274,15,52,CELF1,annotated,-,1,0.0199468085106383,0.0559139784946237
chr11:47579338-47580525,199,687,NDUFS3,annotated,+,1,0.264627659574468,0.738709677419355
chr11:47812429-47812867,237,785,NUP160,novel_donor,-,1,0.315159574468085,0.844086021505376
chr11:50280147-50280607,0,0,SEPTIN7P11,novel_donor,-,1,0,0
chr11:50320506-50320914,3,3,RP11-574M7.1,annotated,+,1,0.00398936170212766,0.0032258064516129
chr11:532630-533277,118,302,HRAS,annotated,-,1,0.156914893617021,0.324731182795699
chr11:532755-533277,280,930,HRAS,annotated,-,1,0.372340425531915,1
chr11:551302-551903,75,132,LRRC56,novel_exon_skip,+,1,0.0997340425531915,0.141935483870968
chr11:5596914-5603246,52,167,TRIM6,annotated,+,1,0.0691489361702128,0.179569892473118
chr11:563317-563396,102,249,RASSF7,annotated,+,1,0.13563829787234,0.267741935483871
chr11:563347-563558,3,4,RASSF7,novel_donor,+,1,0.00398936170212766,0.0043010752688172
chr11:563478-563558,100,270,RASSF7,annotated,+,1,0.132978723404255,0.290322580645161
chr11:57489392-57491591,5,1,SLC43A1,novel_exon_skip,-,1,0.00664893617021277,0.0010752688172043
chr11:57514124-57514408,0,2,SLC43A1,annotated,-,1,0,0.0021505376344086
chr11:57647291-57647473,148,437,YPEL4,annotated,-,1,0.196808510638298,0.46989247311828
chr11:57696043-57698559,34,60,ZDHHC5,novel_exon_skip,+,1,0.0452127659574468,0.0645161290322581
chr11:57789155-57791492,162,540,CTNND1,annotated,+,1,0.215425531914894,0.580645161290323
chr11:58616815-58616993,0,5,ZFP91,ambig_gene,+,6,0,0.00537634408602151
chr11:58616815-58616993,0,5,ZFP91-CNTF,ambig_gene,+,6,0,0.00537634408602151
chr11:58617054-58617196,0,8,ZFP91-CNTF,ambig_gene,+,4,0,0.00860215053763441
chr11:58617054-58617196,0,8,ZFP91,ambig_gene,+,3,0,0.00860215053763441
chr11:59639383-59641377,49,216,PATL1,novel_donor,-,1,0.0651595744680851,0.232258064516129
chr11:59641585-59642880,71,249,PATL1,novel_acceptor,-,1,0.0944148936170213,0.267741935483871
chr11:59656624-59657530,18,67,PATL1,novel_acceptor,-,1,0.023936170212766,0.0720430107526882
chr11:59793514-59795415,167,507,STX3,novel_acceptor,+,2,0.222074468085106,0.545161290322581
chr11:59794611-59795372,130,341,STX3,novel_donor,+,1,0.172872340425532,0.366666666666667
chr11:60926084-60926579,0,1,TMEM132A,annotated,+,1,0,0.0010752688172043
chr11:61138835-61161081,88,286,VPS37C,annotated,-,1,0.117021276595745,0.30752688172043
chr11:61271760-61273117,0,1,VWCE,novel_donor,-,2,0,0.0010752688172043
chr11:61364315-61364433,154,538,TMEM138,annotated,+,1,0.204787234042553,0.578494623655914
chr11:613865-614476,68,174,IRF7,annotated,-,1,0.0904255319148936,0.187096774193548
chr11:61438113-61469270,0,1,RP11-286N22.8,ambig_gene,+,1,0,0.0010752688172043
chr11:61468714-61469270,0,2,RP11-286N22.8,novel_acceptor,+,10,0,0.0021505376344086
chr11:61468714-61469270,0,2,ENSG00000256591,novel_acceptor,+,1,0,0.0021505376344086
chr11:61469340-61472745,0,0,RP11-286N22.8,none,+,9,0,0
chr11:61469340-61472745,0,0,ENSG00000256591,none,+,1,0,0
chr11:61533124-61538144,247,786,SYT7,annotated,-,1,0.328457446808511,0.845161290322581
chr11:61546255-61546535,181,552,SYT7,annotated,-,1,0.240691489361702,0.593548387096774
chr11:61547308-61547530,2,13,SYT7,novel_donor,-,6,0.00265957446808511,0.0139784946236559
chr11:61547620-61551384,0,19,SYT7,novel_acceptor,-,13,0,0.0204301075268817
chr11:61682600-61720112,5,22,DAGLA,novel_donor,+,1,0.00664893617021277,0.0236559139784946
chr11:61726082-61726676,110,292,DAGLA,novel_acceptor,+,1,0.146276595744681,0.313978494623656
chr11:61726859-61728153,49,126,DAGLA,novel_donor,+,1,0.0651595744680851,0.135483870967742
chr11:61735002-61735739,92,189,DAGLA,novel_exon_skip,+,2,0.122340425531915,0.203225806451613
chr11:61739298-61739465,82,206,DAGLA,novel_donor,+,1,0.109042553191489,0.221505376344086
chr11:61816711-61837778,5,23,FADS2,novel_donor,+,1,0.00664893617021277,0.0247311827956989
chr11:61876003-61876111,162,439,FADS3,annotated,-,1,0.215425531914894,0.472043010752688
chr11:61958501-61959498,263,890,BEST1,annotated,+,1,0.349734042553192,0.956989247311828
chr11:61959927-61967312,32,53,FTH1,annotated,-,1,0.0425531914893617,0.056989247311828
chr11:6218763-6222442,41,91,FAM160A2,novel_exon_skip,-,1,0.0545212765957447,0.0978494623655914
chr11:62337574-62337994,137,351,ASRGL1,annotated,+,1,0.18218085106383,0.37741935483871
chr11:62520070-62520455,40,138,AHNAK,none,-,1,0.0531914893617021,0.148387096774194
chr11:62520469-62525360,0,0,AHNAK,none,+,1,0,0
chr11:62521477-62527697,0,0,AHNAK,none,+,1,0,0
chr11:62522998-62526497,0,0,AHNAK,none,-,1,0,0
chr11:62527954-62528741,13,53,AHNAK,none,-,1,0.0172872340425532,0.056989247311828
chr11:62528041-62528426,140,408,AHNAK,none,+,2,0.186170212765957,0.438709677419355
chr11:62528425-62528828,36,177,AHNAK,none,+,1,0.0478723404255319,0.190322580645161
chr11:62528626-62528828,51,204,AHNAK,none,+,1,0.0678191489361702,0.219354838709677
chr11:62536567-62545744,187,604,AHNAK,novel_donor,-,4,0.248670212765957,0.649462365591398
chr11:62536567-62545778,18,84,AHNAK,novel_donor,-,1,0.023936170212766,0.0903225806451613
chr11:62573879-62574677,5,18,RP11-864I4.1,novel_acceptor,-,1,0.00664893617021277,0.0193548387096774
chr11:62605773-62606063,69,140,EML3,novel_exon_skip,-,1,0.0917553191489362,0.150537634408602
chr11:62607099-62608201,17,33,EML3,novel_exon_skip,-,2,0.0226063829787234,0.0354838709677419
chr11:62609074-62609629,32,63,EML3,novel_acceptor,-,1,0.0425531914893617,0.067741935483871
chr11:62611920-62614258,216,745,ROM1,annotated,+,1,0.287234042553192,0.801075268817204
chr11:62702549-62705916,0,0,BSCL2,ambig_gene,-,1,0,0
chr11:62707324-62715318,0,1,HNRNPUL2-BSCL2,ambig_gene,-,1,0,0.0010752688172043
chr11:62707324-62715500,90,264,HNRNPUL2-BSCL2,annotated,-,1,0.11968085106383,0.283870967741936
chr11:62729086-62733118,39,166,TTC9C,annotated,+,1,0.0518617021276596,0.178494623655914
chr11:62771362-62772066,53,147,TAF6L,none,-,2,0.0704787234042553,0.158064516129032
chr11:62789210-62789272,3,15,TMEM179B,novel_acceptor,+,1,0.00398936170212766,0.0161290322580645
chr11:62789426-62789886,149,465,TMEM179B,annotated,+,1,0.19813829787234,0.5
chr11:63764598-63765807,3,3,C11orf95,novel_exon_skip,-,1,0.00398936170212766,0.0032258064516129
chr11:63765254-63765807,251,757,C11orf95,annotated,-,1,0.333776595744681,0.813978494623656
chr11:63905043-63906088,275,914,MARK2,annotated,+,1,0.365691489361702,0.982795698924731
chr11:63906114-63908260,204,637,MARK2,annotated,+,2,0.271276595744681,0.68494623655914
chr11:63906114-63908877,263,853,MARK2,annotated,+,3,0.349734042553192,0.917204301075269
chr11:64224717-64225499,184,564,TRPT1,novel_exon_skip,-,1,0.24468085106383,0.606451612903226
chr11:64225869-64226062,106,296,TRPT1,novel_donor,-,2,0.140957446808511,0.318279569892473
chr11:64226427-64227568,1,5,NUDT22,novel_exon_skip,+,1,0.00132978723404255,0.00537634408602151
chr11:64227132-64229478,188,539,NUDT22,annotated,+,1,0.25,0.579569892473118
chr11:64227666-64229478,179,490,NUDT22,novel_exon_skip,+,1,0.238031914893617,0.526881720430108
chr11:64229571-64230183,232,689,NUDT22,annotated,+,1,0.308510638297872,0.740860215053763
chr11:64230037-64234194,9,18,RP11-783K16.14,annotated,-,1,0.011968085106383,0.0193548387096774
chr11:64231290-64234194,11,15,RP11-783K16.14,annotated,-,1,0.0146276595744681,0.0161290322580645
chr11:64287946-64288340,89,210,GPR137,annotated,+,3,0.118351063829787,0.225806451612903
chr11:64288468-64289037,130,298,GPR137,annotated,+,1,0.172872340425532,0.320430107526882
chr11:64305736-64313951,43,144,ESRRA,annotated,+,2,0.0571808510638298,0.154838709677419
chr11:64314367-64314744,211,708,ESRRA,annotated,+,1,0.280585106382979,0.761290322580645
chr11:64362002-64368132,109,279,RPS6KA4,novel_exon_skip,+,1,0.144946808510638,0.3
chr11:64369893-64370563,34,111,RPS6KA4,novel_exon_skip,+,2,0.0452127659574468,0.119354838709677
chr11:6457847-6458070,260,791,TRIM3,annotated,-,1,0.345744680851064,0.850537634408602
chr11:646555-653962,41,69,DEAF1,novel_acceptor,-,1,0.0545212765957447,0.0741935483870968
chr11:64744482-64744742,8,11,RASGRP2,annotated,-,2,0.0106382978723404,0.0118279569892473
chr11:64770408-64772031,1,2,SF1,novel_donor,-,1,0.00132978723404255,0.0021505376344086
chr11:64770408-64776498,277,907,SF1,annotated,-,2,0.368351063829787,0.975268817204301
chr11:6478652-6478738,110,327,ARFIP2,annotated,-,1,0.146276595744681,0.351612903225806
chr11:64800826-64801111,122,338,MAP4K2,annotated,-,2,0.162234042553192,0.363440860215054
chr11:64800826-64801710,1,0,MAP4K2,novel_exon_skip,-,1,0.00132978723404255,0
chr11:64801183-64801710,178,519,MAP4K2,annotated,-,1,0.236702127659575,0.558064516129032
chr11:64810132-64810526,213,715,MEN1,annotated,-,1,0.283244680851064,0.768817204301075
chr11:64900629-64901962,5,8,ATG2A,novel_exon_skip,-,1,0.00664893617021277,0.00860215053763441
chr11:64902386-64903288,19,30,ATG2A,novel_exon_skip,-,1,0.0252659574468085,0.032258064516129
chr11:65032271-65032431,60,231,SNX15,annotated,+,1,0.0797872340425532,0.248387096774194
chr11:65041106-65044225,49,199,SAC3D1,novel_exon_skip,+,1,0.0651595744680851,0.213978494623656
chr11:65085226-65086720,17,22,ZFPL1,novel_exon_skip,+,1,0.0226063829787234,0.0236559139784946
chr11:65132308-65132732,5,35,SYVN1,annotated,-,1,0.00664893617021277,0.0376344086021505
chr11:6533806-6538612,153,397,DNHD1,annotated,+,1,0.203457446808511,0.426881720430108
chr11:65380234-65381915,126,363,SLC25A45,novel_combo,-,1,0.167553191489362,0.390322580645161
chr11:65387121-65393573,25,73,FRMD8,annotated,+,1,0.0332446808510638,0.078494623655914
chr11:65387121-65394041,7,15,FRMD8,novel_exon_skip,+,1,0.00930851063829787,0.0161290322580645
chr11:65570970-65572443,223,736,ZNRD2,annotated,+,1,0.296542553191489,0.791397849462366
chr11:65581122-65581211,0,1,EHBP1L1,novel_donor,+,1,0,0.0010752688172043
chr11:65581373-65584241,44,92,EHBP1L1,novel_exon_skip,+,1,0.0585106382978723,0.0989247311827957
chr11:65619067-65620339,19,52,PCNX3,novel_exon_skip,+,1,0.0252659574468085,0.0559139784946237
chr11:65625510-65625904,17,24,PCNX3,novel_exon_skip,+,1,0.0226063829787234,0.0258064516129032
chr11:65634356-65634973,19,28,PCNX3,novel_exon_skip,+,1,0.0252659574468085,0.0301075268817204
chr11:65638420-65640831,13,43,SIPA1,annotated,+,1,0.0172872340425532,0.0462365591397849
chr11:65716982-65717599,1,2,RNASEH2C,none,+,1,0.00132978723404255,0.0021505376344086
chr11:65716986-65718590,122,375,KAT5,novel_donor,+,1,0.162234042553192,0.403225806451613
chr11:65717810-65718590,26,86,RNASEH2C,none,+,1,0.0345744680851064,0.0924731182795699
chr11:65852958-65853506,3,10,SNX32,novel_acceptor,+,2,0.00398936170212766,0.010752688172043
chr11:65858342-65859988,116,362,MUS81,none,-,1,0.154255319148936,0.389247311827957
chr11:65859784-65860225,6,18,MUS81,novel_donor,+,1,0.00797872340425532,0.0193548387096774
chr11:65859784-65860225,6,18,CFL1,none,+,1,0.00797872340425532,0.0193548387096774
chr11:65864815-65865115,229,691,MUS81,annotated,+,1,0.304521276595745,0.743010752688172
chr11:65885663-65887600,257,863,FIBP,annotated,-,1,0.341755319148936,0.927956989247312
chr11:6602264-6603404,219,658,RRP8,annotated,-,1,0.291223404255319,0.70752688172043
chr11:6604932-6608601,0,1,ILK,none,-,1,0,0.0010752688172043
chr11:66245112-66246176,76,210,RP11-755F10.1,novel_donor,-,3,0.101063829787234,0.225806451612903
chr11:66335251-66335610,23,59,RIN1,novel_exon_skip,-,1,0.0305851063829787,0.0634408602150538
chr11:66335876-66336317,14,32,RIN1,annotated,-,1,0.0186170212765957,0.0344086021505376
chr11:66348070-66363269,43,133,RP11-867G23.8,annotated,+,1,0.0571808510638298,0.143010752688172
chr11:66349470-66353455,39,59,RP11-867G23.8,novel_combo,+,3,0.0518617021276596,0.0634408602150538
chr11:66369532-66371563,105,213,SLC29A2,novel_exon_skip,-,1,0.139627659574468,0.229032258064516
chr11:6641733-6645488,3,2,DCHS1,novel_donor,-,2,0.00398936170212766,0.0021505376344086
chr11:6641733-6646215,0,0,DCHS1,novel_donor,-,2,0,0
