position,cryptic,controls,n_cry,n_ctrl,timing,repeat_cat,junc_type,exon_inclusion_type,pv,OR,adj.p,logOR,rows
320,1,66,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0678784749896599,15.1216469162612,1,0,Late_LINE
321,1,66,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0678784749896599,15.1216469162612,1,0,Late_LINE
322,1,68,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.069835636079314,14.6765301743171,1,0,Late_LINE
323,1,68,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.069835636079314,14.6765301743171,1,0,Late_LINE
324,2,68,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00241488857688425,30.8762873308231,1,0,Late_LINE
325,2,70,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00255266435413383,29.9940274170215,1,0,Late_LINE
326,2,70,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00255266435413383,29.9940274170215,1,0,Late_LINE
327,2,71,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00262291788295022,29.5716976049256,1,0,Late_LINE
328,2,74,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00283911948846017,28.373618703845,1,0,Late_LINE
329,2,77,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00306344504047469,27.269104041268,1,0,Late_LINE
330,2,79,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00321748492385718,26.5792228136599,1,0,Late_LINE
331,2,80,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00329584638428373,26.2471244448923,1,0,Late_LINE
332,2,80,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00329584638428373,26.2471244448923,1,0,Late_LINE
333,2,81,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0033750998247161,25.9210683077316,1,0,Late_LINE
334,2,83,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00353627556272846,25.2946375238682,1,0,Late_LINE
335,2,82,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00345524347382988,25.6039387111782,1,0,Late_LINE
336,2,83,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00353627556272846,25.2946375238682,1,0,Late_LINE
337,2,84,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00361819432494022,24.9928638569203,1,0,Late_LINE
338,2,86,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00378468481552517,24.4107642443723,1,0,Late_LINE
339,2,87,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00386925302305521,24.1299040892673,1,0,Late_LINE
340,2,86,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00378468481552517,24.4107642443723,1,0,Late_LINE
341,2,86,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00378468481552517,24.4107642443723,1,0,Late_LINE
342,2,88,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00395470086220657,23.8555021582996,1,0,Late_LINE
343,2,88,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00395470086220657,23.8555021582996,1,0,Late_LINE
344,2,88,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00395470086220657,23.8555021582996,1,0,Late_LINE
345,2,90,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00412822842022924,23.3251408352894,1,0,Late_LINE
346,2,95,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00457731835617493,22.0718712367797,1,0,Late_LINE
347,2,99,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00495218274335449,21.1811674364021,1,0,Late_LINE
348,2,99,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00495218274335449,21.1811674364021,1,0,Late_LINE
349,2,101,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00514477428135124,20.7534391576693,1,0,Late_LINE
350,2,104,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00544007195462846,20.1669001555947,1,0,Late_LINE
351,3,104,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000182978564423843,31.9083461319222,1,0,Late_LINE
352,3,104,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000182978564423843,31.9083461319222,1,0,Late_LINE
353,3,107,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000198558047195427,31.0118768701344,1,0,Late_LINE
354,3,111,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000220636286006946,29.8923082788725,1,0,Late_LINE
355,3,116,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000250397118420491,28.6015466578108,1,0,Late_LINE
356,3,121,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000282644179332421,27.4170789716145,1,0,Late_LINE
357,3,125,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000310290748580918,26.5026616819461,1,0,Late_LINE
358,3,128,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000332133245487642,25.8796330851139,1,0,Late_LINE
359,3,131,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00035494558501622,25.2854527422401,1,0,Late_LINE
360,3,137,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000403552662646873,24.1755929409491,1,0,Late_LINE
361,3,138,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00041204824120313,24.0012329516935,1,0,Late_LINE
362,3,144,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00046544811791012,23.0027387845485,1,0,Late_LINE
363,3,150,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000523108881097248,22.0674855782483,1,0,Late_LINE
364,3,157,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000595949273880523,21.0922085825913,1,0,Late_LINE
365,3,162,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000651763185559724,20.4338021507223,1,0,Late_LINE
366,3,166,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000698744474417526,19.9321687812128,1,0,Late_LINE
367,3,169,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000735365167319197,19.5783871085601,1,0,Late_LINE
368,3,176,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000825526700229704,18.7923780151613,1,0,Late_LINE
369,4,185,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,4.02976632285661e-05,25.2219993717161,1,0,Late_LINE
370,4,187,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,4.19876633736867e-05,24.9514349055551,1,0,Late_LINE
371,4,190,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,4.46193082162673e-05,24.555554771969,1,0,Late_LINE
372,4,197,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,5.12278729452898e-05,23.6630115150338,1,0,Late_LINE
373,4,201,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,5.53110762177593e-05,23.2131410377577,1,0,Late_LINE
374,4,203,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,5.74396230018255e-05,22.9795275560166,1,0,Late_LINE
375,4,207,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,6.18756739865654e-05,22.5275809113768,1,0,Late_LINE
376,4,212,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,6.77668520424305e-05,21.9987115734296,1,0,Late_LINE
377,4,226,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,8.6441065526277e-05,20.6103618602873,1,0,Late_LINE
378,4,228,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,8.93857959694307e-05,20.4301026316607,1,0,Late_LINE
379,4,232,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,9.5493785622286e-05,20.06436599299,1,0,Late_LINE
380,4,237,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000103549815354391,19.644305709164,1,0,Late_LINE
381,4,243,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000113857412104444,19.1500063373079,1,0,Late_LINE
382,4,246,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000119281984650118,18.9071299125149,1,0,Late_LINE
383,4,252,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000130691763022252,18.4622601600378,1,0,Late_LINE
384,4,259,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000144982650333411,17.9574108083966,1,0,Late_LINE
385,4,267,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000162667519537874,17.4129952274887,1,0,Late_LINE
386,4,274,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000179381647449089,16.9628528188202,1,0,Late_LINE
387,4,281,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.000197306412126961,16.5352636717824,1,0,Late_LINE
388,3,287,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0032791704192115,11.4637451780007,1,0,Late_LINE
389,3,289,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00334322665329002,11.3836186789194,1,0,Late_LINE
390,3,298,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00364103204252191,11.0357161804969,1,0,Late_LINE
391,3,301,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00374380560830941,10.9242322594886,1,0,Late_LINE
392,3,309,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00402654405986275,10.6342643282995,1,0,Late_LINE
393,3,314,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00420972561490736,10.4675861150454,1,0,Late_LINE
394,3,321,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00447463859949485,10.2345919077428,1,0,Late_LINE
395,3,332,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00491112464402536,9.88689811592867,1,0,Late_LINE
396,3,337,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.005117786762097,9.73903151698021,1,0,Late_LINE
397,3,338,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00515974403788611,9.70990801318137,1,0,Late_LINE
398,3,346,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00550295231159904,9.48238953539908,1,0,Late_LINE
399,3,355,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00590524338746265,9.23766994343701,1,0,Late_LINE
400,3,363,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0062773842763828,9.02951192071762,1,0,Late_LINE
401,3,372,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00671259545486026,8.80840852542462,1,0,Late_LINE
402,3,375,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00686159293490995,8.73664219023739,1,0,Late_LINE
403,3,377,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00696202156055209,8.6894344190519,1,0,Late_LINE
404,3,382,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00721694744385071,8.57358619315814,1,0,Late_LINE
405,3,386,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00742486916365312,8.48307918915921,1,0,Late_LINE
406,3,399,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00812525082755749,8.20154542828169,1,0,Late_LINE
407,3,404,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00840473855318851,8.09812473256892,1,0,Late_LINE
408,3,409,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0086898863197794,7.99725380439168,1,0,Late_LINE
409,3,414,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00898072125161128,7.89883975208482,1,0,Late_LINE
410,3,417,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00915796304210344,7.84093341239689,1,0,Late_LINE
411,3,425,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00964070561802429,7.6905435475942,1,0,Late_LINE
412,3,430,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00994991273924995,7.59941096010112,1,0,Late_LINE
413,3,437,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0103925396258056,7.47534836532262,1,0,Late_LINE
414,3,447,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0110446832678042,7.30162709569004,1,0,Late_LINE
415,3,454,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0115151403801048,7.18687887407985,1,0,Late_LINE
416,3,462,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0120669619624253,7.0599919858879,1,0,Late_LINE
417,3,475,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0129960740665315,6.8627508297763,1,0,Late_LINE
418,3,479,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0132900667138117,6.80406298037799,1,0,Late_LINE
419,3,489,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0140418350158663,6.66156533567104,1,0,Late_LINE
420,3,494,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0144267422280206,6.59247468209646,1,0,Late_LINE
421,3,493,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0143492784135656,6.60618070164966,1,0,Late_LINE
422,3,498,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0147390128674789,6.53820102030579,1,0,Late_LINE
423,3,509,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0156177333948934,6.39334651079318,1,0,Late_LINE
424,3,516,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0161922229099601,6.30438155326477,1,0,Late_LINE
425,3,518,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0163585550324472,6.27940455419764,1,0,Late_LINE
426,3,527,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0171191346425478,6.16935361020081,1,0,Late_LINE
427,3,536,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0178995364495495,6.06299750138145,1,0,Late_LINE
428,3,541,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0183416797115932,6.00543938109449,1,0,Late_LINE
429,3,548,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0189710058350404,5.92662200422566,1,0,Late_LINE
430,3,558,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.019890981197816,5.81752353979996,1,0,Late_LINE
431,3,564,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0204548121314475,5.75444247680697,1,0,Late_LINE
432,3,572,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0212204301976162,5.67018509467047,1,0,Late_LINE
433,3,578,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.02180503916837,5.60987234737557,1,0,Late_LINE
434,3,585,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0224983573535006,5.54097606548122,1,0,Late_LINE
435,3,593,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.023305602407135,5.46414428872014,1,0,Late_LINE
436,3,598,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0238181974035414,5.41713696961526,1,0,Late_LINE
437,4,604,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00331602868284698,7.57072255262898,1,0,Late_LINE
438,4,610,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00343510494003732,7.49069848216949,1,0,Late_LINE
439,4,610,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00343510494003732,7.49069848216949,1,0,Late_LINE
440,4,615,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00353655618368946,7.42806454214149,1,0,Late_LINE
441,4,621,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00366099345427945,7.35423192755604,1,0,Late_LINE
442,4,623,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00370313170885598,7.32993610032653,1,0,Late_LINE
443,4,623,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00370313170885598,7.32993610032653,1,0,Late_LINE
444,4,624,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00372432515995928,7.31784637997203,1,0,Late_LINE
445,4,627,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0037884047520192,7.28180769882334,1,0,Late_LINE
446,4,629,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00383154212939415,7.25797209264102,1,0,Late_LINE
447,4,632,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00389687789778768,7.22250024123365,1,0,Late_LINE
448,4,633,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00391882505237682,7.21075064123418,1,0,Late_LINE
449,4,633,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00391882505237682,7.21075064123418,1,0,Late_LINE
450,4,638,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0040298322982155,7.15255218949191,1,0,Late_LINE
451,4,641,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00409745959727741,7.11806642155874,1,0,Late_LINE
452,4,643,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00414297335977763,7.0952535729801,1,0,Late_LINE
453,4,642,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00412017348241917,7.10664234438972,1,0,Late_LINE
454,4,641,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00409745959727741,7.11806642155874,1,0,Late_LINE
455,4,642,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00412017348241917,7.10664234438972,1,0,Late_LINE
456,4,646,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00421189053934963,7.06129741400234,1,0,Late_LINE
457,4,644,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00416585938884132,7.08389993884029,1,0,Late_LINE
458,4,653,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0043757367241619,6.98354996370352,1,0,Late_LINE
459,4,655,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00442333719586062,6.96151426104999,1,0,Late_LINE
460,4,658,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00449539870717474,6.92871184057876,1,0,Late_LINE
461,4,657,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00447128988607754,6.93961270021018,1,0,Late_LINE
462,4,654,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00439949301157774,6.97251526770463,1,0,Late_LINE
463,4,651,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0043284872080174,7.00572104496173,1,0,Late_LINE
464,4,650,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00430499366297383,7.01650672129506,1,0,Late_LINE
465,4,648,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00425826820708889,7.03883344420493,1,0,Late_LINE
466,4,646,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00421189053934963,7.06129741400234,1,0,Late_LINE
467,4,646,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00421189053934963,7.06129741400234,1,0,Late_LINE
468,4,644,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00416585938884132,7.08389993884029,1,0,Late_LINE
469,4,637,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00400746078432376,7.16411919728561,1,0,Late_LINE
470,4,635,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00396297317442997,7.18736188416009,1,0,Late_LINE
471,4,634,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00394085675769078,7.19903791519351,1,0,Late_LINE
472,4,629,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00383154212939415,7.25797209264102,1,0,Late_LINE
473,4,627,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0037884047520192,7.28180769882334,1,0,Late_LINE
474,4,626,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00376696151974116,7.29378236870785,1,0,Late_LINE
475,4,618,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00359840525790185,7.39096954497989,1,0,Late_LINE
476,4,616,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00355709068829545,7.41565950200556,1,0,Late_LINE
477,4,615,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00353655618368946,7.42806454214149,1,0,Late_LINE
478,4,608,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00339509132350782,7.51603999202962,1,0,Late_LINE
479,4,605,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00333567417897647,7.55785080628846,1,0,Late_LINE
480,4,600,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00323824341081521,7.62263858867511,1,0,Late_LINE
481,4,596,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00316172497665751,7.67525180582187,1,0,Late_LINE
482,4,589,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00303083427041619,7.76904661951423,1,0,Late_LINE
483,4,584,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00293966497419202,7.83742239429522,1,0,Late_LINE
484,4,575,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00278036746631305,7.96350468187705,1,0,Late_LINE
485,4,566,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00262714698610984,8.09361309714194,1,0,Late_LINE
486,4,563,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00257740282848936,8.13791146585919,1,0,Late_LINE
487,4,554,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00243209476972849,8.27370110918918,1,0,Late_LINE
488,4,546,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00230779736917058,8.39818367908435,1,0,Late_LINE
489,4,540,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00221752484475611,8.49398132077029,1,0,Late_LINE
490,3,535,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0178118444102453,6.07463818828866,1,0,Late_LINE
491,3,526,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0170336480423355,6.18139556006858,1,0,Late_LINE
492,3,511,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0157806564649415,6.36767927641086,1,0,Late_LINE
493,3,495,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0145044474648185,6.5788240380757,1,0,Late_LINE
494,3,476,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0130692133713018,6.8479864179349,1,0,Late_LINE
495,3,460,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.011927586817771,7.09130084097239,1,0,Late_LINE
496,3,440,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.0105857281867711,7.42339250156567,1,0,Late_LINE
497,3,418,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00921750168651475,7.82181747982449,1,0,Late_LINE
498,3,396,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.00796026343399968,8.26486185736735,1,0,Late_LINE
499,1,360,21,20039,Late,LINE,acceptor,_99___In_frame.fa_rm.bed,0.317197807409552,2.73285596558048,1,0,Late_LINE
0,3,253,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0217188518271222,5.356258593222,1,0,Early_LINE
1,3,308,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.035731677537091,4.38730189810189,1,0,Early_LINE
2,3,344,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0469097761014675,3.92114541158567,1,0,Early_LINE
3,3,378,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0588727186816353,3.56218280813709,1,0,Early_LINE
4,3,400,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0673122698119691,3.36266932349848,1,0,Early_LINE
5,3,418,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0746096107933759,3.21493201669046,1,0,Early_LINE
6,3,437,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.08268141050314,3.07220154230001,1,0,Early_LINE
7,3,450,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0884151742850013,2.98149598191382,1,0,Early_LINE
8,3,461,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0933964646630348,2.90874199466977,1,0,Early_LINE
9,3,471,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0980252938320679,2.84555124143072,1,0,Early_LINE
10,4,484,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0265911951007536,3.77565693668951,1,0,Early_LINE
11,4,491,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0278270536888804,3.72061224192585,1,0,Early_LINE
12,4,498,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0290970441832134,3.66631244151096,1,0,Early_LINE
13,4,502,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0298381394212537,3.63644340902146,1,0,Early_LINE
14,4,505,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0304013256517761,3.614355422628,1,0,Early_LINE
15,4,506,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0305904594046413,3.60705155395938,1,0,Early_LINE
16,4,511,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0315466832815257,3.57096511229442,1,0,Early_LINE
17,4,513,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0319341055012776,3.55672928100001,1,0,Early_LINE
18,4,522,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0337124776852356,3.49383478167427,1,0,Early_LINE
19,4,528,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0349299312812861,3.45307811236175,1,0,Early_LINE
20,4,536,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0365929824950814,3.4001545163692,1,0,Early_LINE
21,4,536,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0365929824950814,3.4001545163692,1,0,Early_LINE
22,4,543,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0380855286174287,3.35512498266552,1,0,Early_LINE
23,4,543,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0380855286174287,3.35512498266552,1,0,Early_LINE
24,4,549,47,20130,Early,LINE,donor,_99___In_frame.fa_rm.bed,0.0393926693543824,3.31744180697487,1,0,Early_LINE
