.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name,alpha_gene_name,label_junction
Control_Control,DLGAP3,ENSG00000116544.12,ENSG00000116544.12:t:34907355-34907437,0.0154,0.033,5,4,1,chr1,-,ENSG00000116544.12:t:34907355-34907437_34907437-34929069,34907437,34929069,,,chr1:34907437-34929069,target,non-NMD rescued,0,""
Control_Control,DLGAP3,ENSG00000116544.12,ENSG00000116544.12:t:34907355-34907437,0.0154,0.033,5,4,1,chr1,-,ENSG00000116544.12:t:34907355-34907437_34907437-34929059,34907437,34929059,,,chr1:34907437-34929059,target,NMD rescued,0,""
Control_Control,DLGAP3,ENSG00000116544.12,ENSG00000116544.12:t:34907355-34907437,0.0154,0.033,5,4,1,chr1,-,ENSG00000116544.12:t:34907355-34907437_34907437-34928988,34907437,34928988,,,chr1:34907437-34928988,target,non-NMD rescued,0,""
Control_Control,USP35,ENSG00000118369.13,ENSG00000118369.13:s:78188812-78189157,0.0087,0.0178,5,5,1,chr11,+,ENSG00000118369.13:s:78188812-78189157_78189158-78196235,78189158,78196235,78189158,78196235,chr11:78189158-78196235,source,NMD rescued,0,""
Control_Control,RLF,ENSG00000117000.9,ENSG00000117000.9:t:40190772-40190853,0.0445,0.0381,2,3,1,chr1,+,ENSG00000117000.9:t:40190772-40190853_40161636-40190772,40161636,40190772,,,chr1:40161636-40190772,target,non-NMD rescued,0,""
Control_Control,ST6GALNAC5,ENSG00000117069.15,ENSG00000117069.15:t:77062975-77067546,0.0433,0.0425,2,3,1,chr1,+,ENSG00000117069.15:t:77062975-77067546_77044613-77062975,77044613,77062975,,,chr1:77044613-77062975,target,non-NMD rescued,0,""
Control_Control,HMGCL,ENSG00000117305.15,ENSG00000117305.15:t:23808135-23808323,0.004,0.0068,5,5,1,chr1,-,ENSG00000117305.15:t:23808135-23808323_23808323-23814190,23808323,23814190,,,chr1:23808323-23814190,target,NMD rescued,0,""
Control_Control,B4GALT2,ENSG00000117411.18,ENSG00000117411.18:s:43979179-43979616,0.0023,0.0033,6,4,1,chr1,+,ENSG00000117411.18:s:43979179-43979616_43979511-43984865,43979511,43984865,,,chr1:43979511-43984865,source,NMD rescued,0,""
Control_Control,B4GALT2,ENSG00000117411.18,ENSG00000117411.18:s:43979179-43979616,0.0023,0.0033,6,4,1,chr1,+,ENSG00000117411.18:s:43979179-43979616_43979616-43984865,43979616,43984865,,,chr1:43979616-43984865,source,NMD rescued,0,""
Control_Control,TRIM32,ENSG00000119401.11,ENSG00000119401.11:s:116687305-116687665,0.0139,0.0249,4,3,1,chr9,+,ENSG00000119401.11:s:116687305-116687665_116687665-116697662,116687665,116697662,,,chr9:116687665-116697662,source,NMD rescued,0,""
Control_Control,TRIM32,ENSG00000119401.11,ENSG00000119401.11:t:116697662-116701300,0.0152,0.0278,4,3,1,chr9,+,ENSG00000119401.11:t:116697662-116701300_116687665-116697662,116687665,116697662,,,chr9:116687665-116697662,target,NMD rescued,0,""
Control_Control,HELLS,ENSG00000119969.15,ENSG00000119969.15:t:94558139-94558195,0.0196,0.0252,2,3,1,chr10,+,ENSG00000119969.15:t:94558139-94558195_94557222-94558139,94557222,94558139,,,chr10:94557222-94558139,target,NMD rescued,0,""
Control_Control,WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19978751-19978879,0.0026,0.0028,4,3,1,chr2,-,ENSG00000118965.16:s:19978751-19978879_19978167-19978751,19978167,19978751,19978168,19978750,chr2:19978167-19978751,source,NMD rescued,0,""
Control_Control,WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19978751-19978879,0.0026,0.0028,4,3,1,chr2,-,ENSG00000118965.16:s:19978751-19978879_19978120-19978751,19978120,19978751,19978168,19978750,chr2:19978120-19978751,source,non-NMD rescued,0,""
Control_Control,WDR35,ENSG00000118965.16,ENSG00000118965.16:t:19975530-19975663,0.0034,0.0034,3,3,1,chr2,-,ENSG00000118965.16:t:19975530-19975663_19975663-19977925,19975663,19977925,19975664,19977924,chr2:19975663-19977925,target,NMD rescued,0,""
Control_Control,CCDC92,ENSG00000119242.9,ENSG00000119242.9:t:123944669-123944740,0.0263,0.0382,2,3,1,chr12,-,ENSG00000119242.9:t:123944669-123944740_123944740-123972529,123944740,123972529,,,chr12:123944740-123972529,target,non-NMD rescued,0,""
Control_Control,GPSM2,ENSG00000121957.15,ENSG00000121957.15:s:108884821-108885578,0.0037,0.005,4,5,1,chr1,+,ENSG00000121957.15:s:108884821-108885578_108885578-108896317,108885578,108896317,,,chr1:108885578-108896317,source,non-NMD rescued,0,""
Control_Control,DNMT3A,ENSG00000119772.18,ENSG00000119772.18:s:25239130-25239215,4e-04,2e-04,9,4,1,chr2,-,ENSG00000119772.18:s:25239130-25239215_25237276-25239130,25237276,25239130,25237305,25239129,chr2:25237276-25239130,source,NMD rescued,0,""
Control_Control,DNMT3A,ENSG00000119772.18,ENSG00000119772.18:t:25236930-25237005,6e-04,3e-04,7,3,1,chr2,-,ENSG00000119772.18:t:25236930-25237005_25237005-25237139,25237005,25237139,25237006,25237134,chr2:25237005-25237139,target,NMD rescued,0,""
Control_Control,ATAD2B,ENSG00000119778.15,ENSG00000119778.15:t:23864809-23864924,0.0109,0.013,2,3,1,chr2,-,ENSG00000119778.15:t:23864809-23864924_23864924-23865921,23864924,23865921,,,chr2:23864924-23865921,target,non-NMD rescued,0,""
Control_Control,GPSM2,ENSG00000121957.15,ENSG00000121957.15:t:108896864-108897086,0.0036,0.0049,4,5,1,chr1,+,ENSG00000121957.15:t:108896864-108897086_108896431-108896864,108896431,108896864,,,chr1:108896431-108896864,target,non-NMD rescued,0,""
Control_Control,GORAB,ENSG00000120370.13,ENSG00000120370.13:t:170542491-170542592,0.0108,0.0164,3,3,1,chr1,+,ENSG00000120370.13:t:170542491-170542592_170540665-170542491,170540665,170542491,,,chr1:170540665-170542491,target,non-NMD rescued,0,""
Control_Control,RNF170,ENSG00000120925.16,ENSG00000120925.16:t:42861330-42861855,0.0184,0.0183,3,4,1,chr8,-,ENSG00000120925.16:t:42861330-42861855_42861855-42864617,42861855,42864617,,,chr8:42861855-42864617,target,non-NMD rescued,0,""
Control_Control,MED13L,ENSG00000123066.9,ENSG00000123066.9:s:116096669-116096911,0.0121,0.019,3,4,1,chr12,-,ENSG00000123066.9:s:116096669-116096911_116054357-116096669,116054357,116096669,,,chr12:116054357-116096669,source,NMD rescued,0,""
Control_Control,MED13L,ENSG00000123066.9,ENSG00000123066.9:t:116022456-116022601,0.0185,0.0253,2,3,1,chr12,-,ENSG00000123066.9:t:116022456-116022601_116022601-116054245,116022601,116054245,,,chr12:116022601-116054245,target,NMD rescued,0,""
Control_Control,SHLD2,ENSG00000122376.12,ENSG00000122376.12:t:87158048-87158155,0.0028,0.0034,4,4,1,chr10,+,ENSG00000122376.12:t:87158048-87158155_87156837-87158048,87156837,87158048,,,chr10:87156837-87158048,target,non-NMD rescued,0,""
Control_Control,MTRR,ENSG00000124275.15,ENSG00000124275.15:s:7877944-7878322,0.0105,0.0125,2,3,1,chr5,+,ENSG00000124275.15:s:7877944-7878322_7878322-7885701,7878322,7885701,,,chr5:7878322-7885701,source,non-NMD rescued,0,""
Control_Control,MTRR,ENSG00000124275.15,ENSG00000124275.15:t:7885701-7885854,0.0118,0.0191,3,4,1,chr5,+,ENSG00000124275.15:t:7885701-7885854_7878322-7885701,7878322,7885701,,,chr5:7878322-7885701,target,non-NMD rescued,0,""
Control_Control,PEPD,ENSG00000124299.15,ENSG00000124299.15:t:33500938-33501001,0.0034,0.0012,7,8,1,chr19,-,ENSG00000124299.15:t:33500938-33501001_33501001-33507343,33501001,33507343,,,chr19:33501001-33507343,target,non-NMD rescued,0,""
Control_Control,BBS9,ENSG00000122507.21,ENSG00000122507.21:s:33357855-33357995,0.021,0.0303,2,3,1,chr7,+,ENSG00000122507.21:s:33357855-33357995_33357995-33365564,33357995,33365564,,,chr7:33357995-33365564,source,NMD rescued,0,""
Control_Control,CYREN,ENSG00000122783.17,ENSG00000122783.17:s:135167732-135168179,0.004,0.0028,5,5,1,chr7,-,ENSG00000122783.17:s:135167732-135168179_135121177-135167732,135121177,135167732,135167409,135167731,chr7:135121177-135167732,source,non-NMD rescued,0,""
Control_Control,PKN1,ENSG00000123143.13,ENSG00000123143.13:s:14446409-14446561,0.0043,0.0026,4,4,1,chr19,+,ENSG00000123143.13:s:14446409-14446561_14446561-14450088,14446561,14450088,14446562,14450087,chr19:14446561-14450088,source,NMD rescued,0,""
Control_Control,PKN1,ENSG00000123143.13,ENSG00000123143.13:t:14450318-14450463,9e-04,2e-04,4,3,1,chr19,+,ENSG00000123143.13:t:14450318-14450463_14450214-14450318,14450214,14450318,14450215,14450317,chr19:14450214-14450318,target,NMD rescued,0,""
Control_Control,WDR83,ENSG00000123154.12,ENSG00000123154.12:s:12672273-12672601,0.0093,0.0167,4,3,1,chr19,+,ENSG00000123154.12:s:12672273-12672601_12672601-12673018,12672601,12673018,12672602,12672846,chr19:12672601-12673018,source,non-NMD rescued,0,""
Control_Control,WDR83,ENSG00000123154.12,ENSG00000123154.12:t:12672273-12672601,0.0208,0.0326,3,3,1,chr19,+,ENSG00000123154.12:t:12672273-12672601_12670297-12672483,12670297,12672483,12670822,12672272,chr19:12670297-12672483,target,NMD rescued,0,""
Control_Control,DDX31,ENSG00000125485.17,ENSG00000125485.17:s:132612087-132612313,0.0066,0.0068,2,3,1,chr9,-,ENSG00000125485.17:s:132612087-132612313_132596422-132612087,132596422,132612087,,,chr9:132596422-132612087,source,NMD rescued,0,""
Control_Control,TUBGCP3,ENSG00000126216.15,ENSG00000126216.15:t:112522320-112522509,0.0237,0.0236,2,3,1,chr13,-,ENSG00000126216.15:t:112522320-112522509_112522509-112545699,112522509,112545699,,,chr13:112522509-112545699,target,non-NMD rescued,0,""
Control_Control,RIOK1,ENSG00000124784.9,ENSG00000124784.9:s:7405249-7405355,0.0016,6e-04,3,3,1,chr6,+,ENSG00000124784.9:s:7405249-7405355_7405355-7409276,7405355,7409276,7405356,7409275,chr6:7405355-7409276,source,NMD rescued,0,""
Control_Control,RIOK1,ENSG00000124784.9,ENSG00000124784.9:t:7410378-7410451,9e-04,4e-04,5,3,1,chr6,+,ENSG00000124784.9:t:7410378-7410451_7409396-7410386,7409396,7410386,7409399,7410377,chr6:7409396-7410386,target,NMD rescued,0,""
Control_Control,AHNAK,ENSG00000124942.14,ENSG00000124942.14:s:62522537-62523396,0.0036,0.0063,5,4,1,chr11,-,ENSG00000124942.14:s:62522537-62523396_62522152-62522537,62522152,62522537,,,chr11:62522152-62522537,source,NMD rescued,0,""
Control_Control,TMEM175,ENSG00000127419.17,ENSG00000127419.17:s:932387-932540,0.0029,0.0049,6,6,1,chr4,+,ENSG00000127419.17:s:932387-932540_932540-951207,932540,951207,,,chr4:932540-951207,source,non-NMD rescued,0,""
Control_Control,TMEM175,ENSG00000127419.17,ENSG00000127419.17:s:952411-952539,0.0115,0.0178,3,3,1,chr4,+,ENSG00000127419.17:s:952411-952539_952450-952817,952450,952817,,,chr4:952450-952817,source,non-NMD rescued,0,""
Control_Control,TMEM175,ENSG00000127419.17,ENSG00000127419.17:t:951207-951259,0.0052,0.0047,2,3,1,chr4,+,ENSG00000127419.17:t:951207-951259_932540-951207,932540,951207,,,chr4:932540-951207,target,non-NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:s:95115922-95116001,0.0106,0.0167,3,4,1,chr13,-,ENSG00000125257.16:s:95115922-95116001_95105103-95115922,95105103,95115922,,,chr13:95105103-95115922,source,NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:s:95161189-95161335,0.0436,0.0622,2,3,1,chr13,-,ENSG00000125257.16:s:95161189-95161335_95157322-95161189,95157322,95161189,,,chr13:95157322-95161189,source,NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:t:95019835-95021682,0.0132,0.0161,2,3,1,chr13,-,ENSG00000125257.16:t:95019835-95021682_95021682-95025066,95021682,95025066,,,chr13:95021682-95025066,target,NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:t:95083140-95083290,0.0167,0.0229,2,3,1,chr13,-,ENSG00000125257.16:t:95083140-95083290_95083290-95105046,95083290,95105046,,,chr13:95083290-95105046,target,non-NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:t:95115922-95116001,0.0218,0.0428,4,4,1,chr13,-,ENSG00000125257.16:t:95115922-95116001_95116001-95157161,95116001,95157161,,,chr13:95116001-95157161,target,NMD rescued,0,""
Control_Control,ABCC4,ENSG00000125257.16,ENSG00000125257.16:t:95115922-95116001,0.0218,0.0428,4,4,1,chr13,-,ENSG00000125257.16:t:95115922-95116001_95116001-95157140,95116001,95157140,,,chr13:95116001-95157140,target,NMD rescued,0,""
Control_Control,PMS2P3,ENSG00000127957.18,ENSG00000127957.18:s:75525905-75526026,0.0196,0.0252,2,3,1,chr7,-,ENSG00000127957.18:s:75525905-75526026_75524256-75525905,75524256,75525905,,,chr7:75524256-75525905,source,NMD rescued,0,""
Control_Control,PMS2P3,ENSG00000127957.18,ENSG00000127957.18:t:75516043-75516235,0.0131,0.0198,3,4,1,chr7,-,ENSG00000127957.18:t:75516043-75516235_75516220-75524054,75516220,75524054,,,chr7:75516220-75524054,target,non-NMD rescued,0,""
Control_Control,ZNF780B,ENSG00000128000.17,ENSG00000128000.17:s:40055416-40055576,0.0323,0.0455,2,3,1,chr19,-,ENSG00000128000.17:s:40055416-40055576_40048796-40055416,40048796,40055416,,,chr19:40048796-40055416,source,non-NMD rescued,0,""
Control_Control,RALY,ENSG00000125970.12,ENSG00000125970.12:s:34072066-34072330,1e-04,0,10,7,1,chr20,+,ENSG00000125970.12:s:34072066-34072330_34072330-34075874,34072330,34075874,34072331,34072866,chr20:34072330-34075874,source,NMD rescued,0,""
Control_Control,RALY,ENSG00000125970.12,ENSG00000125970.12:s:34072066-34072330,0.0154,0.0064,10,7,1,chr20,+,ENSG00000125970.12:s:34072066-34072330_34072330-34076702,34072330,34076702,34072331,34072866,chr20:34072330-34076702,source,non-NMD rescued,0,""
Control_Control,RALY,ENSG00000125970.12,ENSG00000125970.12:t:34075874-34076229,3e-04,0,5,5,1,chr20,+,ENSG00000125970.12:t:34075874-34076229_34072330-34075874,34072330,34075874,34075428,34075873,chr20:34072330-34075874,target,NMD rescued,0,""
Control_Control,RALY,ENSG00000125970.12,ENSG00000125970.12:t:34076696-34076815,0.0188,0.0103,4,5,1,chr20,+,ENSG00000125970.12:t:34076696-34076815_34072330-34076702,34072330,34076702,,,chr20:34072330-34076702,target,non-NMD rescued,0,""
Control_Control,SCAF1,ENSG00000126461.15,ENSG00000126461.15:s:49642209-49642242,0.0358,0.0359,3,3,1,chr19,+,ENSG00000126461.15:s:49642209-49642242_49642242-49645354,49642242,49645354,49642243,49642659,chr19:49642242-49645354,source,non-NMD rescued,0,""
Control_Control,ATG14,ENSG00000126775.9,ENSG00000126775.9:s:55395940-55395982,0.0333,0.0572,3,3,1,chr14,-,ENSG00000126775.9:s:55395940-55395982_55394715-55395940,55394715,55395940,55394716,55395939,chr14:55394715-55395940,source,NMD rescued,0,""
Control_Control,ATG14,ENSG00000126775.9,ENSG00000126775.9:t:55390911-55391302,0.0333,0.0572,3,3,1,chr14,-,ENSG00000126775.9:t:55390911-55391302_55390992-55394649,55390992,55394649,55391303,55394648,chr14:55390992-55394649,target,NMD rescued,0,""
Control_Control,DLGAP5,ENSG00000126787.13,ENSG00000126787.13:s:55162971-55163075,0.0217,0.023,3,4,1,chr14,-,ENSG00000126787.13:s:55162971-55163075_55162615-55162971,55162615,55162971,,,chr14:55162615-55162971,source,non-NMD rescued,0,""
Control_Control,RPL36,ENSG00000130255.13,ENSG00000130255.13:s:5674947-5675339,0.0264,0.0424,3,3,1,chr19,+,ENSG00000130255.13:s:5674947-5675339_5675339-5676721,5675339,5676721,5675340,5681026,chr19:5675339-5676721,source,NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17623542-17623547,0.0028,0.0033,4,4,1,chr19,-,ENSG00000130477.16:s:17623542-17623547_17623263-17623542,17623263,17623542,,,chr19:17623263-17623542,source,non-NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17642845-17642960,0.0034,0.0042,4,3,1,chr19,-,ENSG00000130477.16:s:17642845-17642960_17642591-17642845,17642591,17642845,17642592,17642844,chr19:17642591-17642845,source,NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17642845-17642960,0.0034,0.0042,4,3,1,chr19,-,ENSG00000130477.16:s:17642845-17642960_17642541-17642845,17642541,17642845,17642592,17642844,chr19:17642541-17642845,source,non-NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17642845-17642960,0.0246,0.0204,4,3,1,chr19,-,ENSG00000130477.16:s:17642845-17642960_17642592-17642844,17642592,17642844,17642592,17642844,chr19:17642592-17642844,source,non-NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17655274-17655382,0.0051,0.0043,2,3,1,chr19,-,ENSG00000130477.16:s:17655274-17655382_17653320-17655274,17653320,17655274,,,chr19:17653320-17655274,source,non-NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:t:17641393-17641556,0.0034,0.0042,4,4,1,chr19,-,ENSG00000130477.16:t:17641393-17641556_17641556-17642414,17641556,17642414,17641557,17641824,chr19:17641556-17642414,target,NMD rescued,1,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:t:17641393-17641556,0.0246,0.0204,4,4,1,chr19,-,ENSG00000130477.16:t:17641393-17641556_17641557-17641824,17641557,17641824,17641557,17641824,chr19:17641557-17641824,target,non-NMD rescued,0,""
Control_Control,UNC13A,ENSG00000130477.16,ENSG00000130477.16:t:17652631-17652677,0.0034,0.0032,3,4,1,chr19,-,ENSG00000130477.16:t:17652631-17652677_17652677-17652953,17652677,17652953,,,chr19:17652677-17652953,target,non-NMD rescued,0,""
Control_Control,PXDN,ENSG00000130508.11,ENSG00000130508.11:s:1653076-1653785,6e-04,1e-04,6,4,1,chr2,-,ENSG00000130508.11:s:1653076-1653785_1650886-1653628,1650886,1653628,1650917,1653075,chr2:1650886-1653628,source,non-NMD rescued,0,""
Control_Control,PXDN,ENSG00000130508.11,ENSG00000130508.11:t:1648172-1649675,0.0046,0.003,4,3,1,chr2,-,ENSG00000130508.11:t:1648172-1649675_1649675-1650800,1649675,1650800,1649676,1650799,chr2:1649675-1650800,target,non-NMD rescued,0,""
Control_Control,SULT4A1,ENSG00000130540.14,ENSG00000130540.14:t:43833640-43833734,0.0157,0.027,3,3,1,chr22,-,ENSG00000130540.14:t:43833640-43833734_43833734-43833989,43833734,43833989,43833735,43838866,chr22:43833734-43833989,target,non-NMD rescued,0,""
Control_Control,CEP85,ENSG00000130695.16,ENSG00000130695.16:s:26255171-26255865,0.003,0.0035,4,3,1,chr1,+,ENSG00000130695.16:s:26255171-26255865_26255865-26256781,26255865,26256781,,,chr1:26255865-26256781,source,NMD rescued,0,""
Control_Control,LAMA5,ENSG00000130702.15,ENSG00000130702.15:s:62326865-62326966,0.0061,0.006,2,3,1,chr20,-,ENSG00000130702.15:s:62326865-62326966_62325546-62326865,62325546,62326865,,,chr20:62325546-62326865,source,non-NMD rescued,0,""
Control_Control,LAMA5,ENSG00000130702.15,ENSG00000130702.15:t:62325140-62325546,0.003,0.0038,4,4,1,chr20,-,ENSG00000130702.15:t:62325140-62325546_62325546-62326865,62325546,62326865,62325547,62326459,chr20:62325546-62326865,target,non-NMD rescued,0,""
Control_Control,TUBGCP6,ENSG00000128159.12,ENSG00000128159.12:s:50240204-50240367,0.0055,0.0086,4,4,1,chr22,-,ENSG00000128159.12:s:50240204-50240367_50229577-50240204,50229577,50240204,,,chr22:50229577-50240204,source,NMD rescued,0,""
Control_Control,TUBGCP6,ENSG00000128159.12,ENSG00000128159.12:t:50229404-50229577,0.0128,0.0155,2,3,1,chr22,-,ENSG00000128159.12:t:50229404-50229577_50229577-50240204,50229577,50240204,,,chr22:50229577-50240204,target,NMD rescued,0,""
Control_Control,PNCK,ENSG00000130822.16,ENSG00000130822.16:s:153670744-153670831,0.0375,0.026,2,3,1,chrX,-,ENSG00000130822.16:s:153670744-153670831_153670130-153670744,153670130,153670744,,,chrX:153670130-153670744,source,non-NMD rescued,0,""
Control_Control,SYNE1,ENSG00000131018.25,ENSG00000131018.25:s:152249161-152249262,0.0233,0.0327,2,3,1,chr6,-,ENSG00000131018.25:s:152249161-152249262_152247944-152249161,152247944,152249161,,,chr6:152247944-152249161,source,NMD rescued,1,""
Control_Control,SYNE1,ENSG00000131018.25,ENSG00000131018.25:t:152244537-152244656,0.0233,0.0327,2,3,1,chr6,-,ENSG00000131018.25:t:152244537-152244656_152244656-152247823,152244656,152247823,,,chr6:152244656-152247823,target,NMD rescued,0,""
Control_Control,HERC2,ENSG00000128731.18,ENSG00000128731.18:s:28206240-28206382,0.017,0.024,2,2,1,chr15,-,ENSG00000128731.18:s:28206240-28206382_28202633-28206240,28202633,28206240,,,chr15:28202633-28206240,source,non-NMD rescued,0,""
Control_Control,SERGEF,ENSG00000129158.11,ENSG00000129158.11:s:17878208-17878244,0.0088,0.0188,6,7,1,chr11,-,ENSG00000129158.11:s:17878208-17878244_17867003-17878208,17867003,17878208,,,chr11:17867003-17878208,source,non-NMD rescued,0,""
Control_Control,SH3BP5,ENSG00000131370.16,ENSG00000131370.16:s:15258831-15259050,0.0062,0.0092,3,3,1,chr3,-,ENSG00000131370.16:s:15258831-15259050_15256303-15258831,15256303,15258831,15257114,15258830,chr3:15256303-15258831,source,non-NMD rescued,0,""
Control_Control,EPB41L4A,ENSG00000129595.14,ENSG00000129595.14:s:112275239-112275404,0.0259,0.0397,2,3,1,chr5,-,ENSG00000129595.14:s:112275239-112275404_112267284-112275326,112267284,112275326,,,chr5:112267284-112275326,source,non-NMD rescued,0,""
Control_Control,EPB41L4A,ENSG00000129595.14,ENSG00000129595.14:t:112266233-112266330,0.0259,0.0397,2,3,1,chr5,-,ENSG00000129595.14:t:112266233-112266330_112266330-112267210,112266330,112267210,,,chr5:112266330-112267210,target,non-NMD rescued,0,""
Control_Control,RFX1,ENSG00000132005.9,ENSG00000132005.9:s:13980573-13980689,0.0208,0.0268,2,2,1,chr19,-,ENSG00000132005.9:s:13980573-13980689_13979542-13980612,13979542,13980612,,,chr19:13979542-13980612,source,non-NMD rescued,0,""
Control_Control,SPATA6,ENSG00000132122.12,ENSG00000132122.12:s:48355445-48355769,0.0338,0.0373,4,3,1,chr1,-,ENSG00000132122.12:s:48355445-48355769_48298893-48355670,48298893,48355670,,,chr1:48298893-48355670,source,non-NMD rescued,0,""
Control_Control,SPATA6,ENSG00000132122.12,ENSG00000132122.12:s:48385309-48385349,0.01,0.0157,3,4,1,chr1,-,ENSG00000132122.12:s:48385309-48385349_48384234-48385309,48384234,48385309,,,chr1:48384234-48385309,source,NMD rescued,0,""
Control_Control,LANCL2,ENSG00000132434.10,ENSG00000132434.10:t:55411907-55412089,0.0083,0.0065,3,4,1,chr7,+,ENSG00000132434.10:t:55411907-55412089_55409781-55411907,55409781,55411907,,,chr7:55409781-55411907,target,NMD rescued,0,""
Control_Control,CAMSAP1,ENSG00000130559.19,ENSG00000130559.19:s:135862467-135862608,0.0042,0.0036,2,3,1,chr9,-,ENSG00000130559.19:s:135862467-135862608_135857673-135862467,135857673,135862467,,,chr9:135857673-135862467,source,non-NMD rescued,0,""
Control_Control,TAF4,ENSG00000130699.19,ENSG00000130699.19:s:62004509-62006995,0.0136,0.0215,3,3,1,chr20,-,ENSG00000130699.19:s:62004509-62006995_62003274-62006510,62003274,62006510,,,chr20:62003274-62006510,source,NMD rescued,0,""
Control_Control,MTSS2,ENSG00000132613.15,ENSG00000132613.15:s:70674306-70674528,0.0017,0.0017,5,5,1,chr16,-,ENSG00000132613.15:s:70674306-70674528_70669046-70674306,70669046,70674306,,,chr16:70669046-70674306,source,non-NMD rescued,0,""
Control_Control,WASF3,ENSG00000132970.14,ENSG00000132970.14:s:26676549-26676724,0.008,0.0086,2,3,1,chr13,+,ENSG00000132970.14:s:26676549-26676724_26676724-26680035,26676724,26680035,,,chr13:26676724-26680035,source,non-NMD rescued,0,""
Control_Control,COG6,ENSG00000133103.17,ENSG00000133103.17:t:39719236-39719367,0.0172,0.0242,2,3,1,chr13,+,ENSG00000133103.17:t:39719236-39719367_39694725-39719236,39694725,39719236,,,chr13:39694725-39719236,target,NMD rescued,0,""
Control_Control,TRAF3,ENSG00000131323.16,ENSG00000131323.16:s:102876358-102876677,0.0056,0.0086,4,5,1,chr14,+,ENSG00000131323.16:s:102876358-102876677_102876525-102878240,102876525,102878240,,,chr14:102876525-102878240,source,NMD rescued,0,""
Control_Control,TRAF3,ENSG00000131323.16,ENSG00000131323.16:t:102886189-102886269,0.0128,0.0161,2,3,1,chr14,+,ENSG00000131323.16:t:102886189-102886269_102878329-102886189,102878329,102886189,,,chr14:102878329-102886189,target,NMD rescued,0,""
Control_Control,HACL1,ENSG00000131373.15,ENSG00000131373.15:s:15563358-15563544,0.0147,0.0196,2,3,1,chr3,-,ENSG00000131373.15:s:15563358-15563544_15562983-15563358,15562983,15563358,,,chr3:15562983-15563358,source,non-NMD rescued,0,""
Control_Control,ARNTL,ENSG00000133794.20,ENSG00000133794.20:s:13372163-13372803,0.0148,0.0189,2,3,1,chr11,+,ENSG00000133794.20:s:13372163-13372803_13372803-13380789,13372803,13380789,,,chr11:13372803-13380789,source,NMD rescued,0,""
Control_Control,EFR3A,ENSG00000132294.15,ENSG00000132294.15:s:131904093-131904322,0.0135,0.0175,2,3,1,chr8,+,ENSG00000132294.15:s:131904093-131904322_131904322-131905307,131904322,131905307,,,chr8:131904322-131905307,source,NMD rescued,0,""
Control_Control,CDK7,ENSG00000134058.12,ENSG00000134058.12:s:69259818-69259936,0.0018,0.001,3,3,1,chr5,+,ENSG00000134058.12:s:69259818-69259936_69259936-69261323,69259936,69261323,,,chr5:69259936-69261323,source,non-NMD rescued,0,""
Control_Control,CDK7,ENSG00000134058.12,ENSG00000134058.12:s:69259818-69259936,0.0018,0.001,3,3,1,chr5,+,ENSG00000134058.12:s:69259818-69259936_69259936-69261377,69259936,69261377,,,chr5:69259936-69261377,source,NMD rescued,0,""
Control_Control,CDK7,ENSG00000134058.12,ENSG00000134058.12:t:69262205-69262304,0.0014,8e-04,4,5,1,chr5,+,ENSG00000134058.12:t:69262205-69262304_69261458-69262205,69261458,69262205,,,chr5:69261458-69262205,target,NMD rescued,0,""
Control_Control,MEIS2,ENSG00000134138.20,ENSG00000134138.20:s:37097934-37098531,0.0121,0.0047,11,4,1,chr15,-,ENSG00000134138.20:s:37097934-37098531_37096430-37097934,37096430,37097934,37097439,37097933,chr15:37096430-37097934,source,non-NMD rescued,0,""
Control_Control,MEIS2,ENSG00000134138.20,ENSG00000134138.20:s:37097934-37098531,2e-04,0,11,4,1,chr15,-,ENSG00000134138.20:s:37097934-37098531_37095614-37097934,37095614,37097934,37097439,37097933,chr15:37095614-37097934,source,NMD rescued,0,""
