gene_name,paste_into_igv_junction,group,auc,fpr_value,tpr_value,value_not_path,value_tdp_path,frac_ob_not_path,frac_ob_tdp_path,n_samples_not_path,n_samples_tdp_path,true_dark,strand,datasets_detected,new_cate,tdp43_sensitivity_be2,tdp43_sensitivity_sh,chx_effect,upf1_effect,smg1_effect
NME1-NME2,chr17:51161273-51166826,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
MAP4K5,chr14:50532158-50542499,Cord,0.524644422162805,0.411764705882353,0.443181818181818,37,168,0.241830065359477,0.238636363636364,153,704,,-,Appocher-SKNBE2,"","","","","",""
MAP4K5,chr14:50532158-50542499,FTD frontal/temporal,0.461098901098901,0.353846153846154,0.3,25,10,0.192307692307692,0.142857142857143,130,70,,-,Appocher-SKNBE2,"","","","","",""
MAP4K5,chr14:50532158-50542499,Motor Cortex,0.51365989142785,0.292134831460674,0.355056179775281,7,52,0.0786516853932584,0.11685393258427,89,445,,-,Appocher-SKNBE2,"","","","","",""
MAP4K5,chr14:50532158-50542499,RiMOD,0.457407407407407,0.407407407407407,0.35,9,5,0.333333333333333,0.25,27,20,,-,Appocher-SKNBE2,"","","","","",""
BCAT1,chr12:24902315-24902947,Cord,0.470128676470588,0.254901960784314,0.205965909090909,14,47,0.0915032679738562,0.0667613636363636,153,704,,-,Appocher-SKNBE2,"","","","","",""
BCAT1,chr12:24902315-24902947,FTD frontal/temporal,0.481593406593406,0.176923076923077,0.142857142857143,9,3,0.0692307692307692,0.0428571428571429,130,70,,-,Appocher-SKNBE2,"","","","","",""
BCAT1,chr12:24902315-24902947,Motor Cortex,0.498131549046838,0.258426966292135,0.256179775280899,8,37,0.0898876404494382,0.0831460674157303,89,445,,-,Appocher-SKNBE2,"","","","","",""
BCAT1,chr12:24902315-24902947,RiMOD,0.498148148148148,0.296296296296296,0.25,7,5,0.259259259259259,0.25,27,20,,-,Appocher-SKNBE2,"","","","","",""
TUBE1,chr6:112074851-112075084,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
ACTL6B,chr7:100650643-100655019,Cord,0.518284870766489,0.0130718954248366,0.0497159090909091,0,7,0,0.00994318181818182,153,704,,-,"Appocher-SKNBE2, Brown-i3Cortical, Humphrey-i3Cortical, Klim-MotorNeuron, Melamed-SHSY5Y, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,non-NMD rescued
ACTL6B,chr7:100650643-100655019,FTD frontal/temporal,0.71478021978022,0.1,0.514285714285714,5,18,0.0384615384615385,0.257142857142857,130,70,,-,"Appocher-SKNBE2, Brown-i3Cortical, Humphrey-i3Cortical, Klim-MotorNeuron, Melamed-SHSY5Y, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,non-NMD rescued
ACTL6B,chr7:100650643-100655019,Motor Cortex,0.615679838404242,0.101123595505618,0.319101123595506,1,46,0.0112359550561798,0.103370786516854,89,445,,-,"Appocher-SKNBE2, Brown-i3Cortical, Humphrey-i3Cortical, Klim-MotorNeuron, Melamed-SHSY5Y, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,non-NMD rescued
ACTL6B,chr7:100650643-100655019,RiMOD,0.918518518518519,0,0.75,5,16,0.185185185185185,0.8,27,20,,-,"Appocher-SKNBE2, Brown-i3Cortical, Humphrey-i3Cortical, Klim-MotorNeuron, Melamed-SHSY5Y, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,non-NMD rescued
POMGNT1,chr1:46193389-46193563,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
PSMC5,chr17:63827924-63828118,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
GRAMD1A,chr19:35000486-35001098,Cord,0.508680555555556,0.0196078431372549,0.0369318181818182,1,4,0.0065359477124183,0.00568181818181818,153,704,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Klim-MotorNeuron, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,NMD rescued
GRAMD1A,chr19:35000486-35001098,FTD frontal/temporal,0.524505494505495,0.00769230769230767,0.0571428571428571,0,0,0,0,130,70,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Klim-MotorNeuron, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,NMD rescued
GRAMD1A,chr19:35000486-35001098,Motor Cortex,0.490998611286454,0.0337078651685393,0.0157303370786517,0,0,0,0,89,445,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Klim-MotorNeuron, Seddighi-i3Cortical, Vargas-i3LMN, UPF1 - i3Cortical, CHX -SHY5Y, SMG1i -SHY5Y, curve_experiments",Early,Early,Early,non-NMD rescued,non-NMD rescued,NMD rescued
GRAMD1A,chr19:35022039-35022899,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
GRAMD1A,chr19:35001244-35009119,Cord,0.483878305109923,0.228758169934641,0.203125,16,52,0.104575163398693,0.0738636363636364,153,704,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Seddighi-i3Cortical, Vargas-i3LMN, curve_experiments",Early,Early,Early,"","",""
GRAMD1A,chr19:35001244-35009119,FTD frontal/temporal,0.523626373626374,0.146153846153846,0.2,4,7,0.0307692307692308,0.1,130,70,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Seddighi-i3Cortical, Vargas-i3LMN, curve_experiments",Early,Early,Early,"","",""
GRAMD1A,chr19:35001244-35009119,Motor Cortex,0.476126751672769,0.146067415730337,0.098876404494382,1,5,0.0112359550561798,0.0112359550561798,89,445,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Seddighi-i3Cortical, Vargas-i3LMN, curve_experiments",Early,Early,Early,"","",""
GRAMD1A,chr19:35001244-35009119,RiMOD,0.625925925925926,0.0370370370370371,0.3,1,4,0.037037037037037,0.2,27,20,,+,"Appocher-SKNBE2, Brown-i3Cortical, Brown-SKNBE2, Humphrey-i3Cortical, Seddighi-i3Cortical, Vargas-i3LMN, curve_experiments",Early,Early,Early,"","",""
SBF1,chr22:50466710-50466978,Cord,0.533315693701723,0.555555555555556,0.575284090909091,130,563,0.849673202614379,0.799715909090909,153,704,,-,"Appocher-SKNBE2, curve_experiments",Intermediate,Intermediate,Intermediate,"","",""
SBF1,chr22:50466710-50466978,FTD frontal/temporal,0.506208791208791,0.530769230769231,0.571428571428571,130,70,1,1,130,70,,-,"Appocher-SKNBE2, curve_experiments",Intermediate,Intermediate,Intermediate,"","",""
SBF1,chr22:50466710-50466978,Motor Cortex,0.574245676051004,0.49438202247191,0.564044943820225,89,441,1,0.991011235955056,89,445,,-,"Appocher-SKNBE2, curve_experiments",Intermediate,Intermediate,Intermediate,"","",""
SBF1,chr22:50466710-50466978,RiMOD,0.55,0.518518518518519,0.65,27,20,1,1,27,20,,-,"Appocher-SKNBE2, curve_experiments",Intermediate,Intermediate,Intermediate,"","",""
TRMU,chr22:46331732-46333995,Cord,0.500222816399287,0.0392156862745098,0.0397727272727273,1,5,0.0065359477124183,0.00710227272727273,153,704,,+,Appocher-SKNBE2,"","","","","",""
TRMU,chr22:46331732-46333995,FTD frontal/temporal,0.507142857142857,0,0.0142857142857143,0,1,0,0.0142857142857143,130,70,,+,Appocher-SKNBE2,"","","","","",""
TRMU,chr22:46331732-46333995,Motor Cortex,0.504494382022472,0,0.00898876404494382,0,0,0,0,89,445,,+,Appocher-SKNBE2,"","","","","",""
TIMM9,chr14:58411971-58427054,Cord,0.5365001114082,0.398692810457516,0.470170454545455,138,672,0.901960784313725,0.954545454545455,153,704,,-,Appocher-SKNBE2,"","","","","",""
TIMM9,chr14:58411971-58427054,FTD frontal/temporal,0.582142857142858,0.4,0.5,119,64,0.915384615384615,0.914285714285714,130,70,,-,Appocher-SKNBE2,"","","","","",""
TIMM9,chr14:58411971-58427054,Motor Cortex,0.478803181416488,0.550561797752809,0.557303370786517,78,420,0.876404494382023,0.943820224719101,89,445,,-,Appocher-SKNBE2,"","","","","",""
TIMM9,chr14:58411971-58427054,RiMOD,0.672222222222222,0.37037037037037,0.6,26,19,0.962962962962963,0.95,27,20,,-,Appocher-SKNBE2,"","","","","",""
DICER1,chr14:95141187-95141683,Cord,0.46719492721331,0.326797385620915,0.262784090909091,23,51,0.150326797385621,0.0724431818181818,153,704,,-,Appocher-SKNBE2,"","","","","",""
DICER1,chr14:95141187-95141683,FTD frontal/temporal,0.461648351648352,0.192307692307692,0.114285714285714,7,0,0.0538461538461539,0,130,70,,-,Appocher-SKNBE2,"","","","","",""
DICER1,chr14:95141187-95141683,Motor Cortex,0.479737406893069,0.224719101123596,0.186516853932584,6,20,0.0674157303370787,0.0449438202247191,89,445,,-,Appocher-SKNBE2,"","","","","",""
DICER1,chr14:95141187-95141683,RiMOD,0.474074074074074,0.259259259259259,0.2,3,2,0.111111111111111,0.1,27,20,,-,Appocher-SKNBE2,"","","","","",""
AP3B2,chr15:82664944-82665246,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
IKBKB,chr8:42326097-42330914,Cord,0.533501374034462,0.607843137254902,0.623579545454545,63,291,0.411764705882353,0.413352272727273,153,704,,+,Appocher-SKNBE2,"","","","","",""
IKBKB,chr8:42326097-42330914,FTD frontal/temporal,0.675,0.253846153846154,0.528571428571429,45,42,0.346153846153846,0.6,130,70,,+,Appocher-SKNBE2,"","","","","",""
IKBKB,chr8:42326097-42330914,Motor Cortex,0.487943441484661,0.325842696629214,0.298876404494382,22,108,0.247191011235955,0.242696629213483,89,445,,+,Appocher-SKNBE2,"","","","","",""
IKBKB,chr8:42326097-42330914,RiMOD,0.575925925925926,0.259259259259259,0.3,17,14,0.62962962962963,0.7,27,20,,+,Appocher-SKNBE2,"","","","","",""
IKBKB,chr8:42326469-42329123,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
SLC1A5,chr19:46784560-46784594,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138187599-138221926,Cord,0.476251485442662,0.555555555555556,0.553977272727273,148,699,0.967320261437908,0.992897727272727,153,704,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138187599-138221926,FTD frontal/temporal,0.558626373626373,0.453846153846154,0.457142857142857,128,68,0.984615384615385,0.971428571428571,130,70,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138187599-138221926,Motor Cortex,0.593069056937256,0.393258426966292,0.474157303370787,85,444,0.955056179775281,0.997752808988764,89,445,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138187599-138221926,RiMOD,0.469444444444444,0.592592592592593,0.6,27,19,1,0.95,27,20,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138188530-138221926,Cord,0.527415701128937,0.470588235294118,0.46875,104,532,0.679738562091503,0.755681818181818,153,704,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138188530-138221926,FTD frontal/temporal,0.543901098901099,0.423076923076923,0.5,106,59,0.815384615384615,0.842857142857143,130,70,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138188530-138221926,Motor Cortex,0.540323191516223,0.460674157303371,0.539325842696629,77,393,0.865168539325843,0.88314606741573,89,445,,+,Appocher-SKNBE2,"","","","","",""
ARMC8,chr3:138188530-138221926,RiMOD,0.647222222222222,0.444444444444444,0.7,25,19,0.925925925925926,0.95,27,20,,+,Appocher-SKNBE2,"","","","","",""
GON4L,chr1:155831620-155853276,Cord,0.499675059417707,0.431372549019608,0.440340909090909,48,179,0.313725490196078,0.254261363636364,153,704,,-,Appocher-SKNBE2,"","","","","",""
GON4L,chr1:155831620-155853276,FTD frontal/temporal,0.553296703296704,0.430769230769231,0.542857142857143,30,11,0.230769230769231,0.157142857142857,130,70,,-,Appocher-SKNBE2,"","","","","",""
GON4L,chr1:155831620-155853276,Motor Cortex,0.566304759500063,0.48314606741573,0.61123595505618,21,65,0.235955056179775,0.146067415730337,89,445,,-,Appocher-SKNBE2,"","","","","",""
GON4L,chr1:155831620-155853276,RiMOD,0.394444444444444,0.444444444444444,0.25,8,2,0.296296296296296,0.1,27,20,,-,Appocher-SKNBE2,"","","","","",""
WLS,chr1:68098753-68137780,Cord,0.521534276589424,0.398692810457516,0.458806818181818,148,694,0.967320261437908,0.985795454545455,153,704,,-,Appocher-SKNBE2,"","","","","",""
WLS,chr1:68098753-68137780,FTD frontal/temporal,0.568021978021978,0.561538461538462,0.585714285714286,114,59,0.876923076923077,0.842857142857143,130,70,,-,Appocher-SKNBE2,"","","","","",""
WLS,chr1:68098753-68137780,Motor Cortex,0.481050372427724,0.48314606741573,0.456179775280899,76,368,0.853932584269663,0.826966292134831,89,445,,-,Appocher-SKNBE2,"","","","","",""
WLS,chr1:68098753-68137780,RiMOD,0.509259259259259,0.481481481481482,0.45,26,20,0.962962962962963,1,27,20,,-,Appocher-SKNBE2,"","","","","",""
ERI3,chr1:44319744-44354892,Cord,0.55123848781937,0.490196078431373,0.590909090909091,82,339,0.535947712418301,0.481534090909091,153,704,,-,Appocher-SKNBE2,"","","","","",""
ERI3,chr1:44319744-44354892,FTD frontal/temporal,0.527527472527472,0.592307692307692,0.6,73,28,0.561538461538462,0.4,130,70,,-,Appocher-SKNBE2,"","","","","",""
ERI3,chr1:44319744-44354892,Motor Cortex,0.47762908723646,0.438202247191011,0.413483146067416,42,229,0.471910112359551,0.514606741573034,89,445,,-,Appocher-SKNBE2,"","","","","",""
ERI3,chr1:44319744-44354892,RiMOD,0.654629629629629,0.333333333333333,0.65,12,12,0.444444444444444,0.6,27,20,,-,Appocher-SKNBE2,"","","","","",""
CHN1,chr2:174846957-174915058,Cord,0.536811125965538,0.535947712418301,0.573863636363636,119,575,0.777777777777778,0.816761363636364,153,704,,-,Appocher-SKNBE2,"","","","","",""
CHN1,chr2:174846957-174915058,FTD frontal/temporal,0.575604395604395,0.253846153846154,0.457142857142857,110,52,0.846153846153846,0.742857142857143,130,70,,-,Appocher-SKNBE2,"","","","","",""
CHN1,chr2:174846957-174915058,Motor Cortex,0.578159323317763,0.606741573033708,0.71685393258427,81,381,0.910112359550562,0.856179775280899,89,445,,-,Appocher-SKNBE2,"","","","","",""
CHN1,chr2:174846957-174915058,RiMOD,0.542592592592592,0.296296296296296,0.3,27,19,1,0.95,27,20,,-,Appocher-SKNBE2,"","","","","",""
SEC14L1,chr17:77216218-77216271,Cord,0.530344808377896,0.568627450980392,0.573863636363636,128,540,0.836601307189543,0.767045454545455,153,704,,+,Appocher-SKNBE2,"","","","","",""
SEC14L1,chr17:77216218-77216271,FTD frontal/temporal,0.520934065934066,0.415384615384615,0.428571428571429,104,62,0.8,0.885714285714286,130,70,,+,Appocher-SKNBE2,"","","","","",""
SEC14L1,chr17:77216218-77216271,Motor Cortex,0.566203762151243,0.550561797752809,0.586516853932584,77,309,0.865168539325843,0.69438202247191,89,445,,+,Appocher-SKNBE2,"","","","","",""
SEC14L1,chr17:77216218-77216271,RiMOD,0.562962962962963,0.518518518518519,0.6,19,15,0.703703703703704,0.75,27,20,,+,Appocher-SKNBE2,"","","","","",""
SNAP25,chr20:10277726-10306129,Cord,0.535710969994058,0.196078431372549,0.230113636363636,18,98,0.117647058823529,0.139204545454545,153,704,,+,Appocher-SKNBE2,"","","","","",""
SNAP25,chr20:10277726-10306129,FTD frontal/temporal,0.517252747252748,0.1,0.185714285714286,5,3,0.0384615384615385,0.0428571428571429,130,70,,+,Appocher-SKNBE2,"","","","","",""
SNAP25,chr20:10277726-10306129,Motor Cortex,0.488978664310062,0.157303370786517,0.143820224719101,5,13,0.0561797752808989,0.0292134831460674,89,445,,+,Appocher-SKNBE2,"","","","","",""
NARS1,chr18:57620648-57621708,Cord,0.522212009803922,0.470588235294118,0.498579545454546,153,704,1,1,153,704,,-,Appocher-SKNBE2,"","","","","",""
NARS1,chr18:57620648-57621708,FTD frontal/temporal,0.474120879120879,0.515384615384615,0.542857142857143,130,70,1,1,130,70,,-,Appocher-SKNBE2,"","","","","",""
NARS1,chr18:57620648-57621708,Motor Cortex,0.512776164625679,0.50561797752809,0.532584269662921,89,445,1,1,89,445,,-,Appocher-SKNBE2,"","","","","",""
NARS1,chr18:57620648-57621708,RiMOD,0.475925925925926,0.518518518518519,0.5,27,20,1,1,27,20,,-,Appocher-SKNBE2,"","","","","",""
ADGRB3,chr6:69354328-69355825,Cord,0.492544934640523,0.150326797385621,0.136363636363636,2,18,0.0130718954248366,0.0255681818181818,153,704,,+,Appocher-SKNBE2,"","","","","",""
ADGRB3,chr6:69354328-69355825,FTD frontal/temporal,0.545,0.553846153846154,0.671428571428571,29,5,0.223076923076923,0.0714285714285714,130,70,,+,Appocher-SKNBE2,"","","","","",""
ADGRB3,chr6:69354328-69355825,Motor Cortex,0.539982325463957,0.325842696629214,0.404494382022472,11,81,0.123595505617978,0.182022471910112,89,445,,+,Appocher-SKNBE2,"","","","","",""
ADGRB3,chr6:69354328-69355825,RiMOD,0.590740740740741,0.555555555555556,0.7,11,6,0.407407407407407,0.3,27,20,,+,Appocher-SKNBE2,"","","","","",""
ZNF195,chr11:3361889-3362546,Cord,0.524458741830066,0.562091503267974,0.598011363636364,63,247,0.411764705882353,0.350852272727273,153,704,,-,Appocher-SKNBE2,"","","","","",""
ZNF195,chr11:3361889-3362546,FTD frontal/temporal,0.553571428571429,0.569230769230769,0.6,60,26,0.461538461538462,0.371428571428571,130,70,,-,Appocher-SKNBE2,"","","","","",""
ZNF195,chr11:3361889-3362546,Motor Cortex,0.53649791692968,0.460674157303371,0.568539325842697,53,264,0.595505617977528,0.593258426966292,89,445,,-,Appocher-SKNBE2,"","","","","",""
ZNF195,chr11:3361889-3362546,RiMOD,0.636111111111111,0.444444444444444,0.7,15,8,0.555555555555556,0.4,27,20,,-,Appocher-SKNBE2,"","","","","",""
BCS1L,chr2:218662260-218662515,Cord,0.537623477421272,0.529411764705882,0.605113636363636,68,245,0.444444444444444,0.348011363636364,153,704,,+,Appocher-SKNBE2,"","","","","",""
BCS1L,chr2:218662260-218662515,FTD frontal/temporal,0.559725274725275,0.384615384615385,0.442857142857143,47,23,0.361538461538462,0.328571428571429,130,70,,+,Appocher-SKNBE2,"","","","","",""
BCS1L,chr2:218662260-218662515,Motor Cortex,0.479964650927913,0.426966292134832,0.413483146067416,28,108,0.314606741573034,0.242696629213483,89,445,,+,Appocher-SKNBE2,"","","","","",""
BCS1L,chr2:218662260-218662515,RiMOD,0.584259259259259,0.333333333333333,0.5,13,14,0.481481481481482,0.7,27,20,,+,Appocher-SKNBE2,"","","","","",""
BCS1L,chr2:218662261-218662509,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
LRCH4,chr7:100578317-100578398,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
THOC1,chr18:264093-264939,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
UIMC1,chr5:176969292-176969596,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
TSPAN15,chr10:69451690-69495594,Cord,0.54141135620915,0.503267973856209,0.580965909090909,115,461,0.751633986928105,0.654829545454545,153,704,,+,"Appocher-SKNBE2, CHX -SHY5Y","","","",non-NMD rescued,"",""
TSPAN15,chr10:69451690-69495594,FTD frontal/temporal,0.528186813186814,0.407692307692308,0.442857142857143,37,22,0.284615384615385,0.314285714285714,130,70,,+,"Appocher-SKNBE2, CHX -SHY5Y","","","",non-NMD rescued,"",""
TSPAN15,chr10:69451690-69495594,Motor Cortex,0.525539704582755,0.550561797752809,0.577528089887641,35,163,0.393258426966292,0.366292134831461,89,445,,+,"Appocher-SKNBE2, CHX -SHY5Y","","","",non-NMD rescued,"",""
TSPAN15,chr10:69451690-69495594,RiMOD,0.518518518518519,0.666666666666667,0.6,16,8,0.592592592592593,0.4,27,20,,+,"Appocher-SKNBE2, CHX -SHY5Y","","","",non-NMD rescued,"",""
HSCB,chr22:28742331-28751241,Cord,0.498927696078431,0.477124183006536,0.440340909090909,130,646,0.849673202614379,0.917613636363636,153,704,,+,Appocher-SKNBE2,"","","","","",""
HSCB,chr22:28742331-28751241,FTD frontal/temporal,0.61989010989011,0.376923076923077,0.557142857142857,110,65,0.846153846153846,0.928571428571429,130,70,,+,Appocher-SKNBE2,"","","","","",""
HSCB,chr22:28742331-28751241,Motor Cortex,0.646244161090772,0.292134831460674,0.487640449438202,69,420,0.775280898876405,0.943820224719101,89,445,,+,Appocher-SKNBE2,"","","","","",""
HSCB,chr22:28742331-28751241,RiMOD,0.477777777777778,0.444444444444444,0.3,25,18,0.925925925925926,0.9,27,20,,+,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50579802-50580190,Cord,0.503801804812834,0.333333333333333,0.338068181818182,19,77,0.124183006535948,0.109375,153,704,,-,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50579802-50580190,FTD frontal/temporal,0.608021978021978,0.530769230769231,0.7,64,27,0.492307692307692,0.385714285714286,130,70,,-,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50579802-50580190,Motor Cortex,0.552922610781467,0.49438202247191,0.579775280898876,33,102,0.370786516853933,0.229213483146067,89,445,,-,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50579802-50580190,RiMOD,0.652777777777778,0.333333333333333,0.6,9,13,0.333333333333333,0.65,27,20,,-,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50580083-50580189,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
CHKB,chr22:50581568-50581606,Never observed,,,,0,0,0,0,,,,-,Appocher-SKNBE2,"","","","","",""
NIN,chr14:50754867-50756492,Cord,0.615237856506239,0.359477124183007,0.505681818181818,153,704,1,1,153,704,,-,"Appocher-SKNBE2, Brown-SKNBE2","","","","","",""
NIN,chr14:50754867-50756492,FTD frontal/temporal,0.671868131868132,0.323076923076923,0.657142857142857,130,70,1,1,130,70,,-,"Appocher-SKNBE2, Brown-SKNBE2","","","","","",""
NIN,chr14:50754867-50756492,Motor Cortex,0.603547531877289,0.348314606741573,0.485393258426966,89,445,1,1,89,445,,-,"Appocher-SKNBE2, Brown-SKNBE2","","","","","",""
NIN,chr14:50754867-50756492,RiMOD,0.564814814814815,0.37037037037037,0.55,27,20,1,1,27,20,,-,"Appocher-SKNBE2, Brown-SKNBE2","","","","","",""
NFATC4,chr14:24374466-24375975,Cord,0.560155785799168,0.196078431372549,0.325284090909091,10,76,0.065359477124183,0.107954545454545,153,704,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
NFATC4,chr14:24374466-24375975,FTD frontal/temporal,0.64554945054945,0.161538461538462,0.457142857142857,7,16,0.0538461538461539,0.228571428571429,130,70,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
NFATC4,chr14:24374466-24375975,Motor Cortex,0.52660017674536,0.0898876404494382,0.139325842696629,1,11,0.0112359550561798,0.0247191011235955,89,445,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
NFATC4,chr14:24374466-24375975,RiMOD,0.571296296296296,0.185185185185185,0.25,1,3,0.037037037037037,0.15,27,20,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
STK4,chr20:44995257-45000392,Cord,0.491904337492573,0.150326797385621,0.136363636363636,4,27,0.0261437908496732,0.0383522727272727,153,704,,+,Appocher-SKNBE2,"","","","","",""
STK4,chr20:44995257-45000392,FTD frontal/temporal,0.49054945054945,0.0615384615384615,0.0428571428571429,1,0,0.00769230769230769,0,130,70,,+,Appocher-SKNBE2,"","","","","",""
STK4,chr20:44995257-45000392,Motor Cortex,0.477692210579472,0.101123595505618,0.0584269662921348,4,5,0.0449438202247191,0.0112359550561798,89,445,,+,Appocher-SKNBE2,"","","","","",""
STK4,chr20:44995257-45000392,RiMOD,0.492592592592593,0.111111111111111,0.1,1,0,0.037037037037037,0,27,20,,+,Appocher-SKNBE2,"","","","","",""
ARFGAP1,chr20:63285713-63286366,Cord,0.565447675282234,0.411764705882353,0.534090909090909,153,704,1,1,153,704,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
ARFGAP1,chr20:63285713-63286366,FTD frontal/temporal,0.628186813186813,0.346153846153846,0.5,130,70,1,1,130,70,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
ARFGAP1,chr20:63285713-63286366,Motor Cortex,0.510200732230779,0.460674157303371,0.579775280898876,89,443,1,0.995505617977528,89,445,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
ARFGAP1,chr20:63285713-63286366,RiMOD,0.583333333333334,0.37037037037037,0.55,27,20,1,1,27,20,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
ARFGAP1,chr20:63285714-63285789,Never observed,,,,0,0,0,0,,,,+,Appocher-SKNBE2,"","","","","",""
CDC25B,chr20:3796731-3797664,Cord,0.536787915923945,0.352941176470588,0.443181818181818,66,322,0.431372549019608,0.457386363636364,153,704,,+,Appocher-SKNBE2,"","","","","",""
CDC25B,chr20:3796731-3797664,FTD frontal/temporal,0.505659340659341,0.646153846153846,0.614285714285714,46,26,0.353846153846154,0.371428571428571,130,70,,+,Appocher-SKNBE2,"","","","","",""
CDC25B,chr20:3796731-3797664,Motor Cortex,0.557808357530615,0.337078651685393,0.413483146067416,20,123,0.224719101123596,0.276404494382023,89,445,,+,Appocher-SKNBE2,"","","","","",""
CDC25B,chr20:3796731-3797664,RiMOD,0.486111111111111,0.333333333333333,0.3,4,4,0.148148148148148,0.2,27,20,,+,Appocher-SKNBE2,"","","","","",""
PPP1R16B,chr20:38883540-38889595,Cord,0.471999405822935,0.163398692810458,0.0980113636363636,5,16,0.0326797385620915,0.0227272727272727,153,704,,+,Appocher-SKNBE2,"","","","","",""
PPP1R16B,chr20:38883540-38889595,FTD frontal/temporal,0.483736263736264,0.107692307692308,0.0714285714285714,4,1,0.0307692307692308,0.0142857142857143,130,70,,+,Appocher-SKNBE2,"","","","","",""
PPP1R16B,chr20:38883540-38889595,Motor Cortex,0.480886251735892,0.168539325842697,0.130337078651685,3,9,0.0337078651685393,0.0202247191011236,89,445,,+,Appocher-SKNBE2,"","","","","",""
PPP1R16B,chr20:38883540-38889595,RiMOD,0.577777777777778,0.0370370370370371,0.2,1,1,0.037037037037037,0.05,27,20,,+,Appocher-SKNBE2,"","","","","",""
PAK1IP1,chr6:10695069-10697321,Cord,0.520824049316697,0.503267973856209,0.555397727272727,91,458,0.594771241830065,0.650568181818182,153,704,,+,"Appocher-SKNBE2, Appocher-SKNBE2","","","","","",""
